,Time,Freq,Angle1,Angle2,Phase
544,608.52,0.5629,0.178,0.964,-0.786
545,610.3,0.5608,0.176,0.963,-0.7869999999999999
546,612.1,0.5591,0.182,0.964,-0.782
547,613.9,0.5569,0.19,0.964,-0.774
548,615.7,0.555,0.195,0.964,-0.7689999999999999
549,617.5,0.5532,0.19,0.964,-0.774
550,619.32,0.5513,0.204,0.964,-0.76
551,621.14,0.5498,0.207,0.964,-0.757
552,622.96,0.5474,0.203,0.964,-0.7609999999999999
553,624.8,0.5452,0.217,0.964,-0.747
554,626.64,0.5429,0.218,0.964,-0.746
555,628.48,0.5408,0.204,0.964,-0.76
556,630.34,0.5388,0.214,0.964,-0.75
557,632.2,0.5368,0.212,0.964,-0.752
558,634.08,0.5344,0.226,0.964,-0.738
559,635.96,0.5318,0.226,0.964,-0.738
560,637.84,0.5289,0.217,0.964,-0.747
561,639.76,0.5264,0.24,0.964,-0.724
562,641.66,0.5244,0.226,0.964,-0.738
563,643.58,0.5218,0.234,0.964,-0.73
564,645.5,0.5194,0.236,0.964,-0.728
565,647.42,0.5172,0.223,0.964,-0.741
566,649.36,0.5153,0.223,0.964,-0.741
567,651.32,0.5127,0.237,0.964,-0.727
568,653.28,0.5106,0.239,0.964,-0.725
569,655.26,0.5085,0.25,0.964,-0.714
570,657.24,0.5059,0.251,0.964,-0.713
571,659.22,0.5034,0.248,0.964,-0.716
572,661.2,0.5011,0.234,0.964,-0.73
573,663.2,0.4985,0.234,0.964,-0.73
574,665.22,0.496,0.242,0.964,-0.722
575,667.26,0.4931,0.258,0.964,-0.706
576,669.28,0.491,0.245,0.964,-0.719
577,671.34,0.4884,0.251,0.964,-0.713
578,673.4,0.4861,0.242,0.964,-0.722
579,675.48,0.4833,0.254,0.964,-0.71
580,677.54,0.4807,0.247,0.964,-0.717
581,679.64,0.4788,0.264,0.964,-0.7
582,681.74,0.4768,0.262,0.964,-0.702
583,683.84,0.4746,0.253,0.964,-0.711
584,685.96,0.4726,0.259,0.964,-0.705
585,688.1,0.4702,0.267,0.964,-0.697
586,690.22,0.468,0.25,0.964,-0.714
587,692.38,0.4652,0.264,0.964,-0.7
588,694.54,0.462,0.264,0.964,-0.7
589,696.72,0.4588,0.27,0.964,-0.694
590,698.9,0.4553,0.265,0.964,-0.699
591,701.1,0.4515,0.272,0.964,-0.692
592,703.32,0.4479,0.267,0.964,-0.697
593,705.6,0.4443,0.259,0.964,-0.705
594,707.9,0.4407,0.251,0.964,-0.713
595,710.18,0.4367,0.264,0.964,-0.7
596,712.48,0.4337,0.275,0.964,-0.689
597,714.8,0.4307,0.258,0.964,-0.706
598,717.14,0.4274,0.264,0.964,-0.7
599,719.52,0.4237,0.267,0.964,-0.697
600,721.88,0.4211,0.264,0.964,-0.7
601,724.26,0.4184,0.269,0.964,-0.695
602,726.66,0.4159,0.259,0.964,-0.705
603,729.06,0.4136,0.264,0.964,-0.7
604,731.52,0.4112,0.261,0.964,-0.703
605,733.96,0.4086,0.262,0.964,-0.702
606,736.44,0.4055,0.267,0.964,-0.697
607,738.92,0.4018,0.27,0.964,-0.694
608,741.44,0.3982,0.265,0.964,-0.699
609,744.0,0.3947,0.261,0.964,-0.703
610,746.54,0.391,0.264,0.964,-0.7
611,749.08,0.3874,0.256,0.964,-0.708
612,751.64,0.3833,0.261,0.964,-0.703
613,754.32,0.3794,0.259,0.964,-0.705
614,757.0,0.376,0.261,0.964,-0.703
615,759.68,0.3725,0.269,0.964,-0.695
616,762.42,0.3692,0.261,0.964,-0.703
617,765.16,0.366,0.259,0.964,-0.705
618,767.94,0.3627,0.262,0.964,-0.702
619,770.7,0.3601,0.261,0.964,-0.703
620,773.48,0.3572,0.254,0.964,-0.71
621,776.28,0.3547,0.254,0.964,-0.71
622,779.12,0.3518,0.256,0.964,-0.708
623,782.0,0.3489,0.254,0.964,-0.71
624,784.9,0.3462,0.258,0.964,-0.706
625,787.78,0.3432,0.253,0.964,-0.711
626,790.74,0.3394,0.259,0.964,-0.705
627,793.72,0.335,0.254,0.964,-0.71
628,796.74,0.3309,0.254,0.964,-0.71
629,799.8,0.3271,0.258,0.964,-0.706
630,802.88,0.3233,0.261,0.964,-0.703
631,806.02,0.3197,0.256,0.964,-0.708
632,809.22,0.3155,0.254,0.964,-0.71
633,812.44,0.3117,0.256,0.964,-0.708
634,815.7,0.3079,0.258,0.964,-0.706
635,818.96,0.304,0.251,0.964,-0.713
636,822.28,0.3002,0.258,0.964,-0.706
637,825.64,0.2967,0.256,0.964,-0.708
638,829.04,0.2935,0.254,0.964,-0.71
639,832.46,0.2905,0.253,0.964,-0.711
640,835.94,0.287,0.254,0.964,-0.71
641,839.46,0.2838,0.254,0.964,-0.71
642,843.12,0.2807,0.253,0.964,-0.711
643,846.78,0.2775,0.253,0.964,-0.711
644,850.38,0.2743,0.254,0.964,-0.71
645,854.0,0.2709,0.253,0.964,-0.711
646,857.74,0.2674,0.254,0.964,-0.71
647,861.54,0.264,0.254,0.964,-0.71
648,865.36,0.2603,0.251,0.964,-0.713
649,869.26,0.2565,0.251,0.964,-0.713
650,873.24,0.2525,0.251,0.964,-0.713
651,877.28,0.2482,0.256,0.966,-0.71
652,881.36,0.2438,0.25,0.964,-0.714
653,885.54,0.2392,0.248,0.964,-0.716
654,889.82,0.2341,0.247,0.964,-0.717
655,894.2,0.2291,0.248,0.964,-0.716
656,898.66,0.2237,0.248,0.964,-0.716
657,903.24,0.2188,0.247,0.964,-0.717
658,907.92,0.214,0.248,0.964,-0.716
659,912.72,0.2155,0.247,0.964,-0.717
660,917.62,0.2482,0.245,0.964,-0.719
661,922.66,0.2368,0.243,0.964,-0.721
662,927.86,0.1976,0.243,0.964,-0.721
663,933.28,0.1708,0.242,0.964,-0.722
664,938.82,0.1429,0.242,0.964,-0.722
665,944.58,0.1169,0.242,0.964,-0.722
666,950.56,0.0965,0.242,0.964,-0.722
667,956.86,0.0858,0.239,0.964,-0.725
668,963.48,0.0898,0.24,0.964,-0.724
669,970.38,0.1141,0.239,0.964,-0.725
670,977.68,0.165,0.239,0.964,-0.725
671,985.62,0.2492,0.237,0.964,-0.727
672,994.2,0.3743,0.237,0.964,-0.727
673,997.82,0.5485,-0.28,0.963,-1.2429999999999999
674,998.62,0.7805,-0.245,0.964,-1.209
675,999.4,1.0797,-0.248,0.961,-1.209
676,1000.2,1.4564,-0.248,0.964,-1.212
