,Time,Freq,Angle1,Angle2,Phase
39,34.4,1.2101,-0.256,1.396,-1.652
40,35.24,1.2094,-0.245,1.398,-1.6429999999999998
41,36.06,1.211,-0.25,1.398,-1.648
42,36.88,1.211,-0.253,1.398,-1.6509999999999998
43,37.7,1.2092,-0.253,1.396,-1.649
44,38.54,1.209,-0.248,1.398,-1.646
45,39.36,1.2102,-0.25,1.398,-1.648
46,40.2,1.209,-0.245,1.396,-1.641
47,41.02,1.2081,-0.248,1.398,-1.646
48,41.84,1.2074,-0.256,1.396,-1.652
49,42.68,1.2065,-0.25,1.398,-1.648
50,43.5,1.2052,-0.253,1.396,-1.649
51,44.34,1.2033,-0.25,1.398,-1.648
52,45.16,1.2036,-0.256,1.396,-1.652
53,46.0,1.2022,-0.253,1.398,-1.6509999999999998
54,46.84,1.1992,-0.248,1.398,-1.646
55,47.66,1.2007,-0.256,1.396,-1.652
56,48.5,1.2003,-0.253,1.398,-1.6509999999999998
57,49.34,1.1978,-0.251,1.398,-1.649
58,50.18,1.1967,-0.248,1.396,-1.644
59,51.0,1.1958,-0.258,1.396,-1.654
60,51.84,1.1949,-0.256,1.398,-1.654
61,52.68,1.1954,-0.256,1.398,-1.654
62,53.52,1.1926,-0.258,1.398,-1.656
63,54.36,1.1899,-0.256,1.398,-1.654
64,55.2,1.1907,-0.256,1.398,-1.654
65,56.04,1.1875,-0.258,1.398,-1.656
66,56.88,1.1878,-0.261,1.396,-1.657
67,57.72,1.1841,-0.261,1.396,-1.657
68,58.58,1.1838,-0.253,1.398,-1.6509999999999998
69,59.42,1.1823,-0.259,1.398,-1.657
70,60.26,1.1794,-0.261,1.398,-1.6589999999999998
71,61.12,1.1786,-0.256,1.398,-1.654
72,61.96,1.1796,-0.261,1.398,-1.6589999999999998
73,62.82,1.1791,-0.254,1.396,-1.65
74,63.66,1.177,-0.261,1.398,-1.6589999999999998
75,64.5,1.1764,-0.264,1.396,-1.66
76,65.36,1.1761,-0.262,1.398,-1.66
77,66.22,1.176,-0.256,1.396,-1.652
78,67.06,1.1759,-0.262,1.398,-1.66
79,67.92,1.1757,-0.259,1.398,-1.657
80,68.76,1.1751,-0.262,1.398,-1.66
81,69.62,1.173,-0.259,1.398,-1.657
82,70.46,1.1724,-0.265,1.396,-1.661
83,71.32,1.1732,-0.267,1.398,-1.665
84,72.18,1.172,-0.261,1.398,-1.6589999999999998
85,73.04,1.1698,-0.258,1.396,-1.654
86,73.88,1.1693,-0.269,1.396,-1.665
87,74.74,1.1659,-0.269,1.396,-1.665
88,75.6,1.1665,-0.269,1.396,-1.665
89,76.46,1.1641,-0.269,1.398,-1.6669999999999998
90,77.32,1.1627,-0.267,1.398,-1.665
91,78.18,1.1612,-0.265,1.398,-1.6629999999999998
92,79.04,1.1623,-0.269,1.398,-1.6669999999999998
93,79.9,1.1599,-0.272,1.396,-1.668
94,80.76,1.16,-0.272,1.396,-1.668
95,81.64,1.1596,-0.262,1.398,-1.66
96,82.5,1.159,-0.264,1.398,-1.662
97,83.36,1.1567,-0.267,1.398,-1.665
98,84.22,1.1571,-0.267,1.398,-1.665
99,85.08,1.1558,-0.272,1.398,-1.67
100,85.94,1.1555,-0.273,1.396,-1.669
101,86.82,1.1532,-0.27,1.398,-1.668
102,87.68,1.1522,-0.273,1.396,-1.669
103,88.56,1.1513,-0.267,1.398,-1.665
104,89.42,1.1504,-0.276,1.396,-1.672
105,90.3,1.1495,-0.269,1.398,-1.6669999999999998
106,91.16,1.1474,-0.276,1.396,-1.672
107,92.04,1.1472,-0.272,1.398,-1.67
108,92.92,1.1462,-0.267,1.398,-1.665
109,93.78,1.1435,-0.278,1.396,-1.674
110,94.66,1.1448,-0.273,1.398,-1.6709999999999998
111,95.54,1.1434,-0.27,1.398,-1.668
112,96.4,1.1436,-0.276,1.396,-1.672
113,97.28,1.1416,-0.276,1.396,-1.672
114,98.16,1.1408,-0.273,1.398,-1.6709999999999998
115,99.04,1.1375,-0.275,1.398,-1.673
116,99.92,1.1365,-0.275,1.398,-1.673
117,100.8,1.1341,-0.273,1.398,-1.6709999999999998
118,101.68,1.1336,-0.273,1.398,-1.6709999999999998
119,102.56,1.1314,-0.28,1.398,-1.678
120,103.46,1.1309,-0.27,1.396,-1.666
121,104.34,1.1284,-0.278,1.398,-1.676
122,105.22,1.1273,-0.28,1.398,-1.678
123,106.12,1.1259,-0.273,1.398,-1.6709999999999998
124,107.0,1.1244,-0.281,1.398,-1.6789999999999998
125,107.9,1.1239,-0.272,1.396,-1.668
126,108.78,1.1235,-0.283,1.398,-1.6809999999999998
127,109.68,1.1198,-0.28,1.398,-1.678
128,110.56,1.119,-0.287,1.396,-1.6829999999999998
129,111.46,1.1167,-0.284,1.398,-1.682
130,112.36,1.1161,-0.281,1.398,-1.6789999999999998
131,113.26,1.1139,-0.28,1.398,-1.678
132,114.16,1.1132,-0.28,1.398,-1.678
133,115.06,1.1106,-0.278,1.398,-1.676
134,115.96,1.1091,-0.287,1.398,-1.6849999999999998
135,116.86,1.108,-0.289,1.398,-1.6869999999999998
136,117.76,1.1072,-0.289,1.398,-1.6869999999999998
137,118.68,1.1043,-0.281,1.396,-1.677
138,119.58,1.104,-0.286,1.398,-1.684
139,120.48,1.1035,-0.287,1.398,-1.6849999999999998
140,121.38,1.103,-0.292,1.396,-1.688
141,122.3,1.1015,-0.284,1.398,-1.682
142,123.2,1.1018,-0.291,1.398,-1.6889999999999998
143,124.12,1.1012,-0.283,1.398,-1.6809999999999998
144,125.02,1.0998,-0.291,1.398,-1.6889999999999998
145,125.94,1.099,-0.283,1.396,-1.6789999999999998
146,126.84,1.0985,-0.292,1.398,-1.69
147,127.76,1.0982,-0.284,1.398,-1.682
148,128.66,1.0979,-0.294,1.398,-1.692
149,129.58,1.0975,-0.289,1.398,-1.6869999999999998
150,130.48,1.0958,-0.298,1.396,-1.694
151,131.4,1.0956,-0.294,1.398,-1.692
152,132.32,1.0968,-0.291,1.398,-1.6889999999999998
153,133.22,1.0964,-0.298,1.396,-1.694
154,134.14,1.0953,-0.297,1.398,-1.6949999999999998
155,135.06,1.0923,-0.294,1.398,-1.692
156,135.98,1.0927,-0.287,1.398,-1.6849999999999998
157,136.88,1.0901,-0.3,1.396,-1.696
158,137.8,1.0907,-0.3,1.396,-1.696
159,138.72,1.0882,-0.298,1.398,-1.696
160,139.64,1.0888,-0.302,1.396,-1.698
161,140.56,1.0862,-0.3,1.398,-1.698
162,141.48,1.0858,-0.302,1.396,-1.698
163,142.4,1.084,-0.305,1.396,-1.7009999999999998
164,143.34,1.084,-0.289,1.398,-1.6869999999999998
165,144.26,1.0822,-0.292,1.398,-1.69
166,145.18,1.0825,-0.295,1.398,-1.6929999999999998
167,146.1,1.0814,-0.298,1.398,-1.696
168,147.02,1.0788,-0.302,1.398,-1.7
169,147.96,1.0775,-0.294,1.398,-1.692
170,148.88,1.0768,-0.303,1.398,-1.7009999999999998
171,149.82,1.0765,-0.294,1.396,-1.69
172,150.74,1.0743,-0.305,1.398,-1.7029999999999998
173,151.68,1.0732,-0.3,1.398,-1.698
174,152.6,1.0712,-0.311,1.396,-1.7069999999999999
175,153.54,1.0709,-0.308,1.398,-1.706
176,154.48,1.0694,-0.308,1.398,-1.706
177,155.42,1.0692,-0.305,1.398,-1.7029999999999998
178,156.36,1.0672,-0.302,1.398,-1.7
179,157.3,1.0686,-0.298,1.398,-1.696
180,158.22,1.0675,-0.309,1.396,-1.7049999999999998
181,159.16,1.0666,-0.305,1.398,-1.7029999999999998
182,160.1,1.0656,-0.302,1.398,-1.7
183,161.04,1.0641,-0.3,1.398,-1.698
184,161.98,1.064,-0.298,1.398,-1.696
185,162.92,1.0623,-0.308,1.398,-1.706
186,163.86,1.0618,-0.313,1.398,-1.7109999999999999
187,164.8,1.0595,-0.319,1.396,-1.7149999999999999
188,165.76,1.0584,-0.306,1.398,-1.704
189,166.7,1.0552,-0.314,1.398,-1.712
190,167.66,1.0521,-0.306,1.398,-1.704
191,168.6,1.051,-0.316,1.398,-1.714
192,169.56,1.0497,-0.311,1.398,-1.7089999999999999
193,170.5,1.0478,-0.325,1.396,-1.7209999999999999
194,171.46,1.048,-0.324,1.396,-1.72
195,172.42,1.0451,-0.322,1.398,-1.72
196,173.38,1.0447,-0.319,1.398,-1.7169999999999999
197,174.34,1.043,-0.317,1.398,-1.7149999999999999
198,175.3,1.0419,-0.317,1.398,-1.7149999999999999
199,176.26,1.042,-0.314,1.398,-1.712
200,177.22,1.0404,-0.314,1.398,-1.712
201,178.18,1.039,-0.317,1.398,-1.7149999999999999
202,179.14,1.0381,-0.32,1.398,-1.718
203,180.1,1.0372,-0.328,1.396,-1.724
204,181.08,1.0353,-0.314,1.398,-1.712
205,182.04,1.0351,-0.32,1.398,-1.718
206,183.0,1.0336,-0.328,1.398,-1.726
207,183.98,1.0335,-0.319,1.398,-1.7169999999999999
208,184.94,1.0308,-0.328,1.396,-1.724
209,185.92,1.0308,-0.324,1.398,-1.722
210,186.88,1.0304,-0.336,1.396,-1.732
211,187.86,1.0289,-0.33,1.398,-1.728
212,188.84,1.0289,-0.32,1.398,-1.718
213,189.8,1.0276,-0.331,1.396,-1.7269999999999999
214,190.78,1.0276,-0.327,1.398,-1.7249999999999999
215,191.76,1.0261,-0.324,1.398,-1.722
216,192.72,1.0256,-0.336,1.396,-1.732
217,193.7,1.0233,-0.333,1.398,-1.7309999999999999
218,194.68,1.0219,-0.336,1.398,-1.734
219,195.66,1.0206,-0.336,1.398,-1.734
220,196.64,1.0186,-0.335,1.398,-1.7329999999999999
221,197.62,1.0173,-0.339,1.396,-1.7349999999999999
222,198.62,1.0159,-0.328,1.398,-1.726
223,199.6,1.0136,-0.331,1.398,-1.7289999999999999
224,200.58,1.013,-0.338,1.396,-1.734
225,201.58,1.0105,-0.333,1.398,-1.7309999999999999
226,202.56,1.0109,-0.338,1.398,-1.736
227,203.56,1.0116,-0.328,1.398,-1.726
228,204.54,1.0098,-0.338,1.398,-1.736
229,205.54,1.0106,-0.328,1.396,-1.724
230,206.52,1.0104,-0.342,1.398,-1.74
231,207.52,1.0089,-0.335,1.398,-1.7329999999999999
232,208.5,1.009,-0.342,1.396,-1.738
233,209.5,1.0075,-0.333,1.398,-1.7309999999999999
234,210.5,1.0059,-0.33,1.398,-1.728
235,211.48,1.0041,-0.349,1.396,-1.7449999999999999
236,212.48,1.0019,-0.347,1.398,-1.7449999999999999
237,213.48,1.001,-0.349,1.396,-1.7449999999999999
238,214.48,0.9989,-0.353,1.396,-1.7489999999999999
239,215.5,0.9962,-0.338,1.398,-1.736
240,216.5,0.9948,-0.338,1.398,-1.736
241,217.5,0.9921,-0.35,1.398,-1.7479999999999998
242,218.52,0.9909,-0.349,1.398,-1.7469999999999999
243,219.52,0.9885,-0.357,1.396,-1.753
244,220.54,0.9876,-0.347,1.398,-1.7449999999999999
245,221.56,0.9848,-0.346,1.398,-1.7439999999999998
246,222.56,0.9843,-0.36,1.396,-1.7559999999999998
247,223.58,0.9838,-0.357,1.398,-1.755
248,224.6,0.9832,-0.353,1.398,-1.751
249,225.62,0.9835,-0.352,1.398,-1.75
250,226.64,0.9823,-0.347,1.398,-1.7449999999999999
251,227.66,0.9819,-0.346,1.398,-1.7439999999999998
252,228.68,0.9812,-0.349,1.398,-1.7469999999999999
253,229.7,0.98,-0.346,1.398,-1.7439999999999998
254,230.72,0.9801,-0.341,1.398,-1.7389999999999999
255,231.74,0.9789,-0.344,1.398,-1.742
256,232.76,0.9769,-0.355,1.398,-1.753
257,233.78,0.9752,-0.358,1.396,-1.754
258,234.8,0.9735,-0.368,1.396,-1.7639999999999998
259,235.84,0.9723,-0.36,1.398,-1.758
260,236.88,0.9705,-0.355,1.398,-1.753
261,237.9,0.9677,-0.371,1.396,-1.767
262,238.94,0.9668,-0.368,1.398,-1.766
263,239.98,0.9647,-0.36,1.398,-1.758
264,241.02,0.9631,-0.361,1.398,-1.759
265,242.06,0.9619,-0.36,1.398,-1.758
266,243.1,0.9609,-0.358,1.398,-1.7559999999999998
267,244.14,0.9601,-0.361,1.398,-1.759
268,245.18,0.9594,-0.369,1.398,-1.767
269,246.22,0.9587,-0.372,1.398,-1.77
270,247.26,0.9578,-0.375,1.396,-1.771
271,248.32,0.9567,-0.36,1.398,-1.758
272,249.36,0.9544,-0.371,1.398,-1.769
273,250.4,0.9529,-0.385,1.396,-1.781
274,251.46,0.9513,-0.371,1.398,-1.769
275,252.52,0.9506,-0.366,1.398,-1.7639999999999998
276,253.56,0.9494,-0.383,1.396,-1.779
277,254.62,0.9477,-0.379,1.398,-1.777
278,255.68,0.9463,-0.371,1.398,-1.769
279,256.74,0.9452,-0.368,1.398,-1.766
280,257.8,0.9442,-0.366,1.396,-1.762
281,258.86,0.9433,-0.371,1.398,-1.769
282,259.92,0.9423,-0.371,1.398,-1.769
283,260.98,0.9411,-0.369,1.398,-1.767
284,262.04,0.939,-0.371,1.398,-1.769
285,263.1,0.9372,-0.382,1.398,-1.7799999999999998
286,264.18,0.9377,-0.38,1.396,-1.7759999999999998
287,265.24,0.9358,-0.399,1.396,-1.795
288,266.32,0.9337,-0.39,1.396,-1.786
289,267.4,0.9326,-0.377,1.398,-1.775
290,268.46,0.9319,-0.393,1.396,-1.789
291,269.54,0.9297,-0.39,1.398,-1.7879999999999998
292,270.62,0.9275,-0.386,1.398,-1.7839999999999998
293,271.7,0.9266,-0.383,1.398,-1.781
294,272.78,0.9254,-0.383,1.398,-1.781
295,273.86,0.924,-0.38,1.398,-1.778
296,274.94,0.9223,-0.382,1.398,-1.7799999999999998
297,276.02,0.9204,-0.393,1.398,-1.791
298,277.12,0.9177,-0.386,1.398,-1.7839999999999998
299,278.22,0.9155,-0.385,1.398,-1.783
300,279.3,0.9139,-0.412,1.396,-1.8079999999999998
301,280.4,0.9118,-0.412,1.396,-1.8079999999999998
302,281.5,0.9102,-0.413,1.396,-1.809
303,282.6,0.9097,-0.415,1.396,-1.811
304,283.7,0.9096,-0.413,1.396,-1.809
305,284.8,0.908,-0.415,1.396,-1.811
306,285.92,0.9065,-0.386,1.398,-1.7839999999999998
307,287.02,0.9063,-0.388,1.398,-1.786
308,288.12,0.9051,-0.396,1.398,-1.794
309,289.22,0.9049,-0.402,1.398,-1.7999999999999998
310,290.32,0.9033,-0.408,1.398,-1.8059999999999998
311,291.42,0.9023,-0.416,1.396,-1.8119999999999998
312,292.54,0.8996,-0.407,1.398,-1.805
313,293.66,0.8986,-0.397,1.398,-1.795
314,294.76,0.8969,-0.423,1.396,-1.819
315,295.9,0.8942,-0.396,1.398,-1.794
316,297.02,0.893,-0.402,1.398,-1.7999999999999998
317,298.14,0.8907,-0.41,1.398,-1.8079999999999998
318,299.26,0.8889,-0.415,1.398,-1.813
319,300.38,0.8873,-0.424,1.396,-1.8199999999999998
320,301.52,0.8859,-0.407,1.398,-1.805
321,302.64,0.8861,-0.423,1.396,-1.819
322,303.78,0.8859,-0.408,1.398,-1.8059999999999998
323,304.9,0.8857,-0.421,1.396,-1.817
324,306.04,0.8849,-0.408,1.398,-1.8059999999999998
325,307.16,0.8849,-0.424,1.396,-1.8199999999999998
326,308.3,0.8835,-0.41,1.398,-1.8079999999999998
327,309.42,0.8833,-0.432,1.396,-1.8279999999999998
328,310.56,0.8833,-0.418,1.398,-1.8159999999999998
329,311.7,0.8818,-0.404,1.398,-1.802
330,312.82,0.8821,-0.421,1.396,-1.817
331,313.96,0.8809,-0.407,1.398,-1.805
332,315.1,0.8806,-0.399,1.398,-1.797
333,316.24,0.8789,-0.399,1.398,-1.797
334,317.38,0.877,-0.404,1.398,-1.802
335,318.52,0.8762,-0.405,1.398,-1.803
336,319.66,0.8742,-0.413,1.398,-1.811
337,320.8,0.8731,-0.424,1.398,-1.8219999999999998
338,321.96,0.8708,-0.408,1.398,-1.8059999999999998
339,323.1,0.8693,-0.426,1.398,-1.8239999999999998
340,324.26,0.866,-0.413,1.398,-1.811
341,325.42,0.8648,-0.416,1.398,-1.8139999999999998
342,326.58,0.8621,-0.423,1.398,-1.821
343,327.74,0.86,-0.427,1.398,-1.825
344,328.9,0.8582,-0.44,1.396,-1.8359999999999999
345,330.08,0.8546,-0.418,1.398,-1.8159999999999998
346,331.24,0.853,-0.443,1.396,-1.839
347,332.42,0.8509,-0.434,1.396,-1.8299999999999998
348,333.6,0.8494,-0.438,1.396,-1.8339999999999999
349,334.78,0.8484,-0.438,1.396,-1.8339999999999999
350,335.96,0.8477,-0.434,1.398,-1.8319999999999999
351,337.14,0.8465,-0.432,1.398,-1.8299999999999998
352,338.32,0.8461,-0.438,1.396,-1.8339999999999999
353,339.5,0.8465,-0.441,1.396,-1.837
354,340.7,0.8449,-0.407,1.396,-1.803
355,341.88,0.8449,-0.415,1.398,-1.813
356,343.06,0.8439,-0.424,1.398,-1.8219999999999998
357,344.24,0.843,-0.441,1.396,-1.837
358,345.42,0.842,-0.451,1.396,-1.847
359,346.62,0.8404,-0.426,1.398,-1.8239999999999998
360,347.8,0.8391,-0.451,1.396,-1.847
361,349.0,0.8376,-0.437,1.396,-1.833
362,350.2,0.8362,-0.435,1.396,-1.831
363,351.4,0.834,-0.443,1.396,-1.839
364,352.6,0.8322,-0.452,1.396,-1.8479999999999999
365,353.82,0.831,-0.416,1.398,-1.8139999999999998
366,355.02,0.8288,-0.43,1.398,-1.8279999999999998
367,356.22,0.8267,-0.441,1.396,-1.837
368,357.44,0.8246,-0.412,1.396,-1.8079999999999998
369,358.64,0.8238,-0.435,1.398,-1.833
370,359.86,0.822,-0.421,1.398,-1.819
371,361.08,0.8213,-0.416,1.398,-1.8139999999999998
372,362.3,0.8196,-0.424,1.398,-1.8219999999999998
373,363.52,0.8178,-0.438,1.396,-1.8339999999999999
374,364.76,0.8171,-0.404,1.398,-1.802
375,365.98,0.8154,-0.423,1.398,-1.821
376,367.2,0.8141,-0.446,1.396,-1.8419999999999999
377,368.44,0.8128,-0.429,1.398,-1.827
378,369.68,0.8112,-0.412,1.398,-1.8099999999999998
379,370.9,0.8088,-0.443,1.396,-1.839
380,372.14,0.8084,-0.427,1.398,-1.825
381,373.38,0.8065,-0.421,1.398,-1.819
382,374.62,0.805,-0.419,1.398,-1.817
383,375.86,0.8035,-0.434,1.396,-1.8299999999999998
384,377.12,0.8007,-0.405,1.398,-1.803
385,378.36,0.7996,-0.43,1.396,-1.8259999999999998
386,379.62,0.7984,-0.405,1.398,-1.803
387,380.88,0.7969,-0.39,1.398,-1.7879999999999998
388,382.14,0.7946,-0.383,1.398,-1.781
389,383.4,0.7937,-0.385,1.396,-1.781
390,384.66,0.7924,-0.383,1.396,-1.779
391,385.92,0.7908,-0.386,1.398,-1.7839999999999998
392,387.18,0.79,-0.404,1.396,-1.7999999999999998
393,388.46,0.7893,-0.38,1.396,-1.7759999999999998
394,389.72,0.7876,-0.404,1.398,-1.802
395,391.0,0.7857,-0.372,1.398,-1.77
396,392.26,0.7846,-0.415,1.396,-1.811
397,393.54,0.7825,-0.408,1.396,-1.8039999999999998
398,394.84,0.7804,-0.358,1.396,-1.754
399,396.12,0.7797,-0.368,1.398,-1.766
400,397.4,0.7766,-0.382,1.396,-1.778
401,398.68,0.7752,-0.407,1.396,-1.803
402,399.98,0.7739,-0.377,1.396,-1.773
403,401.28,0.7721,-0.35,1.398,-1.7479999999999998
404,402.58,0.7707,-0.339,1.398,-1.7369999999999999
405,403.88,0.7696,-0.349,1.398,-1.7469999999999999
406,405.18,0.7684,-0.363,1.398,-1.761
407,406.48,0.7666,-0.368,1.396,-1.7639999999999998
408,407.78,0.7664,-0.38,1.396,-1.7759999999999998
409,409.1,0.7645,-0.336,1.398,-1.734
410,410.4,0.7636,-0.366,1.396,-1.762
411,411.72,0.7615,-0.344,1.398,-1.742
412,413.04,0.7597,-0.325,1.398,-1.7229999999999999
413,414.34,0.7587,-0.375,1.396,-1.771
414,415.68,0.7565,-0.313,1.398,-1.7109999999999999
415,417.0,0.7548,-0.333,1.396,-1.7289999999999999
416,418.32,0.7523,-0.355,1.396,-1.751
417,419.66,0.7497,-0.325,1.398,-1.7229999999999999
418,421.0,0.7479,-0.308,1.398,-1.706
419,422.34,0.7455,-0.303,1.396,-1.6989999999999998
420,423.68,0.7439,-0.303,1.398,-1.7009999999999998
421,425.04,0.7416,-0.261,1.398,-1.6589999999999998
422,426.38,0.7391,-0.3,1.396,-1.696
423,427.74,0.7376,-0.281,1.396,-1.677
424,429.1,0.7369,-0.27,1.398,-1.668
425,430.46,0.7351,-0.265,1.398,-1.6629999999999998
426,431.82,0.7343,-0.269,1.398,-1.6669999999999998
427,433.18,0.7339,-0.275,1.398,-1.673
428,434.56,0.7325,-0.218,1.396,-1.6139999999999999
429,435.92,0.7321,-0.237,1.396,-1.633
430,437.28,0.7313,-0.261,1.396,-1.657
431,438.66,0.7302,-0.22,1.398,-1.6179999999999999
432,440.02,0.7296,-0.256,1.398,-1.654
433,441.4,0.7287,-0.218,1.398,-1.6159999999999999
434,442.76,0.7274,-0.248,1.398,-1.646
435,444.14,0.7256,-0.223,1.398,-1.621
436,445.54,0.7237,-0.168,1.398,-1.5659999999999998
437,446.92,0.7216,-0.196,1.398,-1.5939999999999999
438,448.3,0.7192,-0.231,1.396,-1.627
439,449.7,0.717,-0.196,1.396,-1.5919999999999999
440,451.1,0.7149,-0.174,1.398,-1.5719999999999998
441,452.5,0.7128,-0.165,1.398,-1.563
442,453.9,0.7105,-0.178,1.396,-1.5739999999999998
443,455.32,0.7088,-0.132,1.398,-1.5299999999999998
444,456.74,0.7074,-0.094,1.398,-1.492
445,458.16,0.7054,-0.082,1.398,-1.48
446,459.58,0.7041,-0.088,1.398,-1.486
447,461.0,0.703,-0.099,1.398,-1.4969999999999999
448,462.42,0.7022,-0.104,1.398,-1.502
449,463.84,0.7007,-0.113,1.398,-1.511
450,465.28,0.6999,-0.061,1.398,-1.4589999999999999
451,466.7,0.6992,-0.093,1.398,-1.4909999999999999
452,468.14,0.6975,-0.063,1.398,-1.4609999999999999
453,469.58,0.6958,-0.044,1.398,-1.442
454,471.02,0.6946,-0.042,1.398,-1.44
455,472.46,0.6933,-0.039,1.398,-1.4369999999999998
456,473.9,0.6913,-0.05,1.398,-1.448
457,475.36,0.6895,-0.013,1.398,-1.4109999999999998
458,476.8,0.6875,-0.052,1.398,-1.45
459,478.26,0.6856,-0.033,1.398,-1.4309999999999998
460,479.74,0.6837,0.031,1.398,-1.367
461,481.2,0.6818,-4.191e-15,1.398,-1.3980000000000041
462,482.68,0.6794,0.03,1.398,-1.3679999999999999
463,484.16,0.6772,0.053,1.398,-1.345
464,485.62,0.675,0.002,1.398,-1.396
465,487.1,0.6734,0.009,1.398,-1.389
466,488.6,0.6707,0.074,1.398,-1.3239999999999998
467,490.1,0.6688,0.113,1.398,-1.285
468,491.6,0.6672,0.112,1.398,-1.2859999999999998
469,493.1,0.6656,0.091,1.398,-1.307
470,494.62,0.6639,0.118,1.398,-1.2799999999999998
471,496.12,0.6618,0.082,1.398,-1.3159999999999998
472,497.64,0.6599,0.119,1.398,-1.279
473,499.16,0.6578,0.137,1.398,-1.261
474,500.68,0.6554,0.146,1.398,-1.252
475,502.2,0.6538,0.135,1.398,-1.263
476,503.74,0.6521,0.17,1.398,-1.228
477,505.28,0.65,0.171,1.398,-1.2269999999999999
478,506.82,0.6489,0.178,1.4,-1.222
479,508.36,0.6469,0.167,1.398,-1.2309999999999999
480,509.92,0.6446,0.206,1.4,-1.194
481,511.48,0.6431,0.226,1.398,-1.172
482,513.04,0.6418,0.232,1.4,-1.168
483,514.6,0.6407,0.234,1.398,-1.164
484,516.16,0.6391,0.242,1.4,-1.158
485,517.72,0.6385,0.236,1.4,-1.164
486,519.3,0.6374,0.275,1.4,-1.125
487,520.86,0.6365,0.236,1.398,-1.162
488,522.44,0.6358,0.251,1.4,-1.149
489,524.02,0.6347,0.27,1.4,-1.13
490,525.58,0.6338,0.221,1.398,-1.1769999999999998
491,527.18,0.6326,0.275,1.4,-1.125
492,528.76,0.6314,0.259,1.4,-1.141
493,530.34,0.6299,0.242,1.398,-1.156
494,531.94,0.6279,0.276,1.4,-1.1239999999999999
495,533.54,0.6257,0.3,1.4,-1.0999999999999999
496,535.14,0.6231,0.309,1.4,-1.091
497,536.74,0.6213,0.313,1.4,-1.087
498,538.36,0.6193,0.333,1.4,-1.067
499,539.98,0.6176,0.331,1.4,-1.069
500,541.6,0.6154,0.325,1.4,-1.075
501,543.24,0.613,0.342,1.4,-1.0579999999999998
502,544.88,0.6103,0.335,1.4,-1.065
503,546.54,0.6079,0.363,1.4,-1.037
504,548.18,0.606,0.331,1.398,-1.067
505,549.84,0.6034,0.349,1.4,-1.051
506,551.5,0.6014,0.364,1.4,-1.036
507,553.16,0.5994,0.382,1.4,-1.0179999999999998
508,554.82,0.5966,0.377,1.4,-1.023
509,556.5,0.5942,0.371,1.4,-1.029
510,558.22,0.5915,0.405,1.4,-0.9949999999999999
511,559.92,0.5888,0.382,1.4,-1.0179999999999998
512,561.64,0.5858,0.405,1.4,-0.9949999999999999
513,563.34,0.5829,0.382,1.4,-1.0179999999999998
514,565.04,0.5804,0.369,1.4,-1.031
515,566.78,0.577,0.416,1.4,-0.984
516,568.52,0.5746,0.418,1.4,-0.982
517,570.28,0.5718,0.419,1.4,-0.9809999999999999
518,572.04,0.5699,0.413,1.4,-0.9869999999999999
519,573.8,0.5676,0.407,1.4,-0.9929999999999999
520,575.58,0.5656,0.43,1.4,-0.97
521,577.34,0.5637,0.416,1.4,-0.984
522,579.12,0.5619,0.426,1.4,-0.974
523,580.9,0.5594,0.426,1.4,-0.974
524,582.7,0.5571,0.438,1.4,-0.962
