,Time,Freq,Angle1,Angle2,Phase
144,124.16,1.111,-0.331,0.542,-0.873
145,125.06,1.1092,-0.33,0.542,-0.8720000000000001
146,125.96,1.1079,-0.331,0.543,-0.8740000000000001
147,126.86,1.1059,-0.335,0.542,-0.877
148,127.76,1.1073,-0.333,0.542,-0.875
149,128.68,1.1057,-0.335,0.543,-0.8780000000000001
150,129.58,1.1041,-0.335,0.543,-0.8780000000000001
151,130.48,1.1044,-0.335,0.542,-0.877
152,131.4,1.1022,-0.331,0.542,-0.873
153,132.3,1.1042,-0.333,0.543,-0.8760000000000001
154,133.2,1.1043,-0.335,0.543,-0.8780000000000001
155,134.12,1.1014,-0.331,0.542,-0.873
156,135.02,1.1014,-0.336,0.543,-0.879
157,135.92,1.1009,-0.339,0.542,-0.881
158,136.84,1.1,-0.335,0.543,-0.8780000000000001
159,137.74,1.0987,-0.339,0.542,-0.881
160,138.66,1.0962,-0.339,0.543,-0.8820000000000001
161,139.58,1.0951,-0.336,0.542,-0.8780000000000001
162,140.48,1.0933,-0.342,0.542,-0.8840000000000001
163,141.4,1.0898,-0.346,0.542,-0.888
164,142.32,1.0898,-0.349,0.542,-0.891
165,143.24,1.0873,-0.352,0.542,-0.894
166,144.18,1.086,-0.339,0.542,-0.881
167,145.08,1.0852,-0.346,0.54,-0.886
168,146.0,1.0839,-0.347,0.542,-0.889
169,146.94,1.0836,-0.342,0.542,-0.8840000000000001
170,147.86,1.0834,-0.341,0.542,-0.883
171,148.78,1.0824,-0.347,0.543,-0.89
172,149.7,1.0811,-0.352,0.543,-0.895
173,150.62,1.0814,-0.347,0.542,-0.889
174,151.56,1.08,-0.344,0.542,-0.886
175,152.48,1.0798,-0.352,0.543,-0.895
176,153.4,1.0799,-0.355,0.542,-0.897
177,154.34,1.0778,-0.347,0.543,-0.89
178,155.26,1.0764,-0.357,0.542,-0.899
179,156.2,1.0748,-0.35,0.543,-0.893
180,157.12,1.073,-0.355,0.542,-0.897
181,158.06,1.0724,-0.353,0.543,-0.896
182,159.0,1.0705,-0.357,0.542,-0.899
183,159.92,1.068,-0.36,0.542,-0.902
184,160.86,1.069,-0.355,0.542,-0.897
185,161.8,1.0685,-0.355,0.542,-0.897
186,162.74,1.0665,-0.352,0.542,-0.894
187,163.68,1.0659,-0.358,0.542,-0.9
188,164.62,1.0635,-0.358,0.542,-0.9
189,165.56,1.0643,-0.355,0.542,-0.897
190,166.5,1.0625,-0.357,0.542,-0.899
191,167.44,1.0606,-0.363,0.542,-0.905
192,168.38,1.0607,-0.364,0.542,-0.906
193,169.32,1.0594,-0.364,0.542,-0.906
194,170.26,1.0605,-0.372,0.54,-0.912
195,171.22,1.0581,-0.366,0.542,-0.908
196,172.16,1.0563,-0.369,0.542,-0.911
197,173.12,1.0569,-0.358,0.542,-0.9
198,174.06,1.0553,-0.366,0.542,-0.908
199,175.0,1.0544,-0.374,0.542,-0.916
200,175.96,1.0533,-0.364,0.542,-0.906
201,176.9,1.0521,-0.372,0.542,-0.914
202,177.86,1.0508,-0.371,0.542,-0.913
203,178.8,1.0487,-0.375,0.54,-0.915
204,179.76,1.0483,-0.374,0.542,-0.916
205,180.72,1.0467,-0.38,0.542,-0.922
206,181.68,1.0465,-0.375,0.542,-0.917
207,182.64,1.0447,-0.366,0.542,-0.908
208,183.58,1.0441,-0.382,0.54,-0.922
209,184.54,1.0415,-0.388,0.54,-0.928
210,185.52,1.0418,-0.375,0.542,-0.917
211,186.48,1.0395,-0.374,0.542,-0.916
212,187.44,1.0394,-0.382,0.543,-0.925
213,188.4,1.0394,-0.38,0.542,-0.922
214,189.36,1.0372,-0.38,0.542,-0.922
215,190.32,1.0369,-0.386,0.542,-0.928
216,191.28,1.0354,-0.39,0.54,-0.93
217,192.26,1.0353,-0.382,0.542,-0.924
218,193.22,1.0336,-0.388,0.542,-0.93
219,194.2,1.0329,-0.385,0.542,-0.927
220,195.16,1.0315,-0.39,0.542,-0.932
221,196.14,1.0319,-0.38,0.54,-0.92
222,197.1,1.0321,-0.391,0.542,-0.933
223,198.08,1.0291,-0.388,0.542,-0.93
224,199.04,1.0281,-0.391,0.542,-0.933
225,200.02,1.0283,-0.39,0.542,-0.932
226,201.0,1.0265,-0.383,0.54,-0.923
227,201.96,1.0261,-0.393,0.542,-0.935
228,202.94,1.0243,-0.391,0.542,-0.933
229,203.92,1.0236,-0.39,0.542,-0.932
230,204.9,1.0212,-0.394,0.542,-0.936
231,205.88,1.0188,-0.399,0.542,-0.9410000000000001
232,206.86,1.0182,-0.402,0.54,-0.9420000000000001
233,207.84,1.0157,-0.407,0.54,-0.9470000000000001
234,208.84,1.0164,-0.396,0.542,-0.9380000000000001
235,209.82,1.0154,-0.402,0.542,-0.9440000000000001
236,210.8,1.0148,-0.407,0.54,-0.9470000000000001
237,211.8,1.014,-0.397,0.542,-0.9390000000000001
238,212.78,1.0133,-0.402,0.542,-0.9440000000000001
239,213.76,1.0121,-0.405,0.54,-0.9450000000000001
240,214.76,1.0106,-0.401,0.542,-0.9430000000000001
241,215.74,1.0098,-0.41,0.54,-0.95
242,216.74,1.0073,-0.404,0.542,-0.9460000000000001
243,217.72,1.0065,-0.413,0.54,-0.9530000000000001
244,218.72,1.0039,-0.412,0.542,-0.954
245,219.72,1.0015,-0.41,0.542,-0.952
246,220.72,0.9991,-0.421,0.542,-0.9630000000000001
247,221.74,0.9966,-0.423,0.542,-0.9650000000000001
248,222.74,0.9939,-0.424,0.542,-0.966
249,223.74,0.9929,-0.424,0.54,-0.964
250,224.76,0.9911,-0.416,0.542,-0.958
251,225.76,0.989,-0.429,0.54,-0.9690000000000001
252,226.78,0.9887,-0.421,0.54,-0.9610000000000001
253,227.78,0.9868,-0.437,0.54,-0.9770000000000001
254,228.8,0.9861,-0.434,0.542,-0.976
255,229.82,0.9858,-0.426,0.542,-0.968
256,230.84,0.9848,-0.421,0.54,-0.9610000000000001
257,231.84,0.9853,-0.432,0.54,-0.972
258,232.86,0.9843,-0.43,0.54,-0.97
259,233.88,0.9838,-0.435,0.542,-0.9770000000000001
260,234.9,0.983,-0.432,0.542,-0.974
261,235.92,0.9816,-0.43,0.542,-0.972
262,236.94,0.9813,-0.429,0.542,-0.9710000000000001
263,237.96,0.9798,-0.427,0.54,-0.9670000000000001
264,238.98,0.9775,-0.441,0.542,-0.9830000000000001
265,240.0,0.9764,-0.445,0.542,-0.9870000000000001
266,241.02,0.973,-0.448,0.54,-0.988
267,242.06,0.9722,-0.441,0.542,-0.9830000000000001
268,243.08,0.9697,-0.457,0.54,-0.9970000000000001
269,244.12,0.9671,-0.454,0.54,-0.994
270,245.16,0.9656,-0.449,0.54,-0.9890000000000001
271,246.2,0.9657,-0.446,0.542,-0.988
272,247.24,0.963,-0.448,0.54,-0.988
273,248.28,0.9617,-0.448,0.54,-0.988
274,249.32,0.9608,-0.452,0.54,-0.992
275,250.36,0.9609,-0.459,0.54,-0.9990000000000001
276,251.4,0.9597,-0.46,0.542,-1.002
277,252.44,0.9581,-0.462,0.542,-1.004
278,253.48,0.9582,-0.463,0.542,-1.0050000000000001
279,254.52,0.9579,-0.463,0.54,-1.0030000000000001
280,255.58,0.9571,-0.454,0.54,-0.994
281,256.62,0.9555,-0.457,0.54,-0.9970000000000001
282,257.66,0.9548,-0.474,0.54,-1.014
283,258.72,0.9517,-0.474,0.542,-1.016
284,259.78,0.9508,-0.474,0.542,-1.016
285,260.82,0.9489,-0.487,0.54,-1.0270000000000001
286,261.88,0.9476,-0.478,0.54,-1.018
287,262.94,0.9474,-0.471,0.542,-1.013
288,264.0,0.9459,-0.473,0.54,-1.013
289,265.04,0.9456,-0.484,0.54,-1.024
290,266.1,0.9441,-0.484,0.54,-1.024
291,267.18,0.9429,-0.474,0.54,-1.014
292,268.24,0.9419,-0.474,0.54,-1.014
293,269.3,0.9409,-0.474,0.54,-1.014
294,270.36,0.9395,-0.481,0.542,-1.0230000000000001
295,271.42,0.9395,-0.485,0.542,-1.0270000000000001
296,272.48,0.9383,-0.496,0.54,-1.036
297,273.56,0.9359,-0.482,0.54,-1.022
298,274.62,0.9357,-0.495,0.54,-1.0350000000000001
299,275.7,0.935,-0.498,0.54,-1.038
300,276.78,0.934,-0.492,0.54,-1.032
301,277.84,0.9327,-0.504,0.54,-1.044
302,278.92,0.9319,-0.495,0.54,-1.0350000000000001
303,279.98,0.9315,-0.5,0.54,-1.04
304,281.06,0.9295,-0.492,0.54,-1.032
305,282.14,0.9279,-0.492,0.54,-1.032
306,283.22,0.927,-0.49,0.54,-1.03
307,284.3,0.9267,-0.5,0.54,-1.04
308,285.38,0.9258,-0.514,0.54,-1.054
309,286.46,0.9244,-0.526,0.54,-1.066
310,287.54,0.9218,-0.526,0.539,-1.065
311,288.64,0.9192,-0.511,0.54,-1.0510000000000002
312,289.72,0.918,-0.528,0.54,-1.068
313,290.82,0.9164,-0.522,0.54,-1.062
314,291.9,0.9145,-0.534,0.54,-1.074
315,293.0,0.9134,-0.534,0.54,-1.074
316,294.1,0.9112,-0.539,0.54,-1.0790000000000002
317,295.2,0.9097,-0.537,0.54,-1.077
318,296.3,0.908,-0.54,0.54,-1.08
319,297.4,0.9069,-0.548,0.54,-1.088
320,298.52,0.9057,-0.526,0.54,-1.066
321,299.62,0.9038,-0.526,0.54,-1.066
322,300.72,0.903,-0.534,0.54,-1.074
323,301.82,0.9012,-0.542,0.54,-1.082
324,302.94,0.8996,-0.54,0.54,-1.08
325,304.06,0.8986,-0.55,0.54,-1.09
326,305.18,0.8975,-0.551,0.54,-1.0910000000000002
327,306.28,0.8956,-0.569,0.54,-1.109
328,307.4,0.8949,-0.565,0.54,-1.105
329,308.52,0.893,-0.57,0.54,-1.1099999999999999
330,309.64,0.8918,-0.575,0.539,-1.1139999999999999
331,310.78,0.8906,-0.553,0.54,-1.093
332,311.9,0.8887,-0.564,0.54,-1.104
333,313.02,0.888,-0.573,0.54,-1.113
334,314.14,0.8861,-0.578,0.54,-1.1179999999999999
335,315.28,0.886,-0.559,0.54,-1.0990000000000002
336,316.4,0.8859,-0.578,0.54,-1.1179999999999999
337,317.54,0.8843,-0.584,0.54,-1.124
338,318.68,0.8823,-0.581,0.54,-1.121
339,319.8,0.8806,-0.597,0.539,-1.1360000000000001
340,320.94,0.8804,-0.578,0.54,-1.1179999999999999
341,322.08,0.8796,-0.565,0.54,-1.105
342,323.22,0.8783,-0.572,0.54,-1.112
343,324.36,0.8765,-0.594,0.54,-1.134
344,325.5,0.8753,-0.606,0.54,-1.146
345,326.64,0.8733,-0.614,0.539,-1.153
346,327.8,0.8717,-0.587,0.54,-1.127
347,328.94,0.8702,-0.605,0.54,-1.145
348,330.1,0.8676,-0.606,0.54,-1.146
349,331.26,0.865,-0.606,0.539,-1.145
350,332.4,0.8637,-0.627,0.539,-1.166
351,333.56,0.8615,-0.614,0.539,-1.153
352,334.72,0.8599,-0.624,0.539,-1.163
353,335.9,0.8599,-0.613,0.54,-1.153
354,337.06,0.8579,-0.636,0.539,-1.175
355,338.24,0.8571,-0.622,0.539,-1.161
356,339.4,0.8566,-0.633,0.54,-1.173
357,340.58,0.8562,-0.613,0.539,-1.1520000000000001
358,341.74,0.8556,-0.633,0.54,-1.173
359,342.9,0.8547,-0.641,0.539,-1.1800000000000002
360,344.08,0.8532,-0.616,0.54,-1.1560000000000001
361,345.24,0.8524,-0.635,0.539,-1.174
362,346.42,0.8498,-0.642,0.539,-1.181
363,347.6,0.8483,-0.647,0.54,-1.187
364,348.78,0.8478,-0.642,0.54,-1.182
365,349.96,0.8448,-0.66,0.539,-1.199
366,351.16,0.8424,-0.653,0.54,-1.193
367,352.34,0.8398,-0.685,0.539,-1.2240000000000002
368,353.54,0.8383,-0.675,0.539,-1.214
369,354.74,0.836,-0.666,0.539,-1.205
370,355.94,0.8343,-0.657,0.539,-1.1960000000000002
371,357.14,0.833,-0.653,0.539,-1.1920000000000002
372,358.34,0.8321,-0.655,0.539,-1.194
373,359.54,0.8308,-0.664,0.539,-1.203
374,360.74,0.8299,-0.679,0.539,-1.218
375,361.94,0.8289,-0.701,0.539,-1.24
376,363.16,0.8275,-0.688,0.539,-1.2269999999999999
377,364.38,0.8252,-0.672,0.539,-1.211
378,365.58,0.8241,-0.704,0.539,-1.2429999999999999
379,366.8,0.8227,-0.69,0.539,-1.229
380,368.02,0.8203,-0.685,0.539,-1.2240000000000002
381,369.24,0.8198,-0.691,0.539,-1.23
382,370.46,0.8175,-0.712,0.539,-1.251
383,371.68,0.8166,-0.732,0.539,-1.271
384,372.92,0.8149,-0.699,0.539,-1.238
385,374.14,0.8141,-0.721,0.539,-1.26
386,375.38,0.8124,-0.702,0.539,-1.241
387,376.62,0.8111,-0.686,0.539,-1.225
388,377.84,0.8099,-0.727,0.539,-1.266
389,379.08,0.8085,-0.715,0.539,-1.254
390,380.3,0.8068,-0.749,0.539,-1.288
391,381.56,0.8054,-0.691,0.539,-1.23
392,382.8,0.8053,-0.715,0.539,-1.254
393,384.04,0.8035,-0.74,0.539,-1.279
394,385.3,0.8025,-0.712,0.539,-1.251
395,386.54,0.8013,-0.745,0.539,-1.284
396,387.8,0.8009,-0.718,0.539,-1.2570000000000001
397,389.04,0.7997,-0.743,0.539,-1.282
398,390.3,0.7989,-0.712,0.539,-1.251
399,391.54,0.7979,-0.754,0.539,-1.2930000000000001
400,392.8,0.7962,-0.752,0.539,-1.291
401,394.06,0.7951,-0.754,0.539,-1.2930000000000001
402,395.32,0.7943,-0.754,0.539,-1.2930000000000001
403,396.58,0.7918,-0.752,0.539,-1.291
404,397.84,0.7906,-0.763,0.539,-1.302
405,399.12,0.7877,-0.726,0.539,-1.2650000000000001
406,400.38,0.7856,-0.771,0.539,-1.31
407,401.66,0.7835,-0.759,0.539,-1.298
408,402.94,0.7804,-0.767,0.537,-1.304
409,404.24,0.7789,-0.718,0.539,-1.2570000000000001
410,405.52,0.776,-0.76,0.539,-1.299
411,406.82,0.7744,-0.734,0.539,-1.2730000000000001
412,408.1,0.7723,-0.785,0.539,-1.324
413,409.4,0.7713,-0.77,0.539,-1.3090000000000002
414,410.7,0.7695,-0.765,0.539,-1.304
415,412.0,0.7685,-0.767,0.539,-1.306
416,413.3,0.7671,-0.767,0.539,-1.306
417,414.62,0.7663,-0.704,0.539,-1.2429999999999999
418,415.92,0.7657,-0.74,0.539,-1.279
419,417.22,0.7654,-0.778,0.537,-1.315
420,418.54,0.7649,-0.729,0.539,-1.268
421,419.84,0.7634,-0.763,0.539,-1.302
422,421.16,0.762,-0.727,0.539,-1.266
423,422.46,0.7611,-0.771,0.539,-1.31
424,423.78,0.7608,-0.735,0.539,-1.274
425,425.1,0.759,-0.707,0.539,-1.246
426,426.42,0.7582,-0.69,0.539,-1.229
427,427.74,0.7566,-0.694,0.539,-1.233
428,429.06,0.7554,-0.713,0.539,-1.252
429,430.38,0.754,-0.741,0.539,-1.28
430,431.72,0.7525,-0.704,0.539,-1.2429999999999999
431,433.06,0.7502,-0.677,0.539,-1.2160000000000002
432,434.4,0.7492,-0.652,0.539,-1.191
433,435.72,0.7478,-0.73,0.537,-1.267
434,437.06,0.7462,-0.713,0.539,-1.252
435,438.4,0.7454,-0.715,0.537,-1.252
436,439.76,0.7438,-0.633,0.539,-1.1720000000000002
437,441.1,0.7428,-0.653,0.539,-1.1920000000000002
438,442.44,0.7407,-0.688,0.539,-1.2269999999999999
439,443.8,0.7391,-0.653,0.539,-1.1920000000000002
440,445.16,0.7371,-0.627,0.539,-1.166
441,446.52,0.7354,-0.606,0.539,-1.145
442,447.88,0.7335,-0.605,0.539,-1.1440000000000001
443,449.24,0.732,-0.622,0.539,-1.161
444,450.6,0.7304,-0.65,0.539,-1.189
445,451.98,0.7296,-0.578,0.539,-1.117
446,453.36,0.7289,-0.526,0.539,-1.065
447,454.74,0.7284,-0.501,0.54,-1.041
448,456.12,0.7263,-0.5,0.539,-1.0390000000000001
449,457.5,0.7244,-0.5,0.539,-1.0390000000000001
450,458.88,0.7231,-0.495,0.539,-1.034
451,460.26,0.7223,-0.49,0.539,-1.029
452,461.64,0.7203,-0.511,0.539,-1.05
453,463.02,0.7183,-0.545,0.539,-1.084
454,464.42,0.7155,-0.468,0.539,-1.0070000000000001
455,465.82,0.7129,-0.408,0.539,-0.9470000000000001
456,467.24,0.7109,-0.302,0.539,-0.841
457,468.66,0.7089,-0.258,0.54,-0.798
458,470.08,0.7068,-0.256,0.54,-0.796
459,471.5,0.7041,-0.254,0.54,-0.794
460,472.92,0.7017,-0.247,0.54,-0.787
461,474.34,0.6988,-0.264,0.539,-0.803
462,475.78,0.6965,-0.209,0.539,-0.748
463,477.24,0.694,-0.063,0.54,-0.603
464,478.68,0.6908,-0.069,0.54,-0.609
465,480.12,0.6879,-0.094,0.54,-0.634
466,481.58,0.685,0.002,0.54,-0.538
467,483.02,0.6819,-0.047,0.54,-0.5870000000000001
468,484.5,0.678,0.08,0.54,-0.46
469,486.0,0.6749,0.225,0.542,-0.31700000000000006
470,487.5,0.6719,0.305,0.542,-0.23700000000000004
471,489.0,0.6696,0.357,0.542,-0.18500000000000005
472,490.5,0.6674,0.385,0.542,-0.15700000000000003
473,492.0,0.6661,0.379,0.542,-0.16300000000000003
474,493.5,0.6644,0.341,0.542,-0.201
475,495.02,0.6633,0.413,0.542,-0.12900000000000006
476,496.52,0.661,0.385,0.542,-0.15700000000000003
477,498.02,0.6599,0.357,0.542,-0.18500000000000005
478,499.54,0.6593,0.423,0.542,-0.11900000000000005
479,501.06,0.6581,0.468,0.542,-0.07400000000000001
480,502.58,0.6573,0.479,0.542,-0.06300000000000006
481,504.1,0.6565,0.449,0.542,-0.09300000000000003
482,505.64,0.6538,0.498,0.542,-0.04400000000000004
483,507.18,0.6516,0.506,0.542,-0.03600000000000003
484,508.72,0.6502,0.507,0.542,-0.03500000000000003
485,510.26,0.6481,0.511,0.542,-0.031000000000000028
486,511.82,0.6458,0.595,0.543,0.051999999999999935
487,513.36,0.6438,0.573,0.543,0.029999999999999916
488,514.92,0.642,0.624,0.543,0.08099999999999996
489,516.46,0.6402,0.567,0.543,0.02399999999999991
490,518.04,0.6387,0.672,0.543,0.129
491,519.6,0.6373,0.628,0.543,0.08499999999999996
492,521.18,0.6351,0.639,0.543,0.09599999999999997
493,522.78,0.6332,0.71,0.543,0.16699999999999993
494,524.36,0.6315,0.685,0.543,0.14200000000000002
495,525.94,0.6296,0.644,0.543,0.10099999999999998
496,527.54,0.6278,0.674,0.543,0.131
497,529.14,0.6267,0.701,0.543,0.15799999999999992
498,530.72,0.6251,0.661,0.543,0.118
499,532.32,0.6234,0.666,0.543,0.123
500,533.94,0.6211,0.701,0.543,0.15799999999999992
501,535.56,0.6199,0.721,0.543,0.17799999999999994
502,537.18,0.6175,0.73,0.543,0.18699999999999994
503,538.8,0.6153,0.715,0.543,0.17199999999999993
504,540.44,0.6124,0.741,0.543,0.19799999999999995
505,542.06,0.6104,0.685,0.543,0.14200000000000002
506,543.7,0.6075,0.675,0.543,0.132
507,545.36,0.6051,0.701,0.543,0.15799999999999992
508,547.02,0.6035,0.685,0.543,0.14200000000000002
509,548.7,0.6012,0.713,0.543,0.16999999999999993
510,550.38,0.599,0.719,0.543,0.17599999999999993
511,552.04,0.5973,0.683,0.543,0.14
512,553.72,0.5955,0.688,0.543,0.1449999999999999
513,555.4,0.5931,0.686,0.543,0.14300000000000002
514,557.1,0.5909,0.719,0.543,0.17599999999999993
515,558.78,0.5887,0.693,0.543,0.1499999999999999
516,560.48,0.5868,0.679,0.543,0.136
517,562.2,0.5846,0.688,0.543,0.1449999999999999
518,563.92,0.5826,0.69,0.543,0.1469999999999999
