,Time,Freq,Angle1,Angle2,Phase
534,580.7,0.5886,0.883,1.294,-0.41100000000000003
535,582.4,0.5865,0.869,1.294,-0.42500000000000004
536,584.1,0.5843,0.85,1.294,-0.44400000000000006
537,585.82,0.5832,0.847,1.294,-0.44700000000000006
538,587.54,0.5809,0.85,1.294,-0.44400000000000006
539,589.26,0.5796,0.844,1.294,-0.45000000000000007
540,591.0,0.5779,0.837,1.294,-0.4570000000000001
541,592.72,0.5771,0.806,1.294,-0.488
542,594.46,0.5749,0.807,1.293,-0.4859999999999999
543,596.22,0.5734,0.789,1.294,-0.505
544,597.98,0.5711,0.784,1.294,-0.51
545,599.72,0.569,0.757,1.294,-0.537
546,601.48,0.5671,0.779,1.294,-0.515
547,603.26,0.5652,0.774,1.294,-0.52
548,605.02,0.5633,0.751,1.294,-0.543
549,606.8,0.5613,0.76,1.294,-0.534
550,608.6,0.5593,0.732,1.294,-0.562
551,610.38,0.558,0.73,1.294,-0.5640000000000001
552,612.2,0.5563,0.682,1.294,-0.612
553,614.0,0.5544,0.671,1.294,-0.623
554,615.82,0.552,0.69,1.294,-0.6040000000000001
555,617.62,0.5501,0.653,1.293,-0.6399999999999999
556,619.46,0.5475,0.657,1.294,-0.637
557,621.28,0.5448,0.638,1.293,-0.6549999999999999
558,623.12,0.5425,0.63,1.293,-0.6629999999999999
559,624.98,0.5406,0.63,1.293,-0.6629999999999999
560,626.82,0.5382,0.616,1.293,-0.6769999999999999
561,628.68,0.536,0.614,1.293,-0.6789999999999999
562,630.56,0.5339,0.602,1.293,-0.691
563,632.46,0.5313,0.548,1.293,-0.7449999999999999
564,634.38,0.529,0.561,1.293,-0.7319999999999999
565,636.26,0.5273,0.594,1.293,-0.699
566,638.16,0.5249,0.573,1.293,-0.72
567,640.06,0.5233,0.559,1.293,-0.7339999999999999
568,641.98,0.5213,0.572,1.293,-0.721
569,643.9,0.5196,0.548,1.293,-0.7449999999999999
570,645.82,0.5175,0.545,1.293,-0.7479999999999999
571,647.76,0.5162,0.54,1.293,-0.7529999999999999
572,649.72,0.5139,0.533,1.293,-0.7599999999999999
573,651.68,0.5119,0.528,1.293,-0.7649999999999999
574,653.64,0.5102,0.528,1.293,-0.7649999999999999
575,655.6,0.5077,0.517,1.293,-0.7759999999999999
576,657.58,0.505,0.504,1.293,-0.7889999999999999
577,659.58,0.5022,0.509,1.293,-0.7839999999999999
578,661.58,0.4999,0.496,1.293,-0.7969999999999999
579,663.58,0.4981,0.492,1.293,-0.8009999999999999
580,665.6,0.4956,0.481,1.293,-0.8119999999999999
581,667.62,0.4933,0.478,1.293,-0.815
582,669.66,0.4908,0.473,1.293,-0.82
583,671.72,0.4883,0.471,1.293,-0.822
584,673.78,0.4853,0.457,1.293,-0.8359999999999999
585,675.84,0.4823,0.46,1.293,-0.833
586,677.94,0.4791,0.445,1.293,-0.8479999999999999
587,680.04,0.4762,0.451,1.293,-0.8419999999999999
588,682.14,0.4732,0.432,1.293,-0.861
589,684.26,0.4705,0.43,1.293,-0.863
590,686.4,0.4673,0.416,1.293,-0.877
591,688.56,0.4647,0.412,1.293,-0.881
592,690.72,0.4625,0.399,1.293,-0.8939999999999999
593,692.9,0.4601,0.394,1.293,-0.8989999999999999
594,695.1,0.4578,0.39,1.293,-0.9029999999999999
595,697.3,0.4556,0.396,1.293,-0.8969999999999999
596,699.5,0.4534,0.388,1.293,-0.9049999999999999
597,701.7,0.4513,0.385,1.293,-0.9079999999999999
598,703.94,0.4493,0.379,1.293,-0.9139999999999999
599,706.16,0.4474,0.372,1.293,-0.9209999999999999
600,708.4,0.4449,0.371,1.293,-0.9219999999999999
601,710.66,0.4424,0.363,1.293,-0.9299999999999999
602,712.94,0.4398,0.363,1.293,-0.9299999999999999
603,715.22,0.437,0.352,1.293,-0.941
604,717.54,0.4341,0.352,1.293,-0.941
605,719.86,0.4311,0.346,1.293,-0.947
606,722.18,0.4281,0.344,1.293,-0.949
607,724.54,0.4249,0.335,1.293,-0.958
608,726.9,0.4223,0.327,1.293,-0.966
609,729.3,0.4199,0.322,1.293,-0.9709999999999999
610,731.7,0.4176,0.327,1.293,-0.966
611,734.12,0.4152,0.319,1.293,-0.974
612,736.56,0.412,0.311,1.293,-0.982
613,738.98,0.4093,0.314,1.293,-0.9789999999999999
614,741.42,0.4066,0.305,1.293,-0.988
615,743.9,0.4033,0.305,1.293,-0.988
616,746.4,0.4002,0.297,1.293,-0.996
617,748.92,0.397,0.294,1.293,-0.9989999999999999
618,751.44,0.3936,0.291,1.293,-1.002
619,754.0,0.3901,0.286,1.293,-1.007
620,756.6,0.3868,0.273,1.293,-1.02
621,759.24,0.3833,0.275,1.293,-1.0179999999999998
622,761.88,0.3801,0.272,1.291,-1.019
623,764.54,0.3768,0.276,1.291,-1.015
624,767.2,0.3739,0.278,1.291,-1.013
625,769.86,0.3712,0.273,1.291,-1.0179999999999998
626,772.58,0.3687,0.278,1.291,-1.013
627,775.34,0.3667,0.295,1.293,-0.998
628,778.06,0.3643,0.294,1.291,-0.9969999999999999
629,780.84,0.3618,0.311,1.293,-0.982
630,783.62,0.3594,0.319,1.293,-0.974
631,786.42,0.3569,0.328,1.293,-0.9649999999999999
632,789.22,0.3544,0.325,1.293,-0.968
633,792.08,0.3512,0.335,1.293,-0.958
634,794.96,0.3478,0.338,1.293,-0.9549999999999998
635,797.86,0.3444,0.336,1.293,-0.9569999999999999
636,800.78,0.3413,0.333,1.293,-0.96
637,803.74,0.3378,0.331,1.293,-0.962
638,806.74,0.3344,0.331,1.293,-0.962
639,809.76,0.3308,0.325,1.293,-0.968
640,812.84,0.3268,0.32,1.293,-0.9729999999999999
641,815.92,0.3229,0.314,1.293,-0.9789999999999999
642,819.06,0.3194,0.313,1.293,-0.98
643,822.24,0.3151,0.309,1.293,-0.984
644,825.44,0.3112,0.303,1.293,-0.99
645,828.7,0.3072,0.3,1.293,-0.9929999999999999
646,831.98,0.3033,0.298,1.293,-0.9949999999999999
647,835.32,0.299,0.294,1.293,-0.9989999999999999
648,838.72,0.2949,0.289,1.293,-1.004
649,842.16,0.2908,0.287,1.293,-1.006
650,845.64,0.2867,0.283,1.293,-1.01
651,849.2,0.2825,0.278,1.293,-1.015
652,852.8,0.2782,0.275,1.293,-1.0179999999999998
653,856.46,0.2738,0.272,1.293,-1.021
654,860.18,0.2692,0.269,1.293,-1.024
655,863.94,0.2649,0.265,1.293,-1.028
656,867.74,0.2602,0.258,1.293,-1.035
657,871.66,0.2558,0.25,1.293,-1.043
658,875.64,0.2515,0.24,1.293,-1.053
659,879.7,0.247,0.237,1.293,-1.056
660,883.82,0.2424,0.232,1.293,-1.061
661,888.06,0.2374,0.229,1.293,-1.0639999999999998
662,892.38,0.2324,0.229,1.293,-1.0639999999999998
663,896.8,0.2271,0.231,1.293,-1.0619999999999998
664,901.3,0.2217,0.231,1.293,-1.0619999999999998
665,905.9,0.2161,0.231,1.293,-1.0619999999999998
666,910.62,0.2103,0.231,1.293,-1.0619999999999998
667,915.46,0.2044,0.229,1.291,-1.0619999999999998
668,920.5,0.1983,0.229,1.293,-1.0639999999999998
669,925.7,0.192,0.226,1.291,-1.065
670,931.16,0.1856,0.226,1.291,-1.065
671,936.78,0.179,0.226,1.291,-1.065
672,942.62,0.1723,0.228,1.291,-1.063
673,948.62,0.1655,0.226,1.291,-1.065
674,954.88,0.1586,0.221,1.291,-1.0699999999999998
675,961.54,0.1516,0.217,1.293,-1.0759999999999998
676,968.42,0.1446,0.212,1.291,-1.079
