,Time,Freq,Angle1,Angle2,Phase
80,68.38,1.1821,-0.342,1.288,-1.6300000000000001
81,69.24,1.1807,-0.341,1.291,-1.632
82,70.08,1.1797,-0.341,1.29,-1.631
83,70.94,1.1789,-0.339,1.29,-1.629
84,71.78,1.1783,-0.342,1.29,-1.6320000000000001
85,72.62,1.1778,-0.344,1.29,-1.634
86,73.48,1.1771,-0.342,1.291,-1.633
87,74.32,1.1764,-0.344,1.29,-1.634
88,75.18,1.1755,-0.346,1.291,-1.637
89,76.04,1.1743,-0.342,1.29,-1.6320000000000001
90,76.88,1.1727,-0.347,1.29,-1.637
91,77.74,1.1705,-0.347,1.29,-1.637
92,78.6,1.1695,-0.346,1.291,-1.637
93,79.44,1.1693,-0.349,1.288,-1.637
94,80.3,1.1683,-0.349,1.29,-1.639
95,81.16,1.1664,-0.349,1.29,-1.639
96,82.02,1.1652,-0.347,1.291,-1.638
97,82.88,1.1644,-0.35,1.291,-1.641
98,83.74,1.1642,-0.349,1.291,-1.64
99,84.6,1.1642,-0.35,1.291,-1.641
100,85.46,1.1618,-0.349,1.291,-1.64
101,86.32,1.1628,-0.35,1.291,-1.641
102,87.18,1.16,-0.355,1.291,-1.646
103,88.04,1.1593,-0.352,1.291,-1.6429999999999998
104,88.9,1.1607,-0.353,1.29,-1.643
105,89.76,1.1581,-0.355,1.29,-1.645
106,90.64,1.1573,-0.353,1.29,-1.643
107,91.5,1.1573,-0.353,1.291,-1.644
108,92.36,1.1552,-0.355,1.29,-1.645
109,93.22,1.1541,-0.358,1.29,-1.6480000000000001
110,94.1,1.1531,-0.357,1.291,-1.648
111,94.96,1.153,-0.358,1.29,-1.6480000000000001
112,95.84,1.1507,-0.357,1.291,-1.648
113,96.7,1.1488,-0.36,1.29,-1.65
114,97.58,1.1473,-0.357,1.291,-1.648
115,98.44,1.1461,-0.363,1.29,-1.653
116,99.32,1.1451,-0.361,1.291,-1.652
117,100.2,1.1432,-0.357,1.29,-1.647
118,101.06,1.1433,-0.364,1.29,-1.654
119,101.94,1.1428,-0.361,1.291,-1.652
120,102.82,1.1415,-0.363,1.291,-1.654
121,103.7,1.1412,-0.364,1.29,-1.654
122,104.58,1.1416,-0.364,1.29,-1.654
123,105.46,1.141,-0.364,1.29,-1.654
124,106.34,1.1384,-0.363,1.29,-1.653
125,107.2,1.1394,-0.364,1.288,-1.6520000000000001
126,108.08,1.1371,-0.371,1.29,-1.661
127,108.96,1.1381,-0.369,1.29,-1.659
128,109.84,1.1356,-0.368,1.29,-1.658
129,110.72,1.1354,-0.371,1.29,-1.661
130,111.6,1.1344,-0.371,1.288,-1.659
131,112.5,1.1329,-0.364,1.29,-1.654
132,113.38,1.1323,-0.371,1.291,-1.662
133,114.26,1.1298,-0.371,1.291,-1.662
134,115.14,1.1296,-0.372,1.29,-1.662
135,116.04,1.1275,-0.372,1.29,-1.662
136,116.92,1.126,-0.371,1.291,-1.662
137,117.8,1.1251,-0.377,1.29,-1.667
138,118.7,1.1249,-0.374,1.291,-1.665
139,119.58,1.1252,-0.374,1.29,-1.6640000000000001
140,120.48,1.1234,-0.377,1.291,-1.668
141,121.36,1.1225,-0.379,1.29,-1.669
142,122.26,1.1216,-0.375,1.291,-1.666
143,123.16,1.1196,-0.377,1.29,-1.667
144,124.04,1.1192,-0.38,1.29,-1.67
145,124.94,1.1179,-0.377,1.291,-1.668
146,125.84,1.1174,-0.375,1.29,-1.665
147,126.74,1.1175,-0.38,1.29,-1.67
148,127.62,1.1167,-0.382,1.29,-1.6720000000000002
149,128.52,1.114,-0.382,1.29,-1.6720000000000002
150,129.42,1.1139,-0.386,1.29,-1.6760000000000002
151,130.32,1.1138,-0.382,1.291,-1.673
152,131.22,1.1113,-0.383,1.291,-1.674
153,132.12,1.1118,-0.385,1.291,-1.676
154,133.02,1.1089,-0.385,1.291,-1.676
155,133.92,1.1081,-0.388,1.291,-1.6789999999999998
156,134.82,1.1058,-0.39,1.29,-1.6800000000000002
157,135.74,1.106,-0.386,1.29,-1.6760000000000002
158,136.64,1.1048,-0.388,1.291,-1.6789999999999998
159,137.54,1.1021,-0.39,1.29,-1.6800000000000002
160,138.46,1.1011,-0.39,1.29,-1.6800000000000002
161,139.36,1.1006,-0.393,1.291,-1.684
162,140.26,1.1007,-0.396,1.288,-1.6840000000000002
163,141.18,1.0988,-0.394,1.291,-1.685
164,142.1,1.098,-0.391,1.29,-1.681
165,143.0,1.0972,-0.393,1.291,-1.684
166,143.92,1.0955,-0.394,1.29,-1.6840000000000002
167,144.82,1.0957,-0.399,1.29,-1.689
168,145.74,1.0954,-0.396,1.291,-1.6869999999999998
169,146.66,1.0946,-0.396,1.291,-1.6869999999999998
170,147.58,1.0923,-0.397,1.29,-1.687
171,148.48,1.0913,-0.399,1.29,-1.689
172,149.4,1.0907,-0.401,1.291,-1.692
173,150.32,1.0895,-0.404,1.291,-1.6949999999999998
174,151.24,1.089,-0.401,1.291,-1.692
175,152.16,1.0885,-0.402,1.291,-1.693
176,153.08,1.087,-0.405,1.291,-1.696
177,154.0,1.0849,-0.407,1.291,-1.698
178,154.92,1.0842,-0.405,1.291,-1.696
179,155.84,1.0841,-0.408,1.29,-1.698
180,156.78,1.0823,-0.405,1.29,-1.695
181,157.7,1.0818,-0.407,1.291,-1.698
182,158.62,1.0793,-0.41,1.291,-1.7009999999999998
183,159.54,1.0779,-0.413,1.29,-1.703
184,160.48,1.0767,-0.408,1.29,-1.698
185,161.4,1.0759,-0.415,1.291,-1.706
186,162.34,1.0731,-0.415,1.291,-1.706
187,163.28,1.0713,-0.419,1.29,-1.709
188,164.2,1.0688,-0.418,1.29,-1.708
189,165.14,1.0683,-0.416,1.29,-1.706
190,166.08,1.0676,-0.421,1.291,-1.712
191,167.02,1.0658,-0.416,1.291,-1.7069999999999999
192,167.96,1.0656,-0.416,1.29,-1.706
193,168.9,1.064,-0.415,1.29,-1.705
194,169.84,1.0628,-0.418,1.29,-1.708
195,170.78,1.0647,-0.423,1.29,-1.713
196,171.72,1.0639,-0.418,1.29,-1.708
197,172.66,1.0631,-0.416,1.29,-1.706
198,173.6,1.0618,-0.423,1.29,-1.713
199,174.54,1.0621,-0.424,1.29,-1.714
200,175.48,1.0605,-0.424,1.291,-1.7149999999999999
201,176.42,1.0599,-0.432,1.29,-1.722
202,177.38,1.0596,-0.43,1.29,-1.72
203,178.32,1.0571,-0.427,1.291,-1.718
204,179.26,1.0555,-0.434,1.29,-1.724
205,180.22,1.0537,-0.437,1.291,-1.728
206,181.16,1.0518,-0.435,1.29,-1.725
207,182.12,1.05,-0.43,1.291,-1.7209999999999999
208,183.08,1.0475,-0.432,1.29,-1.722
209,184.02,1.0469,-0.44,1.29,-1.73
210,184.98,1.0461,-0.437,1.291,-1.728
211,185.94,1.0443,-0.441,1.291,-1.732
212,186.9,1.0443,-0.437,1.29,-1.727
213,187.86,1.043,-0.438,1.29,-1.728
214,188.82,1.0431,-0.44,1.29,-1.73
215,189.78,1.0416,-0.441,1.29,-1.731
216,190.74,1.0403,-0.443,1.29,-1.733
217,191.7,1.0409,-0.445,1.29,-1.735
218,192.66,1.0413,-0.446,1.291,-1.7369999999999999
219,193.62,1.0393,-0.446,1.291,-1.7369999999999999
220,194.58,1.0389,-0.448,1.29,-1.738
221,195.54,1.0371,-0.452,1.29,-1.742
222,196.52,1.0364,-0.448,1.29,-1.738
223,197.48,1.0361,-0.454,1.291,-1.7449999999999999
224,198.44,1.034,-0.459,1.29,-1.749
225,199.42,1.0326,-0.456,1.291,-1.7469999999999999
226,200.38,1.0313,-0.459,1.29,-1.749
227,201.36,1.0299,-0.456,1.291,-1.7469999999999999
228,202.32,1.0278,-0.462,1.29,-1.752
229,203.3,1.0275,-0.46,1.29,-1.75
230,204.28,1.026,-0.459,1.291,-1.75
231,205.26,1.0261,-0.46,1.29,-1.75
232,206.22,1.0256,-0.467,1.29,-1.7570000000000001
233,207.2,1.024,-0.463,1.29,-1.7530000000000001
234,208.18,1.0228,-0.467,1.29,-1.7570000000000001
235,209.16,1.0226,-0.468,1.291,-1.759
236,210.14,1.0205,-0.467,1.291,-1.758
237,211.12,1.0203,-0.468,1.291,-1.759
238,212.1,1.0193,-0.468,1.29,-1.758
239,213.08,1.0178,-0.471,1.29,-1.7610000000000001
240,214.06,1.0176,-0.476,1.29,-1.766
241,215.04,1.016,-0.478,1.29,-1.768
242,216.04,1.0155,-0.473,1.29,-1.763
243,217.02,1.0133,-0.478,1.29,-1.768
244,218.02,1.0113,-0.474,1.29,-1.764
245,219.0,1.0111,-0.481,1.291,-1.7719999999999998
246,219.98,1.0109,-0.484,1.29,-1.774
247,220.98,1.0079,-0.484,1.291,-1.775
248,221.98,1.0072,-0.485,1.291,-1.7759999999999998
249,222.96,1.0054,-0.489,1.29,-1.779
250,223.96,1.0048,-0.485,1.29,-1.775
251,224.96,1.0031,-0.493,1.29,-1.783
252,225.96,1.0018,-0.495,1.291,-1.786
253,226.96,1.0015,-0.487,1.29,-1.7770000000000001
254,227.96,0.9997,-0.492,1.291,-1.783
255,228.96,0.998,-0.5,1.291,-1.791
256,229.96,0.9961,-0.496,1.29,-1.786
257,230.96,0.9958,-0.501,1.29,-1.791
258,231.98,0.9944,-0.496,1.29,-1.786
259,232.98,0.9937,-0.504,1.291,-1.795
260,233.98,0.9934,-0.504,1.29,-1.794
261,235.0,0.9921,-0.503,1.29,-1.7930000000000001
262,236.0,0.9915,-0.511,1.29,-1.8010000000000002
263,237.02,0.991,-0.503,1.29,-1.7930000000000001
264,238.02,0.988,-0.511,1.29,-1.8010000000000002
265,239.04,0.9872,-0.512,1.291,-1.803
266,240.06,0.9854,-0.507,1.29,-1.7970000000000002
267,241.06,0.9842,-0.515,1.29,-1.8050000000000002
268,242.08,0.9841,-0.518,1.29,-1.808
269,243.1,0.9825,-0.517,1.29,-1.807
270,244.12,0.9812,-0.529,1.29,-1.819
271,245.14,0.9799,-0.528,1.29,-1.818
272,246.16,0.9783,-0.523,1.29,-1.8130000000000002
273,247.2,0.9782,-0.515,1.29,-1.8050000000000002
274,248.22,0.977,-0.52,1.29,-1.81
275,249.24,0.9753,-0.522,1.29,-1.812
276,250.26,0.9742,-0.525,1.29,-1.815
277,251.28,0.9732,-0.536,1.29,-1.826
278,252.32,0.9723,-0.534,1.291,-1.825
279,253.34,0.9712,-0.539,1.29,-1.8290000000000002
280,254.38,0.9698,-0.536,1.29,-1.826
281,255.42,0.9699,-0.531,1.29,-1.8210000000000002
282,256.44,0.9671,-0.547,1.29,-1.8370000000000002
283,257.48,0.9662,-0.545,1.291,-1.8359999999999999
284,258.52,0.9639,-0.545,1.29,-1.835
285,259.56,0.962,-0.547,1.29,-1.8370000000000002
286,260.6,0.9602,-0.547,1.29,-1.8370000000000002
287,261.64,0.9584,-0.554,1.29,-1.844
288,262.68,0.9583,-0.558,1.29,-1.848
289,263.72,0.9575,-0.562,1.29,-1.852
290,264.78,0.9559,-0.558,1.29,-1.848
291,265.82,0.9555,-0.57,1.29,-1.8599999999999999
292,266.88,0.9542,-0.562,1.29,-1.852
293,267.92,0.9531,-0.564,1.29,-1.854
294,268.98,0.9519,-0.561,1.29,-1.851
295,270.02,0.9507,-0.575,1.29,-1.865
296,271.08,0.9508,-0.57,1.29,-1.8599999999999999
297,272.12,0.9483,-0.58,1.288,-1.8679999999999999
298,273.18,0.947,-0.578,1.29,-1.8679999999999999
299,274.24,0.9459,-0.586,1.29,-1.876
300,275.3,0.9448,-0.586,1.29,-1.876
301,276.36,0.9438,-0.584,1.29,-1.874
302,277.42,0.9425,-0.592,1.29,-1.8820000000000001
303,278.48,0.941,-0.597,1.29,-1.887
304,279.56,0.9389,-0.586,1.29,-1.876
305,280.62,0.9374,-0.592,1.29,-1.8820000000000001
306,281.68,0.9361,-0.6,1.29,-1.8900000000000001
307,282.76,0.9358,-0.597,1.29,-1.887
308,283.82,0.9334,-0.609,1.29,-1.899
309,284.9,0.9328,-0.603,1.29,-1.893
310,285.96,0.9314,-0.613,1.288,-1.901
311,287.04,0.9319,-0.611,1.29,-1.901
312,288.12,0.9295,-0.609,1.29,-1.899
313,289.2,0.9275,-0.617,1.29,-1.907
314,290.28,0.927,-0.619,1.29,-1.909
315,291.36,0.9262,-0.619,1.29,-1.909
316,292.44,0.925,-0.62,1.29,-1.9100000000000001
317,293.52,0.9235,-0.631,1.29,-1.921
318,294.6,0.9209,-0.641,1.288,-1.929
319,295.7,0.9208,-0.63,1.29,-1.92
320,296.78,0.9194,-0.636,1.29,-1.9260000000000002
321,297.86,0.9167,-0.647,1.288,-1.935
322,298.96,0.9157,-0.647,1.29,-1.937
323,300.06,0.9145,-0.647,1.29,-1.937
324,301.16,0.9131,-0.644,1.29,-1.9340000000000002
325,302.24,0.9108,-0.666,1.288,-1.9540000000000002
326,303.34,0.9095,-0.672,1.288,-1.96
327,304.46,0.9084,-0.655,1.29,-1.945
328,305.56,0.9075,-0.661,1.29,-1.951
329,306.66,0.9066,-0.669,1.29,-1.959
330,307.76,0.9051,-0.675,1.29,-1.965
331,308.86,0.9048,-0.674,1.29,-1.964
332,309.98,0.904,-0.663,1.29,-1.953
333,311.08,0.902,-0.677,1.29,-1.967
334,312.18,0.9017,-0.688,1.288,-1.976
335,313.3,0.9006,-0.68,1.29,-1.9700000000000002
336,314.42,0.8995,-0.674,1.29,-1.964
337,315.52,0.898,-0.702,1.288,-1.99
338,316.64,0.8967,-0.704,1.29,-1.994
339,317.76,0.8958,-0.694,1.29,-1.984
340,318.88,0.8934,-0.694,1.29,-1.984
341,320.0,0.8908,-0.697,1.29,-1.987
342,321.12,0.8908,-0.704,1.29,-1.994
343,322.24,0.8898,-0.713,1.288,-2.001
344,323.38,0.888,-0.701,1.29,-1.991
345,324.5,0.887,-0.713,1.29,-2.003
346,325.62,0.8848,-0.729,1.288,-2.017
347,326.76,0.8842,-0.727,1.29,-2.017
348,327.9,0.8834,-0.734,1.29,-2.024
349,329.04,0.881,-0.732,1.288,-2.02
350,330.16,0.8798,-0.746,1.288,-2.034
351,331.3,0.8785,-0.743,1.288,-2.031
352,332.44,0.8773,-0.752,1.288,-2.04
353,333.58,0.8765,-0.756,1.29,-2.0460000000000003
354,334.72,0.8755,-0.751,1.29,-2.041
355,335.88,0.8738,-0.74,1.29,-2.0300000000000002
356,337.02,0.8731,-0.76,1.29,-2.05
357,338.16,0.8712,-0.774,1.29,-2.064
358,339.32,0.8695,-0.762,1.29,-2.052
359,340.46,0.869,-0.781,1.288,-2.069
360,341.62,0.8677,-0.782,1.29,-2.072
361,342.78,0.8658,-0.781,1.29,-2.071
362,343.92,0.8647,-0.798,1.288,-2.0860000000000003
363,345.08,0.8637,-0.798,1.288,-2.0860000000000003
364,346.24,0.8624,-0.817,1.288,-2.105
365,347.42,0.8609,-0.804,1.288,-2.092
366,348.58,0.8591,-0.811,1.29,-2.101
367,349.74,0.8576,-0.815,1.29,-2.105
368,350.9,0.8561,-0.822,1.29,-2.112
369,352.08,0.855,-0.812,1.29,-2.1020000000000003
370,353.24,0.8538,-0.851,1.288,-2.1390000000000002
371,354.42,0.8521,-0.855,1.29,-2.145
372,355.6,0.8501,-0.848,1.288,-2.136
373,356.78,0.8491,-0.853,1.29,-2.143
374,357.96,0.8471,-0.859,1.288,-2.1470000000000002
375,359.14,0.8454,-0.864,1.288,-2.152
376,360.32,0.845,-0.87,1.29,-2.16
377,361.5,0.8426,-0.883,1.288,-2.1710000000000003
378,362.7,0.8417,-0.873,1.29,-2.1630000000000003
379,363.88,0.8397,-0.903,1.288,-2.191
380,365.08,0.8393,-0.829,1.288,-2.117
381,366.28,0.8384,-0.833,1.29,-2.123
382,367.48,0.8374,-0.822,1.288,-2.11
383,368.66,0.8361,-0.892,1.288,-2.18
384,369.86,0.8355,-0.867,1.288,-2.1550000000000002
385,371.06,0.8338,-0.82,1.288,-2.108
386,372.26,0.8321,-0.859,1.288,-2.1470000000000002
387,373.46,0.8309,-0.867,1.288,-2.1550000000000002
388,374.66,0.8305,-0.898,1.288,-2.186
389,375.88,0.8292,-0.851,1.288,-2.1390000000000002
390,377.08,0.8279,-0.831,1.288,-2.1189999999999998
391,378.3,0.8265,-0.851,1.288,-2.1390000000000002
392,379.5,0.8247,-0.905,1.288,-2.193
393,380.72,0.8233,-0.875,1.29,-2.165
394,381.94,0.8218,-0.84,1.288,-2.128
395,383.16,0.8207,-0.818,1.288,-2.106
396,384.38,0.8191,-0.823,1.288,-2.1109999999999998
397,385.6,0.8182,-0.848,1.288,-2.136
398,386.82,0.8168,-0.867,1.288,-2.1550000000000002
399,388.04,0.8151,-0.889,1.288,-2.177
400,389.28,0.8135,-0.878,1.288,-2.166
401,390.52,0.8121,-0.872,1.288,-2.16
402,391.74,0.8099,-0.917,1.288,-2.205
403,392.98,0.8086,-0.917,1.288,-2.205
404,394.22,0.8079,-0.914,1.288,-2.202
405,395.46,0.8057,-0.916,1.288,-2.204
406,396.7,0.8047,-0.925,1.288,-2.213
407,397.96,0.8033,-0.903,1.288,-2.191
408,399.2,0.8016,-0.941,1.288,-2.229
409,400.44,0.7998,-0.979,1.288,-2.267
410,401.7,0.7991,-0.963,1.288,-2.251
411,402.96,0.7983,-0.944,1.288,-2.232
412,404.2,0.7967,-0.986,1.288,-2.274
413,405.46,0.7952,-0.988,1.288,-2.276
414,406.72,0.7935,-0.99,1.288,-2.278
415,407.98,0.7925,-1.002,1.288,-2.29
416,409.26,0.7918,-0.969,1.288,-2.257
417,410.52,0.7898,-0.993,1.288,-2.281
418,411.78,0.7883,-1.021,1.288,-2.309
419,413.06,0.7861,-1.01,1.288,-2.298
420,414.34,0.7841,-1.002,1.288,-2.29
421,415.6,0.7826,-1.059,1.288,-2.347
422,416.88,0.7812,-1.068,1.286,-2.354
423,418.18,0.7792,-1.026,1.288,-2.314
424,419.46,0.7766,-1.06,1.288,-2.348
425,420.74,0.7757,-1.1,1.286,-2.386
426,422.04,0.7748,-1.078,1.288,-2.366
427,423.34,0.7727,-1.043,1.286,-2.3289999999999997
428,424.64,0.7706,-1.004,1.288,-2.292
429,425.94,0.7687,-0.974,1.288,-2.262
430,427.24,0.767,-1.005,1.288,-2.293
431,428.54,0.7663,-1.063,1.288,-2.351
432,429.84,0.765,-1.079,1.286,-2.365
433,431.16,0.7633,-1.015,1.288,-2.303
434,432.48,0.7617,-0.988,1.288,-2.276
435,433.78,0.7608,-1.074,1.288,-2.362
436,435.1,0.759,-1.06,1.286,-2.346
437,436.42,0.7575,-1.063,1.288,-2.351
438,437.76,0.7568,-1.016,1.286,-2.302
439,439.08,0.7554,-1.049,1.286,-2.335
440,440.4,0.7534,-1.065,1.286,-2.351
441,441.72,0.7513,-1.085,1.286,-2.371
442,443.06,0.7498,-1.04,1.288,-2.3280000000000003
443,444.4,0.7488,-1.026,1.288,-2.314
444,445.74,0.7471,-1.023,1.288,-2.311
445,447.08,0.7454,-1.035,1.288,-2.323
446,448.42,0.7437,-1.06,1.286,-2.346
447,449.76,0.7416,-1.104,1.286,-2.39
448,451.12,0.7398,-1.06,1.286,-2.346
449,452.48,0.7386,-1.034,1.286,-2.3200000000000003
450,453.84,0.7367,-1.024,1.286,-2.31
451,455.2,0.7354,-1.024,1.286,-2.31
452,456.56,0.7339,-1.032,1.286,-2.318
453,457.92,0.733,-1.067,1.286,-2.3529999999999998
454,459.28,0.7322,-1.109,1.285,-2.394
455,460.66,0.7306,-1.046,1.286,-2.332
456,462.04,0.7291,-0.985,1.286,-2.271
457,463.4,0.727,-1.076,1.286,-2.362
458,464.78,0.7263,-1.051,1.286,-2.3369999999999997
459,466.16,0.7242,-1.06,1.286,-2.346
460,467.54,0.7229,-1.071,1.286,-2.357
461,468.92,0.7207,-1.114,1.285,-2.399
462,470.32,0.7185,-1.048,1.286,-2.334
463,471.72,0.7169,-1.002,1.286,-2.2880000000000003
464,473.12,0.715,-0.964,1.286,-2.25
465,474.52,0.7136,-0.975,1.286,-2.261
466,475.92,0.7123,-1.001,1.286,-2.287
467,477.34,0.7111,-0.878,1.286,-2.164
468,478.74,0.71,-0.958,1.286,-2.2439999999999998
469,480.16,0.7073,-0.888,1.286,-2.174
470,481.56,0.7061,-1.008,1.286,-2.294
471,483.0,0.7046,-0.798,1.286,-2.084
472,484.4,0.7024,-0.944,1.286,-2.23
473,485.84,0.7007,-0.767,1.286,-2.053
474,487.26,0.6986,-0.792,1.285,-2.077
475,488.7,0.697,-0.68,1.285,-1.9649999999999999
476,490.14,0.6944,-0.62,1.288,-1.908
477,491.58,0.6924,-0.622,1.285,-1.907
478,493.04,0.6906,-0.473,1.286,-1.759
479,494.5,0.6888,-0.391,1.288,-1.679
480,495.96,0.6865,-0.286,1.288,-1.574
481,497.42,0.6844,-0.248,1.286,-1.534
482,498.86,0.6832,-0.41,1.286,-1.696
483,500.34,0.6814,-0.196,1.286,-1.482
484,501.8,0.6802,-0.221,1.288,-1.5090000000000001
485,503.28,0.6776,-0.079,1.286,-1.365
486,504.76,0.6767,0.014,1.288,-1.274
487,506.24,0.6744,0.044,1.288,-1.244
488,507.74,0.6732,0.261,1.288,-1.0270000000000001
489,509.22,0.6711,0.245,1.29,-1.045
490,510.72,0.6689,0.379,1.29,-0.911
491,512.22,0.6668,0.454,1.29,-0.8360000000000001
492,513.72,0.6646,0.441,1.29,-0.849
493,515.22,0.663,0.451,1.291,-0.8399999999999999
494,516.74,0.6611,0.627,1.29,-0.663
495,518.26,0.6597,0.683,1.291,-0.6079999999999999
496,519.78,0.6588,0.707,1.291,-0.584
497,521.3,0.6563,0.77,1.29,-0.52
498,522.82,0.6545,0.762,1.291,-0.5289999999999999
499,524.36,0.6528,0.917,1.293,-0.3759999999999999
500,525.9,0.6512,0.979,1.293,-0.31399999999999995
501,527.44,0.6491,1.004,1.293,-0.2889999999999999
502,528.98,0.6474,0.99,1.293,-0.30299999999999994
503,530.52,0.6457,0.947,1.293,-0.346
504,532.08,0.6433,1.016,1.294,-0.278
505,533.64,0.6417,1.085,1.294,-0.20900000000000007
506,535.2,0.6404,1.089,1.294,-0.20500000000000007
507,536.76,0.6391,1.045,1.293,-0.248
508,538.34,0.6372,1.09,1.293,-0.20299999999999985
509,539.92,0.6362,1.107,1.294,-0.18700000000000006
510,541.48,0.6349,1.008,1.293,-0.2849999999999999
511,543.06,0.6336,1.021,1.293,-0.272
512,544.66,0.6319,1.114,1.294,-0.17999999999999994
513,546.24,0.6304,1.073,1.294,-0.22100000000000009
514,547.82,0.6288,1.041,1.294,-0.2530000000000001
515,549.42,0.6274,1.095,1.294,-0.19900000000000007
516,551.0,0.6256,1.029,1.293,-0.264
517,552.6,0.6239,1.024,1.294,-0.27
518,554.22,0.6216,1.103,1.294,-0.19100000000000006
519,555.84,0.62,1.111,1.294,-0.18300000000000005
520,557.46,0.6184,1.054,1.294,-0.24
521,559.08,0.6166,0.99,1.294,-0.30400000000000005
522,560.72,0.6145,1.084,1.294,-0.20999999999999996
523,562.34,0.6125,1.04,1.294,-0.254
524,563.98,0.6107,1.027,1.294,-0.2670000000000001
525,565.62,0.6082,1.001,1.294,-0.29300000000000015
526,567.28,0.6057,1.013,1.294,-0.28100000000000014
527,568.92,0.6043,0.964,1.294,-0.33000000000000007
528,570.58,0.6021,0.964,1.294,-0.33000000000000007
529,572.24,0.5994,0.941,1.294,-0.3530000000000001
530,573.92,0.5976,0.942,1.294,-0.3520000000000001
531,575.6,0.5954,0.92,1.294,-0.374
532,577.3,0.5928,0.9,1.294,-0.394
533,579.0,0.5904,0.872,1.294,-0.42200000000000004
