,Frequency (rad/s),Amplitude (measured),Amplitude (curve fit),Amplitude (experimental)
0,7.713866601624378,0.1965,0.16282281366682944,0.26445370977765453
1,7.738999342853097,0.1432,0.16131147771949939,0.2621597587434544
2,7.756592261713199,0.179,0.16026716881217523,0.26057282062830406
3,7.769158632327558,0.1577,0.15952799630505216,0.25944865403381245
4,7.777326773226892,0.1665,0.15905052328152747,0.2587220884231998
5,7.781096684411199,0.163,0.15883093990807787,0.25838784451251273
6,7.781725002941917,0.1683,0.15879439094121353,0.25833220416095
7,7.780468365880481,0.1613,0.15886750265181424,0.2584435039823371
8,7.776698454696174,0.1643,0.1590871688413383,0.2587778627933594
9,7.772300224981149,0.1641,0.1593440753737744,0.2591688209884175
10,7.766645358204687,0.1648,0.15967538352380217,0.25967286766440684
11,7.760990491428226,0.1678,0.16000782142968922,0.26017847994136295
12,7.754707306121045,0.163,0.16037852855840332,0.2607421157381921
13,7.749680757875302,0.166,0.16067610842756694,0.26119442823018074
14,7.744654209629558,0.1685,0.1609745939931817,0.2616479937645566
15,7.745282528160275,0.1638,0.16093723363362433,0.26159122938321855
16,7.735229431668789,0.1683,0.16153670920813654,0.2625018232054475
17,7.746539165221712,0.165,0.16086255552178144,0.26147775954417946
18,7.730831201953762,0.1685,0.16180013133193988,0.2629017992415639
19,7.732087839015199,0.1649,0.1617247960715448,0.26278742120778426
20,7.725176335177301,0.1663,0.16213985284414564,0.26341748465349485
21,7.715123238685813,0.1699,0.16274669645700748,0.2643382527468663
22,7.718264831339403,0.163,0.16255665842640846,0.26404996177913764
23,7.7100966904400705,0.1671,0.16305151582719857,0.2648005640829824
24,7.715123238685813,0.1718,0.16274669645700748,0.2643382527468663
25,7.70695509778648,0.1661,0.16324250355905162,0.26509016417480685
26,7.705070142194327,0.1676,0.16335727232424352,0.2652641668852578
27,7.704441823663608,0.1684,0.16339555798165942,0.26532220828977304
28,7.705698460725044,0.1665,0.16331900137334418,0.2652061457377623
29,7.705698460725044,0.17,0.16331900137334418,0.2652061457377623
30,7.711353327501507,0.1708,0.16297522328834718,0.2646848653681987
31,7.698786956887147,0.1668,0.16374079201647404,0.2658454941091713
32,7.68559226774207,0.1713,0.16455100620853053,0.2670729185790108
33,7.689362178926378,0.1722,0.1643188466464412,0.26672130457727716
34,7.673654215658429,0.1703,0.16528973908314373,0.2681912567721129
35,7.658574570921198,0.1694,0.16623068168062316,0.2696146115804487
36,7.652919704144736,0.1722,0.16658580326971667,0.27015147996469224
37,7.643494926183966,0.1701,0.1671804461892894,0.27105006015322886
38,7.630300237038889,0.1714,0.16801881943105132,0.272316110064866
39,7.631556874100325,0.1762,0.16793867728946024,0.2721951276339445
40,7.630928555569607,0.1734,0.16797874051363265,0.27225560812378197
41,7.605795814340889,0.178,0.16959423158924922,0.27469253027060253
42,7.595742717849403,0.1746,0.17024758528421247,0.2756770613916178
43,7.598884310502992,0.1726,0.1700429687260513,0.2753687911528909
44,7.593229443726529,0.1745,0.17041156992692283,0.27592407440035016
45,7.603282540218017,0.1776,0.16975718343920113,0.27493813629880853
46,7.586317939888633,0.1735,0.17086386826881325,0.27660518490888103
47,7.581919710173607,0.1788,0.17115272242579332,0.27704001735225425
48,7.581291391642888,0.1785,0.17119405280417246,0.27710222534322254
49,7.589459532542222,0.1778,0.17065803391602627,0.2762952569077791
50,7.583176347235043,0.1799,0.17107011083922807,0.27691566822816566
51,7.579406436050735,0.177,0.17131814239052243,0.2772889831640069
52,7.575636524866427,0.1743,0.1715667654267109,0.277663102114274
53,7.569353339559248,0.1784,0.17198245701165127,0.278288426888367
54,7.559928561598478,0.1805,0.17260910591803535,0.2792306384020191
55,7.563070154252068,0.1754,0.17239980651324732,0.2789160027880872
56,7.554902013352734,0.1745,0.1729448549199364,0.27973523528960487
57,7.554273694822016,0.1809,0.1729868990290025,0.2797984122444962
58,7.558043606006325,0.1773,0.17273488612995364,0.27941969183094645
59,7.554902013352734,0.1837,0.1729448549199364,0.27973523528960487
60,7.54422059833053,0.1774,0.17366189688009734,0.28081234942136374
61,7.536680775961914,0.1787,0.17417099229992455,0.28157665750398275
62,7.531025909185453,0.1794,0.17455442659928724,0.2821520704732691
63,7.514689627386785,0.1831,0.17566996049989012,0.2838249625920745
64,7.498981664118836,0.1847,0.17675369312134095,0.28544849677204437
65,7.5014949382417075,0.1829,0.1765795577548257,0.28518773634715644
66,7.48264538232017,0.1837,0.17789249467016005,0.28715275766307863
67,7.487671930565913,0.1874,0.17754081093305124,0.286626643072273
68,7.471335648767246,0.18,0.17868798918788312,0.28834216863902473
69,7.460654233745041,0.1851,0.179444681708832,0.28947274066450235
70,7.4487161816614,0.1845,0.18029666077052878,0.2907447195924084
71,7.453742729907143,0.1869,0.17993712247692656,0.2902080639029102
72,7.435521492516322,0.1908,0.18124610005270242,0.29216100475238566
73,7.433008218393451,0.1851,0.1814278795766894,0.292432022347612
74,7.426725033086271,0.1901,0.18188364487724126,0.29311132533383594
75,7.417300255125502,0.1893,0.18257083923067766,0.29413501469855013
76,7.414158662471912,0.1883,0.18280085530027892,0.2944775135808008
77,7.41792857365622,0.1843,0.18252489325075916,0.2940665912492563
78,7.407875477164732,0.1905,0.1832623227980256,0.29516442473530263
79,7.405990521572579,0.1932,0.18340113756411747,0.29537099709194015
