,Frequency (rad/s),Amplitude (measured),Amplitude (curve fit),Amplitude (experimental)
0,7.854609952505201,0.1628,0.1384147423304378,0.2338153855765143
1,7.8684329601809955,0.1741,0.13772988265673855,0.23268137780657785
2,7.875344464018894,0.1584,0.1373895363182301,0.23211772830454033
3,7.877229419611047,0.1781,0.1372969541348623,0.23196439146168105
4,7.875344464018894,0.1576,0.1373895363182301,0.23211772830454033
5,7.870317915773149,0.1751,0.13763692378065934,0.23252743437666135
6,7.862778093404534,0.1629,0.13800937861978155,0.23314420524224153
7,7.853981633974483,0.1714,0.1384460051193942,0.23386714514991888
8,7.843928537482995,0.1662,0.1389477911219966,0.2346978431465131
9,7.833875440991507,0.1697,0.13945257125378496,0.23553335841734171
10,7.823822344500021,0.1698,0.13996037106292106,0.2363737305873876
11,7.8143975665392515,0.1698,0.14043919883472508,0.23716602615764504
12,7.8056011071092,0.1674,0.14088853872878293,0.23790941455753387
13,7.7980612847405855,0.1719,0.14127557137743993,0.2385496325494712
14,7.7917780994334045,0.1718,0.14159943573885114,0.2390852958999275
15,7.794919692086994,0.1715,0.14143735114618905,0.2388172193771336
16,7.786123232656943,0.1719,0.1418919587820544,0.23956907172735603
17,7.783609958534071,0.17,0.1420222881502619,0.23978459575394342
18,7.786751551187661,0.1736,0.14185940716932766,0.23951524007230418
19,7.780468365880481,0.1704,0.1421854769216693,0.2400544457206552
20,7.765388721143251,0.1755,0.1429730937683026,0.24135664668108736
21,7.75030907640602,0.1726,0.14376791419950205,0.24267040926377942
22,7.754078987590327,0.1754,0.14356852861950736,0.24234087677994687
23,7.751565713467456,0.1749,0.14370140173323642,0.24256048391526575
24,7.749052439344584,0.1746,0.14383447734543547,0.24278041591287797
25,7.745910846690993,0.1744,0.1440011072959216,0.2430557887848072
26,7.740255979914532,0.1728,0.1443018430400802,0.24355274604072225
27,7.730831201953762,0.1788,0.1448053723393192,0.24438470135305546
28,7.735857750199507,0.1748,0.14453646408315615,0.24394041574289535
