,Frequency (rad/s),Amplitude (measured),Amplitude (curve fit),Amplitude (experimental)
0,7.867804641650277,0.1507,0.1495661167457263,0.2479750014356666
1,7.850840041320893,0.152,0.15044221872951394,0.24918082119619525
2,7.837645352175817,0.1553,0.15112931417260111,0.25012468966234597
3,7.828220574215046,0.1546,0.15162317170275358,0.250802123044478
4,7.821937388907866,0.1546,0.1519538441993417,0.25125525377381536
5,7.816910840662123,0.1546,0.152219212637087,0.25161863044612237
6,7.813140929477815,0.1548,0.15241872525563396,0.2518916730344039
7,7.809999336824227,0.1553,0.15258530514724458,0.25211954321794733
8,7.807486062701353,0.1529,0.15271877861068883,0.25230205880426737
9,7.804344470047764,0.1571,0.1528858829674113,0.2525304780160507
10,7.800574558863457,0.1564,0.15308679416521562,0.25280498468207935
11,7.79617632914843,0.1573,0.15332172427614077,0.2531258000753108
12,7.790521462371969,0.1533,0.1536246248302235,0.25353916156455836
13,7.784238277064789,0.1593,0.15396230399798722,0.2539996226283767
14,7.776698454696174,0.1558,0.15436908719793388,0.2545538079622224
15,7.764132084081814,0.159,0.15505088679132673,0.25548142533120727
16,7.754707306121045,0.1582,0.15556540029228363,0.2561804164219601
17,7.746539165221712,0.1576,0.15601352270383823,0.2567884937380988
18,7.737742705791661,0.1599,0.15649842752981122,0.25744573034580104
19,7.727689609300173,0.1611,0.15705556028268014,0.25819989996652126
20,7.733972794607354,0.1584,0.15670698163098534,0.25772816284222216
21,7.732716157545916,0.1565,0.15677659838404484,0.25782240854625355
22,7.729574564892327,0.1578,0.15695085667348285,0.25805824524579746
23,7.717008194277968,0.1627,0.1576509950223361,0.25900477938840016
24,7.715123238685813,0.1589,0.1577564462557823,0.2591472007462955
25,7.723291379585148,0.1589,0.15730030328731964,0.2585308737757224
26,7.711353327501507,0.1636,0.15796768722184673,0.25943238990200024
27,7.706326779255762,0.1575,0.158250045873196,0.259813362023242
28,7.709468371909353,0.1597,0.15807347728732424,0.2595751579331067
29,7.696273682764276,0.1601,0.1588171888974727,0.26057778286418526
30,7.684963949211353,0.1623,0.15945911755379608,0.2614417220395729
31,7.674910852719865,0.1594,0.16003320960283005,0.2622132129040034
32,7.665486074759095,0.1616,0.1605744272299997,0.2629395324373198
33,7.654176341206171,0.1634,0.16122775993631253,0.2638150294577408
34,7.649149792960428,0.1636,0.16151949494888038,0.2642055159813767
35,7.638468377938223,0.1644,0.16214224070010616,0.26503812651116715
36,7.6271586443852994,0.1658,0.16280581211455097,0.265923924552298
37,7.6164772293630945,0.1653,0.16343651345310703,0.2667645114114132
38,7.622760414670274,0.1692,0.16306504070586372,0.26626957666264556
39,7.603282540218017,0.1655,0.1642210233932523,0.26780828176438076
