,frequency (rad/s),Amplitude (experimental),Amplitude (predicted)
0,7.713866601624378,0.1965,0.16282281366682944
1,7.738999342853097,0.1432,0.16131147771949939
2,7.756592261713199,0.179,0.16026716881217523
3,7.769158632327558,0.1577,0.15952799630505216
4,7.777326773226892,0.1665,0.15905052328152747
5,7.7810966844111995,0.163,0.1588309399080778
6,7.781725002941917,0.1683,0.15879439094121353
7,7.780468365880481,0.1613,0.15886750265181424
8,7.776698454696174,0.1643,0.1590871688413383
9,7.772300224981149,0.1641,0.1593440753737744
10,7.766645358204687,0.1648,0.15967538352380217
11,7.760990491428226,0.1678,0.16000782142968922
12,7.754707306121045,0.163,0.16037852855840332
13,7.749680757875302,0.166,0.16067610842756694
14,7.744654209629558,0.1685,0.1609745939931817
15,7.745282528160275,0.1638,0.16093723363362433
16,7.735229431668789,0.1683,0.16153670920813654
17,7.746539165221712,0.165,0.16086255552178144
18,7.730831201953762,0.1685,0.16180013133193988
19,7.732087839015199,0.1649,0.1617247960715448
20,7.725176335177301,0.1663,0.16213985284414564
21,7.7151232386858135,0.1699,0.16274669645700743
22,7.718264831339403,0.163,0.16255665842640846
23,7.7100966904400705,0.1671,0.16305151582719857
24,7.7151232386858135,0.1718,0.16274669645700743
25,7.70695509778648,0.1661,0.16324250355905162
26,7.705070142194327,0.1676,0.16335727232424352
27,7.7044418236636085,0.1684,0.1633955579816594
28,7.705698460725044,0.1665,0.16331900137334418
29,7.705698460725044,0.17,0.16331900137334418
30,7.711353327501507,0.1708,0.16297522328834718
31,7.698786956887147,0.1668,0.16374079201647404
32,7.68559226774207,0.1713,0.16455100620853053
33,7.689362178926378,0.1722,0.1643188466464412
34,7.673654215658429,0.1703,0.16528973908314373
35,7.658574570921198,0.1694,0.16623068168062316
36,7.652919704144736,0.1722,0.16658580326971667
37,7.643494926183966,0.1701,0.1671804461892894
38,7.630300237038889,0.1714,0.16801881943105132
39,7.631556874100325,0.1762,0.16793867728946024
40,7.630928555569607,0.1734,0.16797874051363265
41,7.605795814340889,0.178,0.16959423158924922
42,7.595742717849403,0.1746,0.17024758528421247
43,7.598884310502992,0.1726,0.1700429687260513
44,7.593229443726529,0.1745,0.17041156992692283
45,7.603282540218017,0.1776,0.16975718343920113
46,7.586317939888633,0.1735,0.17086386826881325
47,7.581919710173607,0.1788,0.17115272242579332
48,7.581291391642888,0.1785,0.17119405280417246
49,7.589459532542222,0.1778,0.17065803391602627
50,7.583176347235043,0.1799,0.17107011083922807
51,7.579406436050735,0.177,0.17131814239052243
52,7.575636524866427,0.1743,0.1715667654267109
53,7.569353339559248,0.1784,0.17198245701165127
54,7.559928561598478,0.1805,0.17260910591803535
55,7.563070154252068,0.1754,0.17239980651324732
56,7.554902013352734,0.1745,0.1729448549199364
57,7.554273694822016,0.1809,0.1729868990290025
58,7.558043606006325,0.1773,0.17273488612995364
59,7.554902013352734,0.1837,0.1729448549199364
60,7.54422059833053,0.1774,0.17366189688009734
61,7.536680775961914,0.1787,0.17417099229992455
62,7.531025909185453,0.1794,0.17455442659928724
63,7.514689627386785,0.1831,0.17566996049989012
64,7.498981664118836,0.1847,0.17675369312134095
65,7.5014949382417075,0.1829,0.1765795577548257
66,7.48264538232017,0.1837,0.17789249467016005
67,7.487671930565913,0.1874,0.17754081093305124
68,7.471335648767246,0.18,0.17868798918788312
69,7.460654233745041,0.1851,0.179444681708832
70,7.4487161816614,0.1845,0.18029666077052878
71,7.453742729907143,0.1869,0.17993712247692656
72,7.435521492516322,0.1908,0.18124610005270242
73,7.433008218393451,0.1851,0.1814278795766894
74,7.426725033086271,0.1901,0.18188364487724126
75,7.417300255125502,0.1893,0.18257083923067766
76,7.414158662471912,0.1883,0.18280085530027892
77,7.41792857365622,0.1843,0.18252489325075916
78,7.407875477164732,0.1905,0.1832623227980256
79,7.405990521572579,0.1932,0.18340113756411747
80,7.404105565980424,0.187,0.1835401257292857
81,7.400963973326834,0.1926,0.1837721588387945
82,7.397194062142527,0.1925,0.18405123750861788
83,7.390910876835346,0.1907,0.18451792400327943
84,7.3814860988745785,0.1931,0.1852216215878842
85,7.368291409729501,0.1908,0.18621426033722632
86,7.368919728260219,0.1968,0.18616679303864403
87,7.3538400835229885,0.193,0.18731154300419486
88,7.35007017233868,0.1946,0.18759954580048033
89,7.340017075847192,0.1949,0.18837113597769445
90,7.341273712908629,0.1952,0.18827440107259077
91,7.324309112579243,0.1973,0.18958727718874988
92,7.316769290210629,0.1933,0.19017563581458435
93,7.311114423434167,0.2007,0.19061888578850744
94,7.306087875188423,0.1966,0.1910143196312251
95,7.302317964004114,0.2007,0.19131178477028263
96,7.2985480528198075,0.1941,0.191610015657105
97,7.295406460166218,0.1981,0.19185912836441904
98,7.284096726613294,0.1984,0.19276037852659716
99,7.292893186043346,0.1984,0.19205880390039423
100,7.2765569042446785,0.1984,0.1933651043404039
101,7.2715303559989355,0.2012,0.19376999828909566
102,7.2715303559989355,0.1958,0.19376999828909566
103,7.264618852161037,0.2045,0.19432901927964089
104,7.250795844485242,0.2012,0.19545508955191843
105,7.240114429463038,0.2033,0.19633264216785956
106,7.231946288563704,0.2005,0.1970081160638629
107,7.225034784725806,0.2043,0.19758267761449774
108,7.219379917949345,0.2036,0.19805483752989284
109,7.214353369703602,0.2043,0.19847610386916367
110,7.209326821457857,0.2082,0.19889885426983306
111,7.204928591742832,0.2056,0.19926998411146699
112,7.1999020434970875,0.2089,0.19969553721602756
113,7.193618858189908,0.2058,0.20022959670527143
114,7.179795850514114,0.2098,0.20141288147329006
115,7.175397620799087,0.2059,0.2017918098298997
116,7.182309124636985,0.2128,0.20119687938385236
117,7.1722560281454975,0.2086,0.2020631959180475
118,7.171627709614779,0.208,0.20211754563149295
119,7.156548064877549,0.2103,0.20342923442002514
120,7.16220293165401,0.2091,0.20293570404551955
121,7.153406472223959,0.2108,0.2037042772542921
122,7.1452383313246255,0.2102,0.20442227760454207
123,7.137070190425291,0.2124,0.20514447849822853
124,7.129530368056677,0.2145,0.2058148840345835
125,7.113822404788728,0.2114,0.2072232755193684
126,7.115707360380882,0.2157,0.20705342668773638
127,7.110052493604419,0.2143,0.20756366655931774
128,7.0956011673979065,0.2137,0.20887712251968973
129,7.0905746191521635,0.2215,0.20933720880265005
130,7.089946300621445,0.2128,0.20939483769096215
131,7.091831256213599,0.2221,0.20922202986335262
132,7.080521522660676,0.2138,0.2102624368144432
133,7.075494974414933,0.2159,0.21072759610756592
134,7.070468426169188,0.2196,0.21119446406732661
135,7.058530374085547,0.2206,0.21231017581014064
136,7.058530374085547,0.2154,0.21231017581014064
137,7.055388781431957,0.2221,0.21260540956293864
138,7.043450729348316,0.2211,0.2137335325924083
139,7.0409374552254445,0.2194,0.2139722977989052
140,7.033397632856828,0.2245,0.21469125505102993
141,7.014548076935291,0.23,0.2165062929929684
142,7.003238343382367,0.2277,0.21760757632149402
143,7.000725069259495,0.228,0.21785356914273019
144,6.9806188762765204,0.2238,0.2198382478204217
145,6.9693091427235965,0.2286,0.2209678631771858
146,6.961141001824264,0.2244,0.22178970622437386
147,6.9485746312099055,0.2286,0.22306403580774686
148,6.957371090639955,0.2301,0.22217073259346184
149,6.9473179941484675,0.2372,0.2231921377265158
150,6.9372648976569815,0.2305,0.2242213694503456
151,6.939149853249135,0.2269,0.22402778841954635
152,6.92532684557334,0.2347,0.2254538655314868
153,6.9378932161877,0.232,0.22415681156202016
154,6.938521534718418,0.2285,0.22409228455874805
155,6.9203002973275956,0.2363,0.22597618416546772
156,6.9203002973275956,0.2366,0.22597618416546772
157,6.917158704674007,0.2312,0.2263036557194002
158,6.911503837897546,0.236,0.22689509637935112
159,6.903335696998211,0.2346,0.22775394874250815
