"Time (s) Run #14","Angle, Ch P1 (rad) Run #14","Angle, Ch P2 (rad) Run #14","AngleAmp (rad) Run #14","DrivingFrequency (Hz) Run #14","freq (Hz) Run #14","AngVel (rad/s) Run #14","DriverAngleVel (rad/s) Run #14"
237.420,0.236,-0.975,,,,-0.4712,-0.6283
237.440,0.225,-0.983,,,,-0.7199,-0.0916
237.460,0.207,-0.980,,,,-0.9687,0.4451
237.480,0.185,-0.964,,,,-1.2043,0.9687
237.500,0.159,-0.941,,,,-1.4006,1.4661
237.520,0.129,-0.906,,,,-1.5839,1.9504
237.540,0.096,-0.862,,,,-1.7410,2.4347
237.560,0.058,-0.809,,,,-1.8719,2.8798
237.580,0.020,-0.746,,,,-1.9766,3.2725
237.600,-0.020,-0.677,,,,-2.0551,3.6128
237.620,-0.063,-0.602,,,,-2.1206,3.9139
237.640,-0.105,-0.520,,,,-2.1468,4.1888
237.660,-0.149,-0.434,,,,-2.1337,4.3982
237.680,-0.192,-0.342,,,,-2.0682,4.5422
237.700,-0.232,-0.251,,,,-1.9766,4.6339
237.720,-0.270,-0.157,,,,-1.8719,4.6731
237.740,-0.308,-0.063,,,,-1.7410,4.6208
237.760,-0.341,0.030,,,,-1.5839,4.4768
237.780,-0.371,0.116,,,,-1.4006,4.2542
237.800,-0.397,0.201,,,,-1.2043,3.9663
237.820,-0.419,0.276,,,,-0.9687,3.6128
237.840,-0.437,0.346,,,,-0.7069,3.1940
237.860,-0.448,0.405,,,,-0.4451,2.7358
237.880,-0.454,0.456,,,,-0.1833,2.2253
237.900,-0.456,0.495,,,,0.0785,1.6624
237.920,-0.451,0.523,,,,0.3403,1.0603
237.940,-0.441,0.537,,,,0.6021,0.4451
237.960,-0.427,0.540,,0.9804,0.9798,0.8639,-0.1702
237.980,-0.407,0.531,,,,1.1126,-0.7854
238.000,-0.382,0.509,,,,1.3352,-1.4137
238.020,-0.353,0.474,,,,1.5315,-2.0028
238.040,-0.320,0.427,,,,1.7017,-2.5395
238.060,-0.284,0.372,,,,1.8588,-3.0107
238.080,-0.247,0.306,,,,1.9897,-3.4296
238.100,-0.204,0.234,,,,2.0813,-3.8092
238.120,-0.162,0.154,,,,2.1337,-4.1233
238.140,-0.119,0.068,,,,2.1598,-4.3590
238.160,-0.075,-0.022,,,,2.1729,-4.5160
238.180,-0.031,-0.113,,,,2.1468,-4.6077
238.200,0.011,-0.207,,,,2.0682,-4.6339
238.220,0.052,-0.300,,,,1.9504,-4.5815
238.240,0.090,-0.391,,,,1.8195,-4.4506
238.260,0.124,-0.479,,,,1.6624,-4.2804
238.280,0.157,-0.562,,,,1.4792,-4.0448
238.300,0.184,-0.642,,,,1.2697,-3.7568
238.320,0.207,-0.713,,,,1.0472,-3.4165
238.340,0.226,-0.779,,,,0.8247,-3.0369
238.360,0.240,-0.836,,,,0.5760,-2.6311
238.380,0.250,-0.884,,,,0.3142,-2.1860
238.400,0.253,-0.924,0.3485,,,0.0393,-1.7148
238.420,0.251,-0.953,,,,-0.2356,-1.2174
238.440,0.243,-0.972,,,,-0.4974,-0.7199
238.460,0.231,-0.982,,,,-0.7461,-0.2094
238.480,0.214,-0.982,,,,-0.9817,0.3142
238.500,0.192,-0.969,,,,-1.2043,0.8508
238.520,0.165,-0.947,,,,-1.4137,1.3614
238.540,0.135,-0.914,,,,-1.6101,1.8457
238.560,0.101,-0.873,,,,-1.7802,2.3038
238.580,0.063,-0.822,,,,-1.9111,2.7489
238.600,0.024,-0.763,,,,-2.0028,3.1678
238.620,-0.017,-0.694,,,,-2.0813,3.5212
238.640,-0.060,-0.620,,,,-2.1468,3.8354
238.660,-0.104,-0.542,,,,-2.1729,4.1103
238.680,-0.148,-0.456,,,,-2.1598,4.3590
238.700,-0.190,-0.366,,,,-2.1206,4.5160
238.720,-0.232,-0.273,,,,-2.0551,4.5946
238.740,-0.273,-0.182,,,,-1.9504,4.6339
238.760,-0.311,-0.088,,,,-1.8064,4.6208
238.780,-0.346,0.005,,,,-1.6362,4.5291
238.800,-0.377,0.094,,,,-1.4530,4.3197
238.820,-0.404,0.179,,,,-1.2435,4.0448
238.840,-0.427,0.256,,,,-1.0210,3.7176
238.860,-0.445,0.328,,,,-0.7723,3.3249
238.880,-0.459,0.391,,,,-0.5105,2.8667
238.900,-0.465,0.443,,,,-0.2487,2.3562
238.920,-0.468,0.485,,,,0.0262,1.8195
238.940,-0.465,0.517,,,,0.3011,1.2435
238.960,-0.456,0.536,,,,0.5760,0.6283
238.980,-0.441,0.542,,0.9804,0.9775,0.8247,-0.0131
239.000,-0.423,0.536,,,,1.0603,-0.6545
239.020,-0.399,0.515,,,,1.2959,-1.2828
239.040,-0.371,0.484,,,,1.5184,-1.8719
239.060,-0.338,0.440,,,,1.7148,-2.4216
239.080,-0.302,0.386,,,,1.8719,-2.9191
239.100,-0.262,0.322,,,,2.0028,-3.3510
239.120,-0.221,0.251,,,,2.1075,-3.7306
239.140,-0.178,0.173,,,,2.1729,-4.0579
239.160,-0.134,0.088,,,,2.2122,-4.3197
239.180,-0.090,-0.002,,,,2.2253,-4.4899
239.200,-0.044,-0.093,,,,2.1991,-4.5946
239.220,-9.021E-16,-0.185,,,,2.1337,-4.6339
239.240,0.041,-0.280,,,,2.0289,-4.6077
239.260,0.082,-0.371,,,,1.8980,-4.5030
239.280,0.118,-0.460,,,,1.7410,-4.3328
239.300,0.151,-0.545,,,,1.5577,-4.1233
239.320,0.181,-0.625,,,,1.3744,-3.8485
239.340,0.206,-0.701,,,,1.1519,-3.5081
239.360,0.228,-0.767,,,,0.9032,-3.1154
239.380,0.242,-0.825,,,,0.6414,-2.7096
239.400,0.253,-0.875,,,,0.3796,-2.2907
239.420,0.258,-0.917,0.3580,,,0.1309,-1.8326
239.440,0.258,-0.949,,,,-0.1309,-1.3352
239.460,0.253,-0.971,,,,-0.4058,-0.8247
239.480,0.242,-0.982,,,,-0.6807,-0.3011
239.500,0.225,-0.983,,,,-0.9294,0.2225
239.520,0.204,-0.972,,,,-1.1519,0.7461
239.540,0.179,-0.953,,,,-1.3614,1.2697
239.560,0.149,-0.922,,,,-1.5577,1.7671
239.580,0.116,-0.881,,,,-1.7279,2.2384
239.600,0.080,-0.833,,,,-1.8719,2.6704
239.620,0.041,-0.774,,,,-1.9897,3.0892
239.640,-9.159E-16,-0.708,,,,-2.0813,3.4688
239.660,-0.042,-0.635,,,,-2.1468,3.8092
239.680,-0.086,-0.556,,,,-2.1860,4.0972
239.700,-0.130,-0.470,,,,-2.1860,4.3197
239.720,-0.174,-0.382,,,,-2.1468,4.4768
239.740,-0.217,-0.291,,,,-2.0813,4.5815
239.760,-0.258,-0.198,,,,-1.9766,4.6469
239.780,-0.297,-0.104,,,,-1.8457,4.6339
239.800,-0.331,-0.011,,,,-1.6886,4.5422
239.820,-0.364,0.079,,,,-1.5184,4.3590
239.840,-0.393,0.165,,,,-1.3221,4.0972
239.860,-0.418,0.243,,,,-1.0996,3.7699
239.880,-0.437,0.316,,,,-0.8639,3.3903
239.900,-0.452,0.380,,,,-0.6021,2.9583
239.920,-0.462,0.435,,,,-0.3272,2.4609
239.940,-0.465,0.479,,,,-0.0524,1.9242
239.960,-0.463,0.512,,,,0.2094,1.3483
239.980,-0.457,0.534,,,,0.4712,0.7330
240.000,-0.445,0.542,,0.9804,0.9764,0.7461,0.0916
240.020,-0.427,0.537,,,,1.0079,-0.5498
240.040,-0.404,0.520,,,,1.2435,-1.1650
240.060,-0.377,0.490,,,,1.4530,-1.7541
240.080,-0.346,0.449,,,,1.6362,-2.3169
240.100,-0.311,0.397,,,,1.8064,-2.8274
240.120,-0.273,0.335,,,,1.9504,-3.2856
240.140,-0.232,0.265,,,,2.0682,-3.6783
240.160,-0.190,0.187,,,,2.1468,-4.0055
240.180,-0.146,0.104,,,,2.1860,-4.2673
240.200,-0.102,0.016,,,,2.1991,-4.4506
240.220,-0.058,-0.075,,,,2.1860,-4.5684
240.240,-0.014,-0.168,,,,2.1337,-4.6208
240.260,0.028,-0.261,,,,2.0420,-4.6077
240.280,0.068,-0.353,,,,1.9242,-4.5160
240.300,0.105,-0.443,,,,1.7802,-4.3459
240.320,0.140,-0.528,,,,1.6101,-4.1233
240.340,0.170,-0.608,,,,1.4006,-3.8746
240.360,0.196,-0.683,,,,1.1781,-3.5736
240.380,0.217,-0.752,,,,0.9425,-3.2201
240.400,0.234,-0.812,,,,0.7069,-2.8143
240.420,0.245,-0.866,,,,0.4581,-2.3824
240.440,0.253,-0.908,0.3512,,,0.1833,-1.9242
240.460,0.253,-0.942,,,,-0.0916,-1.4399
240.480,0.248,-0.966,,,,-0.3534,-0.9425
240.500,0.239,-0.980,,,,-0.5890,-0.4320
240.520,0.225,-0.983,,,,-0.8378,0.0916
240.540,0.206,-0.977,,,,-1.0865,0.6152
240.560,0.181,-0.958,,,,-1.3090,1.1257
240.580,0.152,-0.931,,,,-1.5053,1.6232
240.600,0.121,-0.894,,,,-1.6755,2.0944
240.620,0.085,-0.847,,,,-1.8326,2.5525
240.640,0.047,-0.792,,,,-1.9635,2.9714
240.660,0.006,-0.727,,,,-2.0551,3.3641
240.680,-0.036,-0.657,,,,-2.1206,3.7176
240.700,-0.079,-0.578,,,,-2.1468,4.0186
240.720,-0.123,-0.495,,,,-2.1468,4.2542
240.740,-0.165,-0.407,,,,-2.1337,4.4244
240.760,-0.207,-0.317,,,,-2.0813,4.5422
240.780,-0.250,-0.225,,,,-2.0028,4.6077
240.800,-0.287,-0.132,,,,-1.8850,4.6077
240.820,-0.325,-0.039,,,,-1.7279,4.5422
240.840,-0.358,0.050,,,,-1.5446,4.4113
240.860,-0.386,0.138,,,,-1.3483,4.1888
240.880,-0.412,0.220,,,,-1.1519,3.8877
240.900,-0.434,0.294,,,,-0.9163,3.5212
240.920,-0.449,0.361,,,,-0.6414,3.1023
240.940,-0.459,0.419,,,,-0.3665,2.6180
240.960,-0.463,0.467,,,,-0.1178,2.0813
240.980,-0.463,0.503,,,,0.1309,1.5184
241.000,-0.459,0.528,,,,0.4058,0.9294
241.020,-0.448,0.540,,0.9804,0.9730,0.6938,0.3142
241.040,-0.430,0.540,,,,0.9556,-0.3272
241.060,-0.408,0.528,,,,1.1781,-0.9687
241.080,-0.383,0.501,,,,1.3875,-1.5708
241.100,-0.353,0.463,,,,1.5970,-2.1337
241.120,-0.319,0.416,,,,1.7802,-2.6573
241.140,-0.281,0.357,,,,1.9242,-3.1416
241.160,-0.242,0.289,,,,2.0420,-3.5605
241.180,-0.199,0.214,,,,2.1337,-3.9008
241.200,-0.156,0.132,,,,2.1991,-4.1888
241.220,-0.112,0.046,,,,2.2253,-4.4113
241.240,-0.066,-0.046,,,,2.2122,-4.5684
241.260,-0.022,-0.138,,,,2.1598,-4.6339
241.280,0.020,-0.232,,,,2.0682,-4.6208
241.300,0.061,-0.324,,,,1.9504,-4.5422
241.320,0.099,-0.415,,,,1.8064,-4.3982
241.340,0.134,-0.501,,,,1.6493,-4.2019
241.360,0.165,-0.583,,,,1.4661,-3.9532
241.380,0.193,-0.660,,,,1.2566,-3.6652
241.400,0.215,-0.730,,,,1.0210,-3.3379
241.420,0.234,-0.793,,,,0.7723,-2.9583
241.440,0.247,-0.850,,,,0.5236,-2.5395
241.460,0.254,-0.895,,,,0.2618,-2.0813
241.480,0.258,-0.933,0.3497,,,-0.0131,-1.5970
241.500,0.254,-0.960,,,,-0.2880,-1.0996
241.520,0.245,-0.977,,,,-0.5498,-0.5890
241.540,0.232,-0.983,,,,-0.7985,-0.0785
241.560,0.214,-0.980,,,,-1.0341,0.4451
241.580,0.190,-0.966,,,,-1.2566,0.9687
241.600,0.163,-0.941,,,,-1.4530,1.4792
241.620,0.132,-0.906,,,,-1.6362,1.9504
241.640,0.097,-0.862,,,,-1.8064,2.4086
241.660,0.060,-0.811,,,,-1.9373,2.8405
241.680,0.019,-0.748,,,,-2.0420,3.2332
241.700,-0.022,-0.680,,,,-2.1206,3.5867
241.720,-0.066,-0.605,,,,-2.1729,3.8877
241.740,-0.110,-0.523,,,,-2.1860,4.1626
241.760,-0.154,-0.438,,,,-2.1598,4.3721
241.780,-0.196,-0.347,,,,-2.1075,4.5160
241.800,-0.239,-0.256,,,,-2.0289,4.5946
241.820,-0.278,-0.163,,,,-1.9242,4.6208
241.840,-0.316,-0.071,,,,-1.7933,4.5815
241.860,-0.350,0.022,,,,-1.6362,4.4506
241.880,-0.382,0.108,,,,-1.4399,4.2281
241.900,-0.408,0.192,,,,-1.2174,3.9401
241.920,-0.430,0.267,,,,-0.9817,3.6128
241.940,-0.448,0.336,,,,-0.7461,3.2332
241.960,-0.460,0.397,,,,-0.4974,2.8013
241.980,-0.468,0.449,,,,-0.2225,2.3038
242.000,-0.470,0.490,,,,0.0654,1.7541
242.020,-0.465,0.520,,,,0.3403,1.1650
242.040,-0.456,0.537,,,,0.6021,0.5498
242.060,-0.441,0.542,,0.9615,0.9722,0.8639,-0.0785
242.080,-0.421,0.534,,,,1.1126,-0.7069
242.100,-0.396,0.514,,,,1.3352,-1.3221
242.120,-0.368,0.481,,,,1.5446,-1.8980
242.140,-0.335,0.437,,,,1.7410,-2.4216
242.160,-0.297,0.383,,,,1.8980,-2.9060
242.180,-0.258,0.320,,,,2.0159,-3.3641
242.200,-0.217,0.248,,,,2.1206,-3.7568
242.220,-0.173,0.168,,,,2.1991,-4.0579
242.240,-0.127,0.085,,,,2.2384,-4.2935
242.260,-0.083,-0.003,,,,2.2253,-4.4768
242.280,-0.038,-0.096,,,,2.1860,-4.5946
242.300,0.005,-0.188,,,,2.1206,-4.6208
242.320,0.047,-0.281,,,,2.0289,-4.5684
242.340,0.086,-0.372,,,,1.9111,-4.4506
242.360,0.124,-0.460,,,,1.7541,-4.2804
242.380,0.157,-0.543,,,,1.5708,-4.0710
242.400,0.187,-0.624,,,,1.3614,-3.8092
242.420,0.212,-0.697,,,,1.1388,-3.4819
242.440,0.232,-0.763,,,,0.8901,-3.1023
242.460,0.248,-0.822,,,,0.6283,-2.7096
242.480,0.258,-0.872,,,,0.3665,-2.2907
242.500,0.262,-0.914,0.3621,,,0.1047,-1.8457
242.520,0.262,-0.946,,,,-0.1571,-1.3614
242.540,0.256,-0.969,,,,-0.4189,-0.8639
242.560,0.245,-0.980,,,,-0.6807,-0.3534
242.580,0.229,-0.983,,,,-0.9294,0.1702
242.600,0.207,-0.974,,,,-1.1650,0.6807
242.620,0.182,-0.955,,,,-1.3875,1.1912
242.640,0.152,-0.927,,,,-1.5839,1.6755
242.660,0.118,-0.888,,,,-1.7541,2.1468
242.680,0.082,-0.840,,,,-1.8980,2.5918
242.700,0.042,-0.784,,,,-2.0159,2.9976
242.720,-8.049E-16,-0.719,,,,-2.1075,3.3772
242.740,-0.042,-0.649,,,,-2.1729,3.7176
242.760,-0.086,-0.570,,,,-2.2122,4.0186
242.780,-0.132,-0.487,,,,-2.2253,4.2542
242.800,-0.176,-0.399,,,,-2.1860,4.4113
242.820,-0.220,-0.309,,,,-2.1075,4.5291
242.840,-0.261,-0.218,,,,-2.0159,4.6077
242.860,-0.300,-0.124,,,,-1.8980,4.6077
242.880,-0.338,-0.031,,,,-1.7541,4.5160
242.900,-0.371,0.057,,,,-1.5708,4.3459
242.920,-0.401,0.143,,,,-1.3614,4.1233
242.940,-0.426,0.223,,,,-1.1257,3.8354
242.960,-0.446,0.297,,,,-0.8770,3.4688
242.980,-0.460,0.363,,,,-0.6283,3.0631
243.000,-0.471,0.419,,,,-0.3796,2.5918
243.020,-0.476,0.468,,,,-0.1047,2.0682
243.040,-0.476,0.503,,,,0.1833,1.5053
243.060,-0.468,0.528,,,,0.4581,0.9163
243.080,-0.457,0.540,,0.9804,0.9697,0.7199,0.3011
243.100,-0.440,0.540,,,,0.9687,-0.3403
243.120,-0.418,0.526,,,,1.2174,-0.9556
243.140,-0.391,0.501,,,,1.4399,-1.5315
243.160,-0.360,0.465,,,,1.6493,-2.0813
243.180,-0.325,0.418,,,,1.8326,-2.6049
243.200,-0.286,0.360,,,,1.9766,-3.0892
243.220,-0.245,0.294,,,,2.0944,-3.5081
243.240,-0.203,0.218,,,,2.1860,-3.8615
243.260,-0.157,0.138,,,,2.2515,-4.1495
243.280,-0.112,0.052,,,,2.2646,-4.3721
243.300,-0.066,-0.038,,,,2.2384,-4.5160
243.320,-0.022,-0.130,,,,2.1991,-4.5815
243.340,0.022,-0.221,,,,2.1337,-4.5815
243.360,0.064,-0.314,,,,2.0289,-4.5160
243.380,0.104,-0.404,,,,1.8719,-4.3982
243.400,0.140,-0.490,,,,1.6886,-4.2150
243.420,0.171,-0.573,,,,1.5053,-3.9794
243.440,0.199,-0.650,,,,1.3090,-3.6914
243.460,0.225,-0.721,,,,1.0865,-3.3510
243.480,0.243,-0.785,,,,0.8247,-2.9845
243.500,0.258,-0.840,,,,0.5498,-2.5656
243.520,0.265,-0.889,,,,0.2749,-2.1206
243.540,0.269,-0.925,0.3635,,,0.0000,-1.6624
243.560,0.265,-0.955,,,,-0.2618,-1.1781
243.580,0.258,-0.974,,,,-0.5105,-0.6807
243.600,0.245,-0.982,,,,-0.7592,-0.1702
243.620,0.228,-0.980,,,,-1.0079,0.3403
243.640,0.204,-0.969,,,,-1.2435,0.8508
243.660,0.178,-0.946,,,,-1.4661,1.3483
243.680,0.146,-0.914,,,,-1.6624,1.8326
243.700,0.110,-0.873,,,,-1.8326,2.2907
243.720,0.072,-0.822,,,,-1.9635,2.7358
243.740,0.031,-0.763,,,,-2.0682,3.1416
243.760,-0.011,-0.696,,,,-2.1468,3.4950
243.780,-0.055,-0.622,,,,-2.1991,3.8092
243.800,-0.099,-0.543,,,,-2.2253,4.0841
243.820,-0.145,-0.459,,,,-2.2253,4.3066
243.840,-0.188,-0.369,,,,-2.1860,4.4637
243.860,-0.232,-0.280,,,,-2.1075,4.5553
243.880,-0.273,-0.187,,,,-2.0028,4.6077
243.900,-0.313,-0.094,,,,-1.8588,4.5946
243.920,-0.349,-0.002,,,,-1.7017,4.4768
243.940,-0.380,0.086,,,,-1.5184,4.2804
243.960,-0.410,0.170,,,,-1.3090,4.0317
243.980,-0.434,0.248,,,,-1.0734,3.7306
244.000,-0.452,0.320,,,,-0.8116,3.3510
244.020,-0.467,0.383,,,,-0.5498,2.9060
244.040,-0.474,0.437,,,,-0.2880,2.4086
244.060,-0.478,0.481,,,,-0.0262,1.8719
244.080,-0.476,0.512,,,,0.2487,1.2959
244.100,-0.468,0.533,,,,0.5236,0.7069
244.120,-0.454,0.540,,0.9615,0.9671,0.7854,0.1047
244.140,-0.437,0.537,,,,1.0472,-0.5236
244.160,-0.413,0.520,,,,1.2959,-1.1519
244.180,-0.383,0.490,,,,1.5184,-1.7541
244.200,-0.352,0.449,,,,1.7017,-2.2907
244.220,-0.316,0.397,,,,1.8719,-2.7882
244.240,-0.276,0.338,,,,2.0289,-3.2332
244.260,-0.234,0.267,,,,2.1337,-3.6128
244.280,-0.190,0.192,,,,2.1991,-3.9401
244.300,-0.146,0.110,,,,2.2384,-4.2019
244.320,-0.101,0.022,,,,2.2646,-4.3982
244.340,-0.055,-0.068,,,,2.2515,-4.5160
244.360,-0.009,-0.159,,,,2.1860,-4.5815
244.380,0.033,-0.251,,,,2.0944,-4.5815
244.400,0.074,-0.344,,,,1.9766,-4.4899
244.420,0.113,-0.432,,,,1.8326,-4.3328
244.440,0.148,-0.517,,,,1.6493,-4.1364
244.460,0.179,-0.598,,,,1.4530,-3.8877
244.480,0.206,-0.674,,,,1.2435,-3.5736
244.500,0.229,-0.741,,,,1.0079,-3.2201
244.520,0.247,-0.803,,,,0.7461,-2.8405
244.540,0.259,-0.856,,,,0.4712,-2.4347
244.560,0.265,-0.900,,,,0.2094,-1.9897
244.580,0.267,-0.936,0.3622,,,-0.0524,-1.5184
244.600,0.264,-0.961,,,,-0.3142,-1.0341
244.620,0.254,-0.977,,,,-0.5890,-0.5367
244.640,0.240,-0.983,,,,-0.8508,-0.0262
244.660,0.220,-0.979,,,,-1.0865,0.4974
244.680,0.196,-0.963,,,,-1.3090,1.0079
244.700,0.168,-0.938,,,,-1.5184,1.5053
244.720,0.135,-0.903,,,,-1.7017,1.9766
244.740,0.099,-0.858,,,,-1.8457,2.4216
244.760,0.061,-0.806,,,,-1.9766,2.8274
244.780,0.020,-0.745,,,,-2.0944,3.2201
244.800,-0.024,-0.677,,,,-2.1729,3.5867
244.820,-0.068,-0.600,,,,-2.2122,3.8877
244.840,-0.112,-0.520,,,,-2.2253,4.1233
244.860,-0.157,-0.435,,,,-2.2122,4.3066
244.880,-0.201,-0.347,,,,-2.1598,4.4637
244.900,-0.243,-0.256,,,,-2.0682,4.5684
244.920,-0.284,-0.163,,,,-1.9635,4.6077
244.940,-0.322,-0.071,,,,-1.8326,4.5684
244.960,-0.358,0.020,,,,-1.6624,4.4375
244.980,-0.390,0.108,,,,-1.4530,4.2150
245.000,-0.416,0.190,,,,-1.2305,3.9270
245.020,-0.438,0.265,,,,-1.0079,3.5997
245.040,-0.457,0.335,,,,-0.7592,3.2332
245.060,-0.470,0.396,,,,-0.4843,2.8013
245.080,-0.476,0.448,,,,-0.2094,2.3038
245.100,-0.478,0.489,,,,0.0524,1.7541
245.120,-0.474,0.518,,,,0.3272,1.1650
245.140,-0.465,0.536,,,,0.6021,0.5629
245.160,-0.449,0.540,,0.9615,0.9656,0.8639,-0.0393
245.180,-0.430,0.534,,,,1.1126,-0.6545
245.200,-0.405,0.515,,,,1.3483,-1.2697
245.220,-0.375,0.482,,,,1.5708,-1.8588
245.240,-0.342,0.440,,,,1.7541,-2.3955
245.260,-0.305,0.386,,,,1.9111,-2.8798
245.280,-0.265,0.324,,,,2.0420,-3.3118
245.300,-0.223,0.253,,,,2.1468,-3.6783
245.320,-0.179,0.176,,,,2.2253,-3.9924
245.340,-0.134,0.093,,,,2.2646,-4.2542
245.360,-0.088,0.005,,,,2.2777,-4.4506
245.380,-0.042,-0.086,,,,2.2515,-4.5684
245.400,0.003,-0.179,,,,2.1860,-4.6077
245.420,0.046,-0.272,,,,2.0813,-4.5684
245.440,0.086,-0.363,,,,1.9504,-4.4637
245.460,0.124,-0.451,,,,1.7933,-4.3066
245.480,0.159,-0.536,,,,1.6101,-4.0972
245.500,0.188,-0.616,,,,1.4006,-3.8354
245.520,0.215,-0.690,,,,1.1781,-3.5212
245.540,0.236,-0.757,,,,0.9425,-3.1547
245.560,0.253,-0.817,,,,0.6807,-2.7620
245.580,0.264,-0.867,,,,0.4058,-2.3300
245.600,0.269,-0.911,0.3706,,,0.1309,-1.8719
245.620,0.269,-0.942,,,,-0.1309,-1.4006
245.640,0.264,-0.966,,,,-0.3927,-0.9163
245.660,0.253,-0.980,,,,-0.6545,-0.4320
245.680,0.237,-0.983,,,,-0.9032,0.0916
245.700,0.217,-0.977,,,,-1.1388,0.6152
245.720,0.192,-0.958,,,,-1.3614,1.1257
245.740,0.162,-0.931,,,,-1.5708,1.6232
245.760,0.129,-0.894,,,,-1.7541,2.0944
245.780,0.091,-0.847,,,,-1.8980,2.5395
245.800,0.052,-0.792,,,,-2.0159,2.9452
245.820,0.011,-0.729,,,,-2.1206,3.3249
245.840,-0.033,-0.658,,,,-2.1991,3.6783
245.860,-0.079,-0.581,,,,-2.2384,3.9663
245.880,-0.123,-0.498,,,,-2.2384,4.1888
245.900,-0.168,-0.413,,,,-2.2122,4.3721
245.920,-0.212,-0.324,,,,-2.1468,4.5030
245.940,-0.254,-0.231,,,,-2.0420,4.5815
245.960,-0.294,-0.140,,,,-1.9242,4.5684
245.980,-0.331,-0.047,,,,-1.7933,4.5030
246.000,-0.366,0.041,,,,-1.6232,4.3851
246.020,-0.397,0.129,,,,-1.4137,4.1757
246.040,-0.423,0.210,,,,-1.1912,3.8877
246.060,-0.445,0.284,,,,-0.9556,3.5212
246.080,-0.462,0.352,,,,-0.7069,3.1285
246.100,-0.473,0.410,,,,-0.4320,2.6834
246.120,-0.479,0.460,,,,-0.1571,2.1598
246.140,-0.479,0.498,,,,0.1178,1.5970
246.160,-0.474,0.523,,,,0.4058,1.0210
246.180,-0.463,0.539,,,,0.6807,0.4320
246.200,-0.446,0.542,,0.9615,0.9657,0.9425,-0.1833
246.220,-0.426,0.531,,,,1.1781,-0.8116
246.240,-0.399,0.509,,,,1.4006,-1.4137
246.260,-0.369,0.474,,,,1.6101,-1.9766
246.280,-0.335,0.429,,,,1.7933,-2.5002
246.300,-0.297,0.374,,,,1.9504,-2.9714
246.320,-0.256,0.309,,,,2.0813,-3.4034
246.340,-0.214,0.237,,,,2.1860,-3.7699
246.360,-0.168,0.157,,,,2.2515,-4.0710
246.380,-0.123,0.074,,,,2.2777,-4.3066
246.400,-0.077,-0.016,,,,2.2646,-4.4637
246.420,-0.031,-0.107,,,,2.2253,-4.5422
246.440,0.013,-0.198,,,,2.1598,-4.5553
246.460,0.055,-0.289,,,,2.0551,-4.5160
246.480,0.096,-0.380,,,,1.9242,-4.4244
246.500,0.132,-0.467,,,,1.7671,-4.2673
246.520,0.167,-0.551,,,,1.5839,-4.0448
246.540,0.196,-0.630,,,,1.3744,-3.7699
246.560,0.221,-0.702,,,,1.1257,-3.4427
246.580,0.242,-0.768,,,,0.8770,-3.0761
246.600,0.256,-0.826,,,,0.6283,-2.6704
246.620,0.267,-0.875,,,,0.3665,-2.2384
246.640,0.272,-0.916,0.3667,,,0.0916,-1.7933
246.660,0.270,-0.947,,,,-0.1963,-1.3221
246.680,0.264,-0.969,,,,-0.4581,-0.8378
246.700,0.251,-0.980,,,,-0.7069,-0.3403
246.720,0.236,-0.983,,,,-0.9556,0.1702
246.740,0.214,-0.974,,,,-1.1912,0.6938
246.760,0.187,-0.955,,,,-1.4137,1.2043
246.780,0.157,-0.925,,,,-1.6101,1.6755
246.800,0.123,-0.888,,,,-1.7802,2.1337
246.820,0.085,-0.840,,,,-1.9242,2.5656
246.840,0.046,-0.784,,,,-2.0420,2.9714
246.860,0.003,-0.721,,,,-2.1468,3.3510
246.880,-0.041,-0.650,,,,-2.2253,3.6914
246.900,-0.086,-0.572,,,,-2.2515,3.9794
246.920,-0.132,-0.490,,,,-2.2384,4.2019
246.940,-0.176,-0.404,,,,-2.1991,4.3721
246.960,-0.220,-0.314,,,,-2.1468,4.5030
246.980,-0.262,-0.223,,,,-2.0682,4.5815
247.000,-0.303,-0.130,,,,-1.9373,4.5684
247.020,-0.341,-0.038,,,,-1.7671,4.4899
247.040,-0.374,0.049,,,,-1.5839,4.3459
247.060,-0.404,0.137,,,,-1.3875,4.1364
247.080,-0.430,0.217,,,,-1.1650,3.8485
247.100,-0.451,0.291,,,,-0.9163,3.4819
247.120,-0.467,0.357,,,,-0.6676,3.0761
247.140,-0.478,0.415,,,,-0.4058,2.6311
247.160,-0.484,0.462,,,,-0.1309,2.1337
247.180,-0.482,0.501,,,,0.1571,1.5708
247.200,-0.478,0.526,,,,0.4451,0.9687
247.220,-0.465,0.539,,,,0.7199,0.3534
247.240,-0.448,0.540,,0.9615,0.9630,0.9817,-0.2487
247.260,-0.426,0.529,,,,1.2174,-0.8508
247.280,-0.399,0.506,,,,1.4399,-1.4399
247.300,-0.368,0.471,,,,1.6493,-2.0028
247.320,-0.333,0.426,,,,1.8326,-2.5395
247.340,-0.294,0.369,,,,1.9897,-3.0369
247.360,-0.253,0.303,,,,2.1075,-3.4558
247.380,-0.209,0.229,,,,2.1991,-3.8092
247.400,-0.165,0.151,,,,2.2646,-4.0972
247.420,-0.118,0.064,,,,2.2907,-4.3197
247.440,-0.072,-0.024,,,,2.2777,-4.4768
247.460,-0.027,-0.115,,,,2.2253,-4.5553
247.480,0.017,-0.207,,,,2.1598,-4.5684
247.500,0.060,-0.298,,,,2.0682,-4.5030
