"Time (s) Run #16","Angle, Ch P1 (rad) Run #16","Angle, Ch P2 (rad) Run #16","AngleAmp (rad) Run #16","DrivingFrequency (Hz) Run #16","freq (Hz) Run #16","AngVel (rad/s) Run #16","DriverAngleVel (rad/s) Run #16"
205.040,-0.270,0.652,,,,-1.9504,4.8564
205.060,-0.309,0.749,,,,-1.8326,4.7255
205.080,-0.344,0.844,,,,-1.6886,4.5160
205.100,-0.377,0.930,,,,-1.5053,4.2281
205.120,-0.405,1.013,,,,-1.2959,3.8746
205.140,-0.429,1.087,,,,-1.0472,3.4427
205.160,-0.448,1.151,,,,-0.7985,2.9191
205.180,-0.460,1.205,,,,-0.5367,2.3431
205.200,-0.470,1.246,,,,-0.2618,1.7148
205.220,-0.471,1.274,,,,0.0131,1.0603
205.240,-0.468,1.288,,,,0.2880,0.3796
205.260,-0.460,1.290,,1.0204,1.0261,0.5498,-0.3142
205.280,-0.446,1.275,,,,0.8116,-1.0079
205.300,-0.427,1.249,,,,1.0603,-1.6886
205.320,-0.404,1.208,,,,1.2959,-2.3169
205.340,-0.375,1.155,,,,1.5184,-2.8929
205.360,-0.342,1.092,,,,1.7017,-3.3903
205.380,-0.306,1.018,,,,1.8457,-3.8354
205.400,-0.269,0.938,,,,1.9635,-4.2150
205.420,-0.228,0.848,,,,2.0551,-4.5030
205.440,-0.185,0.756,,,,2.1075,-4.7124
205.460,-0.143,0.660,,,,2.1206,-4.8302
205.480,-0.101,0.561,,,,2.1075,-4.8695
205.500,-0.058,0.463,,,,2.0682,-4.8302
205.520,-0.017,0.368,,,,1.9897,-4.7124
205.540,0.022,0.273,,,,1.8719,-4.5291
205.560,0.058,0.185,,,,1.7279,-4.2673
205.580,0.091,0.102,,,,1.5577,-3.9401
205.600,0.121,0.027,,,,1.3614,-3.5736
205.620,0.146,-0.041,,,,1.1388,-3.1547
205.640,0.167,-0.101,,,,0.8901,-2.6965
205.660,0.182,-0.149,,,,0.6283,-2.1860
205.680,0.192,-0.188,,,,0.3665,-1.6493
205.700,0.196,-0.215,0.3256,,,0.1047,-1.0996
205.720,0.196,-0.232,,,,-0.1702,-0.5367
205.740,0.190,-0.237,,,,-0.4451,0.0393
205.760,0.178,-0.231,,,,-0.7069,0.6283
205.780,0.162,-0.212,,,,-0.9425,1.1912
205.800,0.140,-0.182,,,,-1.1781,1.7279
205.820,0.115,-0.143,,,,-1.4006,2.2515
205.840,0.083,-0.093,,,,-1.5839,2.7620
205.860,0.050,-0.031,,,,-1.7410,3.2332
205.880,0.014,0.038,,,,-1.8719,3.6390
205.900,-0.025,0.115,,,,-1.9897,3.9924
205.920,-0.066,0.198,,,,-2.0682,4.3066
205.940,-0.108,0.287,,,,-2.1075,4.5553
205.960,-0.151,0.382,,,,-2.1206,4.7386
205.980,-0.193,0.478,,,,-2.1075,4.8564
206.000,-0.236,0.576,,,,-2.0551,4.8826
206.020,-0.276,0.675,,,,-1.9504,4.8171
206.040,-0.314,0.770,,,,-1.8064,4.6600
206.060,-0.349,0.862,,,,-1.6362,4.4506
206.080,-0.380,0.949,,,,-1.4530,4.1626
206.100,-0.407,1.030,,,,-1.2435,3.7699
206.120,-0.430,1.101,,,,-1.0210,3.3118
206.140,-0.448,1.162,,,,-0.7723,2.7882
206.160,-0.462,1.214,,,,-0.4974,2.2122
206.180,-0.468,1.252,,,,-0.2225,1.5839
206.200,-0.470,1.277,,,,0.0524,0.9163
206.220,-0.467,1.290,,1.0417,1.0256,0.3142,0.2356
206.240,-0.457,1.286,,,,0.5890,-0.4581
206.260,-0.443,1.271,,,,0.8639,-1.1519
206.280,-0.423,1.241,,,,1.1126,-1.8195
206.300,-0.397,1.197,,,,1.3352,-2.4478
206.320,-0.369,1.142,,,,1.5315,-3.0107
206.340,-0.336,1.076,,,,1.7017,-3.4950
206.360,-0.300,1.001,,,,1.8457,-3.9139
206.380,-0.262,0.919,,,,1.9635,-4.2673
206.400,-0.221,0.829,,,,2.0551,-4.5553
206.420,-0.179,0.735,,,,2.1075,-4.7517
206.440,-0.137,0.638,,,,2.1206,-4.8433
206.460,-0.094,0.540,,,,2.1075,-4.8564
206.480,-0.052,0.443,,,,2.0551,-4.7909
206.500,-0.011,0.347,,,,1.9635,-4.6600
206.520,0.027,0.256,,,,1.8326,-4.4506
206.540,0.063,0.168,,,,1.6755,-4.1888
206.560,0.094,0.088,,,,1.5053,-3.8615
206.580,0.123,0.013,,,,1.3090,-3.4819
206.600,0.148,-0.052,,,,1.0865,-3.0631
206.620,0.167,-0.110,,,,0.8378,-2.5918
206.640,0.181,-0.157,,,,0.5760,-2.0813
206.660,0.190,-0.193,,,,0.3142,-1.5446
206.680,0.193,-0.218,0.3217,,,0.0524,-1.0079
206.700,0.192,-0.234,,,,-0.2094,-0.4451
206.720,0.185,-0.237,,,,-0.4712,0.1440
206.740,0.173,-0.228,,,,-0.7461,0.7330
206.760,0.156,-0.207,,,,-1.0079,1.2959
206.780,0.132,-0.176,,,,-1.2305,1.8326
206.800,0.105,-0.134,,,,-1.4268,2.3431
206.820,0.075,-0.082,,,,-1.5970,2.8274
206.840,0.041,-0.020,,,,-1.7541,3.2856
206.860,0.005,0.050,,,,-1.8980,3.7045
206.880,-0.035,0.129,,,,-2.0028,4.0710
206.900,-0.077,0.214,,,,-2.0682,4.3590
206.920,-0.118,0.305,,,,-2.0944,4.5815
206.940,-0.160,0.397,,,,-2.0944,4.7386
206.960,-0.203,0.495,,,,-2.0682,4.8564
206.980,-0.243,0.592,,,,-2.0028,4.8957
207.000,-0.283,0.693,,,,-1.9111,4.8171
207.020,-0.320,0.787,,,,-1.7802,4.6339
207.040,-0.355,0.878,,,,-1.6101,4.3851
207.060,-0.385,0.963,,,,-1.4137,4.0841
207.080,-0.412,1.043,,,,-1.2043,3.7045
207.100,-0.434,1.112,,,,-0.9687,3.2463
207.120,-0.451,1.173,,,,-0.7069,2.7096
207.140,-0.462,1.222,,,,-0.4320,2.1075
207.160,-0.468,1.258,,,,-0.1571,1.4530
207.180,-0.468,1.280,,,,0.1047,0.7854
207.200,-0.463,1.290,,1.0204,1.0240,0.3796,0.1178
207.220,-0.454,1.285,,,,0.6545,-0.5629
207.240,-0.437,1.268,,,,0.9163,-1.2566
207.260,-0.416,1.235,,,,1.1519,-1.9242
207.280,-0.391,1.189,,,,1.3614,-2.5395
207.300,-0.361,1.133,,,,1.5708,-3.0892
207.320,-0.328,1.065,,,,1.7541,-3.5736
207.340,-0.291,0.988,,,,1.8980,-3.9794
207.360,-0.251,0.905,,,,2.0028,-4.3197
207.380,-0.210,0.815,,,,2.0682,-4.5946
207.400,-0.168,0.719,,,,2.1075,-4.7778
207.420,-0.126,0.622,,,,2.1206,-4.8564
207.440,-0.083,0.525,,,,2.0944,-4.8564
207.460,-0.041,0.427,,,,2.0289,-4.7909
207.480,-0.002,0.331,,,,1.9242,-4.6469
207.500,0.036,0.240,,,,1.7933,-4.4244
207.520,0.071,0.154,,,,1.6493,-4.1364
207.540,0.102,0.074,,,,1.4792,-3.7961
207.560,0.130,0.002,,,,1.2697,-3.4034
207.580,0.154,-0.063,,,,1.0341,-2.9714
207.600,0.171,-0.118,,,,0.7854,-2.5002
207.620,0.185,-0.163,,,,0.5236,-2.0028
207.640,0.193,-0.198,,,,0.2618,-1.4661
207.660,0.195,-0.223,0.3228,,,-0.0131,-0.9032
207.680,0.193,-0.234,,,,-0.2749,-0.3272
207.700,0.184,-0.236,,,,-0.5367,0.2487
207.720,0.171,-0.225,,,,-0.7985,0.8116
207.740,0.152,-0.203,,,,-1.0341,1.3744
207.760,0.129,-0.170,,,,-1.2697,1.9111
207.780,0.102,-0.126,,,,-1.4792,2.4216
207.800,0.069,-0.072,,,,-1.6624,2.9060
207.820,0.035,-0.009,,,,-1.8064,3.3510
207.840,-0.003,0.063,,,,-1.9242,3.7568
207.860,-0.042,0.141,,,,-2.0289,4.1103
207.880,-0.085,0.228,,,,-2.0944,4.3982
207.900,-0.127,0.319,,,,-2.1206,4.6208
207.920,-0.170,0.413,,,,-2.1075,4.7648
207.940,-0.212,0.511,,,,-2.0682,4.8433
207.960,-0.253,0.608,,,,-1.9897,4.8564
207.980,-0.292,0.705,,,,-1.8850,4.7648
208.000,-0.328,0.801,,,,-1.7541,4.5946
208.020,-0.363,0.889,,,,-1.5839,4.3459
208.040,-0.393,0.975,,,,-1.3875,4.0317
208.060,-0.418,1.052,,,,-1.1650,3.6390
208.080,-0.440,1.122,,,,-0.9294,3.1416
208.100,-0.456,1.180,,,,-0.6676,2.6049
208.120,-0.467,1.225,,,,-0.3927,2.0289
208.140,-0.471,1.261,,,,-0.1309,1.4006
208.160,-0.471,1.283,,,,0.1440,0.7330
208.180,-0.467,1.290,,1.0204,1.0228,0.4189,0.0262
208.200,-0.454,1.285,,,,0.6938,-0.6676
208.220,-0.438,1.263,,,,0.9556,-1.3483
208.240,-0.416,1.230,,,,1.1912,-1.9897
208.260,-0.390,1.183,,,,1.4137,-2.5787
208.280,-0.360,1.126,,,,1.6101,-3.1285
208.300,-0.325,1.057,,,,1.7802,-3.6128
208.320,-0.287,0.980,,,,1.9242,-4.0186
208.340,-0.248,0.895,,,,2.0289,-4.3459
208.360,-0.206,0.806,,,,2.1075,-4.6077
208.380,-0.163,0.710,,,,2.1468,-4.7778
208.400,-0.119,0.613,,,,2.1468,-4.8564
208.420,-0.077,0.515,,,,2.1075,-4.8433
208.440,-0.035,0.418,,,,2.0289,-4.7648
208.460,0.005,0.324,,,,1.9242,-4.6077
208.480,0.042,0.232,,,,1.7933,-4.3851
208.500,0.077,0.148,,,,1.6493,-4.1103
208.520,0.108,0.068,,,,1.4661,-3.7699
208.540,0.137,-0.005,,,,1.2566,-3.3772
208.560,0.159,-0.068,,,,1.0210,-2.9322
208.580,0.178,-0.123,,,,0.7723,-2.4609
208.600,0.190,-0.167,,,,0.5105,-1.9504
208.620,0.198,-0.201,,,,0.2356,-1.4137
208.640,0.199,-0.223,0.3285,,,-0.0262,-0.8639
208.660,0.196,-0.236,,,,-0.2880,-0.3011
208.680,0.188,-0.236,,,,-0.5498,0.2749
208.700,0.174,-0.225,,,,-0.8247,0.8508
208.720,0.156,-0.201,,,,-1.0865,1.4137
208.740,0.130,-0.168,,,,-1.3090,1.9635
208.760,0.102,-0.123,,,,-1.5053,2.4740
208.780,0.071,-0.068,,,,-1.6755,2.9583
208.800,0.035,-0.005,,,,-1.8326,3.3772
208.820,-0.003,0.069,,,,-1.9504,3.7699
208.840,-0.044,0.146,,,,-2.0420,4.1103
208.860,-0.085,0.234,,,,-2.1075,4.3982
208.880,-0.129,0.324,,,,-2.1337,4.6339
208.900,-0.171,0.419,,,,-2.1337,4.7778
208.920,-0.214,0.517,,,,-2.0944,4.8564
208.940,-0.256,0.614,,,,-2.0159,4.8564
208.960,-0.295,0.712,,,,-1.8980,4.7778
208.980,-0.331,0.807,,,,-1.7541,4.6077
209.000,-0.366,0.897,,,,-1.5970,4.3459
209.020,-0.396,0.982,,,,-1.4006,4.0186
209.040,-0.423,1.059,,,,-1.1650,3.5997
209.060,-0.443,1.128,,,,-0.9163,3.1023
209.080,-0.459,1.183,,,,-0.6545,2.5525
209.100,-0.470,1.230,,,,-0.3927,1.9635
209.120,-0.474,1.263,,,,-0.1178,1.3483
209.140,-0.474,1.283,,,,0.1571,0.6807
209.160,-0.468,1.291,,1.0204,1.0226,0.4320,0.0000
209.180,-0.457,1.283,,,,0.7069,-0.7069
209.200,-0.440,1.263,,,,0.9687,-1.4006
209.220,-0.418,1.227,,,,1.2174,-2.0551
209.240,-0.391,1.180,,,,1.4399,-2.6442
209.260,-0.360,1.120,,,,1.6232,-3.1678
209.280,-0.325,1.052,,,,1.7802,-3.6390
209.300,-0.289,0.974,,,,1.9111,-4.0317
209.320,-0.248,0.889,,,,2.0289,-4.3590
209.340,-0.207,0.800,,,,2.1075,-4.6077
209.360,-0.163,0.704,,,,2.1468,-4.7778
209.380,-0.121,0.606,,,,2.1468,-4.8564
209.400,-0.077,0.509,,,,2.1075,-4.8433
209.420,-0.036,0.412,,,,2.0420,-4.7648
209.440,0.005,0.317,,,,1.9373,-4.6077
209.460,0.042,0.226,,,,1.8064,-4.3721
209.480,0.077,0.141,,,,1.6493,-4.0841
209.500,0.108,0.063,,,,1.4661,-3.7437
209.520,0.137,-0.009,,,,1.2566,-3.3510
209.540,0.159,-0.072,,,,1.0210,-2.8929
209.560,0.178,-0.126,,,,0.7723,-2.4086
209.580,0.190,-0.168,,,,0.5105,-1.9111
209.600,0.198,-0.203,,,,0.2356,-1.3875
209.620,0.199,-0.225,0.3293,,,-0.0393,-0.8378
209.640,0.196,-0.236,,,,-0.3142,-0.2618
209.660,0.187,-0.236,,,,-0.5760,0.3142
209.680,0.173,-0.223,,,,-0.8247,0.8901
209.700,0.154,-0.199,,,,-1.0603,1.4399
209.720,0.130,-0.165,,,,-1.2959,1.9635
209.740,0.102,-0.121,,,,-1.5053,2.4740
209.760,0.069,-0.066,,,,-1.6886,2.9583
209.780,0.035,-0.002,,,,-1.8326,3.4034
209.800,-0.005,0.071,,,,-1.9504,3.7961
209.820,-0.044,0.151,,,,-2.0420,4.1495
209.840,-0.086,0.237,,,,-2.0944,4.4244
209.860,-0.129,0.330,,,,-2.1206,4.6208
209.880,-0.171,0.423,,,,-2.1206,4.7517
209.900,-0.214,0.520,,,,-2.0944,4.8302
209.920,-0.256,0.617,,,,-2.0159,4.8433
209.940,-0.295,0.715,,,,-1.8980,4.7648
209.960,-0.331,0.809,,,,-1.7541,4.5946
209.980,-0.366,0.900,,,,-1.5839,4.3459
210.000,-0.396,0.983,,,,-1.3744,4.0055
210.020,-0.421,1.062,,,,-1.1388,3.5867
210.040,-0.441,1.128,,,,-0.9032,3.1023
210.060,-0.457,1.186,,,,-0.6545,2.5525
210.080,-0.468,1.232,,,,-0.3927,1.9504
210.100,-0.473,1.264,,,,-0.1178,1.3090
210.120,-0.473,1.283,,,,0.1702,0.6545
210.140,-0.467,1.291,,1.0204,1.0205,0.4451,-0.0262
210.160,-0.454,1.283,,,,0.7069,-0.7199
210.180,-0.438,1.261,,,,0.9556,-1.4137
210.200,-0.416,1.227,,,,1.2043,-2.0551
210.220,-0.390,1.178,,,,1.4399,-2.6573
210.240,-0.358,1.120,,,,1.6362,-3.1940
210.260,-0.324,1.049,,,,1.7933,-3.6521
210.280,-0.286,0.972,,,,1.9242,-4.0317
210.300,-0.247,0.888,,,,2.0289,-4.3459
210.320,-0.204,0.798,,,,2.1075,-4.5946
210.340,-0.162,0.702,,,,2.1468,-4.7648
210.360,-0.118,0.606,,,,2.1468,-4.8433
210.380,-0.075,0.507,,,,2.1075,-4.8433
210.400,-0.033,0.412,,,,2.0289,-4.7648
210.420,0.006,0.316,,,,1.9242,-4.6077
210.440,0.044,0.226,,,,1.7933,-4.3851
210.460,0.079,0.140,,,,1.6362,-4.0841
210.480,0.110,0.061,,,,1.4530,-3.7306
210.500,0.137,-0.009,,,,1.2435,-3.3379
210.520,0.160,-0.072,,,,1.0079,-2.9060
210.540,0.178,-0.127,,,,0.7592,-2.4216
210.560,0.190,-0.170,,,,0.4974,-1.8980
210.580,0.198,-0.203,,,,0.2356,-1.3614
210.600,0.199,-0.225,0.3285,,,-0.0393,-0.8247
210.620,0.196,-0.236,,,,-0.3142,-0.2618
210.640,0.187,-0.236,,,,-0.5890,0.3142
210.660,0.173,-0.223,,,,-0.8508,0.8901
210.680,0.152,-0.199,,,,-1.0865,1.4399
210.700,0.129,-0.165,,,,-1.2959,1.9635
210.720,0.101,-0.121,,,,-1.4923,2.4740
210.740,0.069,-0.066,,,,-1.6755,2.9583
210.760,0.033,-0.002,,,,-1.8326,3.4165
210.780,-0.005,0.071,,,,-1.9635,3.8092
210.800,-0.046,0.152,,,,-2.0551,4.1364
210.820,-0.088,0.237,,,,-2.1206,4.4113
210.840,-0.130,0.328,,,,-2.1468,4.6208
210.860,-0.174,0.424,,,,-2.1337,4.7648
210.880,-0.217,0.520,,,,-2.0813,4.8433
210.900,-0.258,0.617,,,,-1.9897,4.8302
210.920,-0.297,0.716,,,,-1.8850,4.7517
210.940,-0.333,0.807,,,,-1.7541,4.5815
210.960,-0.368,0.900,,,,-1.5839,4.3328
210.980,-0.397,0.983,,,,-1.3875,4.0055
211.000,-0.423,1.060,,,,-1.1650,3.5867
211.020,-0.445,1.128,,,,-0.9163,3.1023
211.040,-0.460,1.186,,,,-0.6414,2.5395
211.060,-0.470,1.230,,,,-0.3665,1.9373
211.080,-0.474,1.263,,,,-0.1047,1.3221
211.100,-0.474,1.283,,,,0.1702,0.6807
211.120,-0.468,1.291,,1.0204,1.0203,0.4581,-0.0131
211.140,-0.456,1.283,,,,0.7330,-0.7199
211.160,-0.438,1.261,,,,0.9817,-1.4137
211.180,-0.416,1.227,,,,1.2174,-2.0551
211.200,-0.390,1.178,,,,1.4399,-2.6573
211.220,-0.358,1.120,,,,1.6362,-3.2070
211.240,-0.324,1.049,,,,1.7933,-3.6783
211.260,-0.286,0.971,,,,1.9242,-4.0579
211.280,-0.247,0.886,,,,2.0289,-4.3590
211.300,-0.204,0.796,,,,2.1075,-4.5946
211.320,-0.162,0.701,,,,2.1468,-4.7648
211.340,-0.118,0.605,,,,2.1468,-4.8433
211.360,-0.075,0.506,,,,2.1075,-4.8302
211.380,-0.033,0.410,,,,2.0289,-4.7517
211.400,0.006,0.316,,,,1.9242,-4.5946
211.420,0.044,0.225,,,,1.7933,-4.3721
211.440,0.079,0.140,,,,1.6493,-4.0710
211.460,0.110,0.061,,,,1.4661,-3.7176
211.480,0.138,-0.009,,,,1.2435,-3.3379
211.500,0.160,-0.072,,,,1.0079,-2.9060
211.520,0.178,-0.127,,,,0.7592,-2.4216
211.540,0.192,-0.170,,,,0.4974,-1.8980
211.560,0.198,-0.203,,,,0.2225,-1.3614
211.580,0.199,-0.225,0.3293,,,-0.0524,-0.8247
211.600,0.196,-0.236,,,,-0.3142,-0.2618
211.620,0.187,-0.236,,,,-0.5760,0.3142
211.640,0.173,-0.223,,,,-0.8247,0.8901
211.660,0.154,-0.199,,,,-1.0603,1.4530
211.680,0.130,-0.165,,,,-1.2959,1.9897
211.700,0.102,-0.119,,,,-1.5184,2.5002
211.720,0.069,-0.064,,,,-1.7017,2.9714
211.740,0.033,-9.867E-15,,,,-1.8457,3.4034
211.760,-0.005,0.072,,,,-1.9504,3.7961
211.780,-0.046,0.152,,,,-2.0420,4.1364
211.800,-0.086,0.239,,,,-2.1075,4.4113
211.820,-0.130,0.330,,,,-2.1337,4.6208
211.840,-0.173,0.424,,,,-2.1337,4.7648
211.860,-0.215,0.522,,,,-2.0944,4.8433
211.880,-0.258,0.619,,,,-2.0159,4.8433
211.900,-0.297,0.716,,,,-1.8850,4.7517
211.920,-0.333,0.811,,,,-1.7410,4.5815
211.940,-0.366,0.900,,,,-1.5839,4.3197
211.960,-0.397,0.985,,,,-1.3875,3.9924
211.980,-0.423,1.060,,,,-1.1519,3.5736
212.000,-0.443,1.129,,,,-0.9032,3.0892
212.020,-0.459,1.184,,,,-0.6545,2.5525
212.040,-0.470,1.232,,,,-0.3927,1.9504
212.060,-0.474,1.264,,,,-0.1178,1.3090
212.080,-0.474,1.283,,,,0.1702,0.6414
212.100,-0.468,1.290,,1.0204,1.0193,0.4581,-0.0262
212.120,-0.456,1.283,,,,0.7330,-0.7069
212.140,-0.438,1.261,,,,0.9817,-1.4006
212.160,-0.416,1.227,,,,1.2174,-2.0551
212.180,-0.390,1.178,,,,1.4399,-2.6573
212.200,-0.358,1.120,,,,1.6362,-3.1940
212.220,-0.324,1.049,,,,1.7933,-3.6521
212.240,-0.286,0.972,,,,1.9242,-4.0317
212.260,-0.247,0.888,,,,2.0289,-4.3459
212.280,-0.204,0.798,,,,2.1075,-4.6077
212.300,-0.162,0.702,,,,2.1468,-4.7778
212.320,-0.118,0.605,,,,2.1468,-4.8433
212.340,-0.075,0.507,,,,2.1075,-4.8171
212.360,-0.033,0.412,,,,2.0289,-4.7386
212.380,0.006,0.317,,,,1.9242,-4.5946
212.400,0.044,0.226,,,,1.7933,-4.3721
212.420,0.079,0.141,,,,1.6493,-4.0710
212.440,0.110,0.063,,,,1.4661,-3.7176
212.460,0.138,-0.008,,,,1.2435,-3.3379
212.480,0.160,-0.071,,,,1.0079,-2.9191
212.500,0.178,-0.126,,,,0.7592,-2.4347
212.520,0.192,-0.170,,,,0.5105,-1.9111
212.540,0.198,-0.201,,,,0.2356,-1.3744
212.560,0.201,-0.225,0.3305,,,-0.0393,-0.8378
212.580,0.196,-0.236,,,,-0.3142,-0.2749
212.600,0.188,-0.236,,,,-0.5890,0.3011
212.620,0.173,-0.223,,,,-0.8378,0.8639
212.640,0.154,-0.201,,,,-1.0734,1.4137
212.660,0.130,-0.167,,,,-1.2959,1.9504
212.680,0.102,-0.123,,,,-1.5053,2.4609
212.700,0.069,-0.068,,,,-1.6886,2.9322
212.720,0.035,-0.005,,,,-1.8457,3.3772
212.740,-0.005,0.068,,,,-1.9635,3.7699
212.760,-0.046,0.148,,,,-2.0551,4.1103
212.780,-0.086,0.232,,,,-2.1075,4.3851
212.800,-0.130,0.324,,,,-2.1337,4.6077
212.820,-0.173,0.418,,,,-2.1337,4.7517
212.840,-0.215,0.515,,,,-2.0944,4.8302
212.860,-0.258,0.611,,,,-2.0289,4.8302
212.880,-0.297,0.710,,,,-1.9111,4.7517
212.900,-0.335,0.803,,,,-1.7541,4.5946
212.920,-0.368,0.894,,,,-1.5839,4.3328
212.940,-0.397,0.979,,,,-1.3875,4.0055
212.960,-0.424,1.054,,,,-1.1781,3.5997
212.980,-0.445,1.123,,,,-0.9294,3.1285
213.000,-0.462,1.181,,,,-0.6676,2.5918
213.020,-0.471,1.227,,,,-0.3927,2.0028
213.040,-0.478,1.261,,,,-0.1178,1.3744
213.060,-0.476,1.283,,,,0.1571,0.7199
213.080,-0.471,1.290,,1.0204,1.0178,0.4451,0.0393
213.100,-0.459,1.285,,,,0.7199,-0.6545
213.120,-0.441,1.264,,,,0.9817,-1.3483
213.140,-0.419,1.230,,,,1.2174,-2.0028
213.160,-0.393,1.183,,,,1.4399,-2.5787
213.180,-0.361,1.126,,,,1.6362,-3.1023
213.200,-0.327,1.059,,,,1.7933,-3.5867
213.220,-0.289,0.982,,,,1.9242,-4.0055
213.240,-0.250,0.897,,,,2.0420,-4.3328
213.260,-0.207,0.807,,,,2.1206,-4.5815
213.280,-0.163,0.713,,,,2.1598,-4.7517
213.300,-0.121,0.616,,,,2.1598,-4.8433
213.320,-0.077,0.518,,,,2.1337,-4.8302
213.340,-0.035,0.421,,,,2.0682,-4.7386
213.360,0.006,0.328,,,,1.9635,-4.5815
213.380,0.044,0.237,,,,1.8326,-4.3721
213.400,0.080,0.152,,,,1.6755,-4.1103
213.420,0.112,0.072,,,,1.4923,-3.7830
213.440,0.140,-1.034E-14,,,,1.2697,-3.3903
213.460,0.163,-0.064,,,,1.0341,-2.9452
213.480,0.181,-0.118,,,,0.7854,-2.4740
213.500,0.195,-0.163,,,,0.5367,-1.9766
213.520,0.203,-0.198,,,,0.2749,-1.4530
213.540,0.206,-0.221,0.3358,,,-0.0131,-0.9163
213.560,0.203,-0.234,,,,-0.3011,-0.3665
213.580,0.193,-0.237,,,,-0.5760,0.2094
213.600,0.179,-0.226,,,,-0.8247,0.7985
213.620,0.160,-0.204,,,,-1.0603,1.3614
213.640,0.137,-0.171,,,,-1.2828,1.8850
213.660,0.108,-0.129,,,,-1.4923,2.3955
213.680,0.077,-0.075,,,,-1.6755,2.8798
213.700,0.041,-0.013,,,,-1.8326,3.3118
213.720,0.003,0.058,,,,-1.9635,3.7045
213.740,-0.038,0.135,,,,-2.0682,4.0448
213.760,-0.080,0.221,,,,-2.1337,4.3459
213.780,-0.124,0.309,,,,-2.1598,4.5815
213.800,-0.167,0.405,,,,-2.1598,4.7386
213.820,-0.210,0.501,,,,-2.1206,4.8302
213.840,-0.253,0.598,,,,-2.0420,4.8302
213.860,-0.292,0.696,,,,-1.9242,4.7648
213.880,-0.330,0.790,,,,-1.7933,4.6208
213.900,-0.364,0.881,,,,-1.6362,4.3851
213.920,-0.396,0.968,,,,-1.4399,4.0579
213.940,-0.423,1.045,,,,-1.2174,3.6390
213.960,-0.445,1.114,,,,-0.9817,3.1809
213.980,-0.462,1.172,,,,-0.7330,2.6704
214.000,-0.474,1.222,,,,-0.4581,2.0944
214.020,-0.481,1.257,,,,-0.1702,1.4661
214.040,-0.481,1.280,,,,0.1178,0.8116
214.060,-0.476,1.290,,1.0204,1.0176,0.4058,0.1440
214.080,-0.465,1.286,,,,0.6807,-0.5498
214.100,-0.448,1.268,,,,0.9425,-1.2435
214.120,-0.427,1.236,,,,1.1781,-1.8980
214.140,-0.401,1.191,,,,1.4006,-2.4871
214.160,-0.371,1.136,,,,1.6101,-3.0238
214.180,-0.336,1.070,,,,1.7933,-3.5081
214.200,-0.298,0.994,,,,1.9373,-3.9270
214.220,-0.258,0.911,,,,2.0420,-4.2673
214.240,-0.217,0.823,,,,2.1206,-4.5291
214.260,-0.173,0.729,,,,2.1729,-4.7124
214.280,-0.129,0.633,,,,2.1860,-4.8171
214.300,-0.085,0.536,,,,2.1468,-4.8302
214.320,-0.042,0.438,,,,2.0813,-4.7778
214.340,-0.002,0.344,,,,1.9897,-4.6469
214.360,0.038,0.251,,,,1.8719,-4.4244
214.380,0.074,0.165,,,,1.7279,-4.1364
214.400,0.107,0.086,,,,1.5446,-3.8092
214.420,0.137,0.013,,,,1.3352,-3.4558
214.440,0.160,-0.053,,,,1.0996,-3.0500
214.460,0.181,-0.110,,,,0.8508,-2.5787
214.480,0.195,-0.157,,,,0.5890,-2.0682
214.500,0.204,-0.193,,,,0.3142,-1.5315
214.520,0.207,-0.218,0.3381,,,0.0393,-0.9948
214.540,0.206,-0.232,,,,-0.2356,-0.4581
214.560,0.198,-0.237,,,,-0.5105,0.1047
214.580,0.185,-0.229,,,,-0.7723,0.6807
214.600,0.167,-0.209,,,,-1.0210,1.2435
214.620,0.145,-0.179,,,,-1.2566,1.7671
214.640,0.116,-0.138,,,,-1.4661,2.2777
214.660,0.085,-0.088,,,,-1.6493,2.7751
214.680,0.050,-0.027,,,,-1.8064,3.2332
214.700,0.013,0.042,,,,-1.9504,3.6390
214.720,-0.028,0.119,,,,-2.0551,3.9794
214.740,-0.071,0.203,,,,-2.1206,4.2804
214.760,-0.113,0.291,,,,-2.1598,4.5291
214.780,-0.157,0.385,,,,-2.1729,4.7124
214.800,-0.201,0.481,,,,-2.1468,4.8171
214.820,-0.243,0.578,,,,-2.0682,4.8302
214.840,-0.284,0.675,,,,-1.9635,4.7648
214.860,-0.322,0.770,,,,-1.8326,4.6339
214.880,-0.358,0.861,,,,-1.6755,4.4375
214.900,-0.390,0.949,,,,-1.4923,4.1495
214.920,-0.418,1.029,,,,-1.2828,3.7568
214.940,-0.441,1.100,,,,-1.0472,3.2856
214.960,-0.460,1.161,,,,-0.7854,2.7751
214.980,-0.473,1.211,,,,-0.5105,2.2122
215.000,-0.481,1.250,,,,-0.2225,1.6101
215.020,-0.482,1.275,,,,0.0654,0.9687
215.040,-0.478,1.290,,1.0204,1.0160,0.3403,0.3011
215.060,-0.468,1.288,,,,0.6021,-0.3796
215.080,-0.454,1.274,,,,0.8639,-1.0734
215.100,-0.434,1.246,,,,1.1257,-1.7410
215.120,-0.408,1.203,,,,1.3614,-2.3562
215.140,-0.379,1.150,,,,1.5708,-2.9060
215.160,-0.346,1.087,,,,1.7541,-3.3903
215.180,-0.308,1.013,,,,1.9111,-3.8223
215.200,-0.269,0.933,,,,2.0289,-4.1757
215.220,-0.226,0.845,,,,2.1075,-4.4637
