"Time (s) Run #10","Angle, Ch P1 (rad) Run #10","Angle, Ch P2 (rad) Run #10","AngleAmp (rad) Run #10","DrivingFrequency (Hz) Run #10","freq (Hz) Run #10","AngVel (rad/s) Run #10","DriverAngleVel (rad/s) Run #10"
228.580,0.068,-0.554,,,,-1.0865,-0.1963
228.600,0.044,-0.553,,,,-1.2174,0.3403
228.620,0.019,-0.540,,,,-1.3352,0.8639
228.640,-0.009,-0.518,,,,-1.4399,1.3744
228.660,-0.039,-0.485,,,,-1.5184,1.8850
228.680,-0.071,-0.443,,,,-1.5577,2.3824
228.700,-0.102,-0.390,,,,-1.5708,2.8274
228.720,-0.134,-0.328,,,,-1.5708,3.2201
228.740,-0.165,-0.261,,,,-1.5708,3.5736
228.760,-0.196,-0.185,,,,-1.5446,3.9139
228.780,-0.228,-0.104,,,,-1.4792,4.2019
228.800,-0.256,-0.016,,,,-1.3875,4.4244
228.820,-0.283,0.074,,,,-1.2828,4.5815
228.840,-0.308,0.168,,,,-1.1650,4.6600
228.860,-0.330,0.262,,,,-1.0079,4.6600
228.880,-0.349,0.355,,,,-0.8378,4.5815
228.900,-0.363,0.446,,,,-0.6676,4.4506
228.920,-0.375,0.534,,,,-0.4843,4.2542
228.940,-0.383,0.617,,,,-0.2880,3.9924
228.960,-0.386,0.694,,,,-0.0916,3.6521
228.980,-0.386,0.765,,,,0.1047,3.2463
229.000,-0.383,0.825,,,,0.3011,2.7882
229.020,-0.374,0.877,,,,0.5105,2.2646
229.040,-0.363,0.917,,,,0.7069,1.6886
229.060,-0.346,0.944,,,,0.8770,1.0734
229.080,-0.327,0.960,,,,1.0472,0.4451
229.100,-0.305,0.963,,0.9804,0.9883,1.1912,-0.1963
229.120,-0.278,0.952,,,,1.3221,-0.8508
229.140,-0.251,0.928,,,,1.4268,-1.4792
229.160,-0.221,0.892,,,,1.5184,-2.0682
229.180,-0.190,0.845,,,,1.5970,-2.6049
229.200,-0.157,0.787,,,,1.6362,-3.0761
229.220,-0.124,0.721,,,,1.6493,-3.4950
229.240,-0.091,0.647,,,,1.6362,-3.8615
229.260,-0.058,0.565,,,,1.5970,-4.1757
229.280,-0.027,0.479,,,,1.5315,-4.4113
229.300,0.003,0.388,,,,1.4399,-4.5684
229.320,0.031,0.295,,,,1.3221,-4.6469
229.340,0.057,0.201,,,,1.1912,-4.6600
229.360,0.079,0.108,,,,1.0472,-4.5946
229.380,0.099,0.016,,,,0.8901,-4.4637
229.400,0.115,-0.071,,,,0.7069,-4.2804
229.420,0.127,-0.156,,,,0.4974,-4.0317
229.440,0.135,-0.234,,,,0.3011,-3.7176
229.460,0.138,-0.305,,,,0.1047,-3.3510
229.480,0.140,-0.368,0.2569,,,-0.0916,-2.9583
229.500,0.135,-0.424,,,,-0.3011,-2.5264
229.520,0.127,-0.470,,,,-0.4974,-2.0551
229.540,0.115,-0.506,,,,-0.6676,-1.5708
229.560,0.101,-0.533,,,,-0.8378,-1.0734
229.580,0.082,-0.550,,,,-1.0079,-0.5498
229.600,0.060,-0.554,,,,-1.1650,-0.0131
229.620,0.035,-0.550,,,,-1.2828,0.5367
229.640,0.008,-0.534,,,,-1.3744,1.0734
229.660,-0.020,-0.506,,,,-1.4530,1.5839
229.680,-0.050,-0.470,,,,-1.5184,2.0551
229.700,-0.082,-0.424,,,,-1.5708,2.5133
229.720,-0.113,-0.369,,,,-1.5970,2.9583
229.740,-0.146,-0.305,,,,-1.5970,3.3641
229.760,-0.178,-0.234,,,,-1.5708,3.7306
229.780,-0.209,-0.156,,,,-1.5184,4.0448
229.800,-0.239,-0.071,,,,-1.4399,4.3066
229.820,-0.267,0.017,,,,-1.3352,4.4899
229.840,-0.292,0.110,,,,-1.2174,4.6077
229.860,-0.316,0.203,,,,-1.0996,4.6600
229.880,-0.336,0.297,,,,-0.9687,4.6339
229.900,-0.355,0.390,,,,-0.7985,4.5422
229.920,-0.369,0.479,,,,-0.6021,4.3851
229.940,-0.379,0.565,,,,-0.4058,4.1757
229.960,-0.385,0.647,,,,-0.2225,3.9008
229.980,-0.388,0.723,,,,-0.0262,3.5343
230.000,-0.386,0.790,,,,0.1833,3.0892
230.020,-0.380,0.847,,,,0.3927,2.5787
230.040,-0.371,0.894,,,,0.5890,2.0289
230.060,-0.357,0.928,,,,0.7723,1.4399
230.080,-0.339,0.952,,,,0.9425,0.8247
230.100,-0.319,0.961,,1.0000,0.9880,1.0996,0.2094
230.120,-0.295,0.960,,,,1.2435,-0.4320
230.140,-0.269,0.946,,,,1.3744,-1.0734
230.160,-0.240,0.916,,,,1.4792,-1.7017
230.180,-0.209,0.877,,,,1.5577,-2.2777
230.200,-0.178,0.825,,,,1.6101,-2.7882
230.220,-0.145,0.763,,,,1.6362,-3.2463
230.240,-0.112,0.694,,,,1.6362,-3.6521
230.260,-0.079,0.617,,,,1.6101,-4.0055
230.280,-0.047,0.533,,,,1.5708,-4.2804
230.300,-0.016,0.445,,,,1.5053,-4.4768
230.320,0.014,0.353,,,,1.4006,-4.5946
230.340,0.041,0.259,,,,1.2697,-4.6600
230.360,0.064,0.167,,,,1.1388,-4.6469
230.380,0.086,0.072,,,,0.9948,-4.5553
230.400,0.105,-0.017,,,,0.8247,-4.3982
230.420,0.119,-0.104,,,,0.6283,-4.1757
230.440,0.130,-0.185,,,,0.4320,-3.9139
230.460,0.137,-0.261,,,,0.2356,-3.5867
230.480,0.140,-0.330,0.2619,,,0.0262,-3.2201
230.500,0.138,-0.390,,,,-0.1833,-2.8143
230.520,0.132,-0.443,,,,-0.3796,-2.3562
230.540,0.123,-0.485,,,,-0.5629,-1.8719
230.560,0.110,-0.517,,,,-0.7330,-1.3744
230.580,0.093,-0.540,,,,-0.9032,-0.8770
230.600,0.074,-0.553,,,,-1.0603,-0.3534
230.620,0.050,-0.554,,,,-1.1912,0.1963
230.640,0.025,-0.545,,,,-1.3090,0.7330
230.660,-0.002,-0.525,,,,-1.4006,1.2566
230.680,-0.031,-0.495,,,,-1.4923,1.7541
230.700,-0.061,-0.454,,,,-1.5577,2.2384
230.720,-0.094,-0.405,,,,-1.5839,2.6965
230.740,-0.126,-0.346,,,,-1.5839,3.1154
230.760,-0.157,-0.280,,,,-1.5708,3.5081
230.780,-0.188,-0.206,,,,-1.5446,3.8615
230.800,-0.220,-0.124,,,,-1.4923,4.1626
230.820,-0.248,-0.038,,,,-1.4137,4.3851
230.840,-0.276,0.052,,,,-1.3090,4.5291
230.860,-0.302,0.145,,,,-1.1912,4.6208
230.880,-0.324,0.237,,,,-1.0472,4.6469
230.900,-0.344,0.331,,,,-0.8901,4.6077
230.920,-0.360,0.423,,,,-0.7199,4.5030
230.940,-0.372,0.512,,,,-0.5367,4.3197
230.960,-0.382,0.597,,,,-0.3534,4.0579
230.980,-0.386,0.675,,,,-0.1571,3.7306
231.000,-0.388,0.746,,,,0.0524,3.3510
231.020,-0.385,0.811,,,,0.2618,2.9191
231.040,-0.377,0.864,,,,0.4712,2.4086
231.060,-0.366,0.908,,,,0.6676,1.8326
231.080,-0.350,0.938,,,,0.8378,1.2305
231.100,-0.331,0.957,,,,0.9948,0.6021
231.120,-0.311,0.963,,0.9804,0.9859,1.1519,-0.0262
231.140,-0.286,0.955,,,,1.2959,-0.6676
231.160,-0.258,0.936,,,,1.4137,-1.2959
231.180,-0.229,0.903,,,,1.5053,-1.8980
231.200,-0.198,0.859,,,,1.5839,-2.4740
231.220,-0.165,0.804,,,,1.6362,-2.9845
231.240,-0.132,0.738,,,,1.6493,-3.4296
231.260,-0.099,0.666,,,,1.6362,-3.7961
231.280,-0.066,0.586,,,,1.5970,-4.0972
231.300,-0.035,0.501,,,,1.5315,-4.3459
231.320,-0.005,0.412,,,,1.4530,-4.5160
231.340,0.024,0.319,,,,1.3614,-4.6208
231.360,0.050,0.226,,,,1.2435,-4.6469
231.380,0.074,0.132,,,,1.0865,-4.6077
231.400,0.094,0.041,,,,0.9163,-4.5030
231.420,0.110,-0.049,,,,0.7461,-4.3328
231.440,0.124,-0.134,,,,0.5629,-4.0972
231.460,0.134,-0.214,,,,0.3665,-3.7961
231.480,0.138,-0.286,,,,0.1571,-3.4558
231.500,0.140,-0.352,0.2568,,,-0.0393,-3.0761
231.520,0.137,-0.410,,,,-0.2356,-2.6573
231.540,0.130,-0.459,,,,-0.4451,-2.1991
231.560,0.119,-0.498,,,,-0.6414,-1.7017
231.580,0.104,-0.528,,,,-0.8116,-1.1912
231.600,0.086,-0.545,,,,-0.9556,-0.6807
231.620,0.066,-0.554,,,,-1.0996,-0.1571
231.640,0.042,-0.553,,,,-1.2435,0.3796
231.660,0.016,-0.539,,,,-1.3614,0.9163
231.680,-0.013,-0.515,,,,-1.4530,1.4268
231.700,-0.042,-0.482,,,,-1.5184,1.9242
231.720,-0.074,-0.438,,,,-1.5577,2.4086
231.740,-0.105,-0.385,,,,-1.5839,2.8536
231.760,-0.137,-0.324,,,,-1.5970,3.2594
231.780,-0.170,-0.254,,,,-1.5839,3.6128
231.800,-0.201,-0.178,,,,-1.5315,3.9270
231.820,-0.231,-0.097,,,,-1.4530,4.2019
231.840,-0.259,-0.009,,,,-1.3744,4.4244
231.860,-0.286,0.082,,,,-1.2697,4.5815
231.880,-0.311,0.174,,,,-1.1388,4.6600
231.900,-0.331,0.269,,,,-0.9948,4.6469
231.920,-0.350,0.363,,,,-0.8378,4.5684
231.940,-0.366,0.451,,,,-0.6676,4.4375
231.960,-0.377,0.540,,,,-0.4712,4.2412
231.980,-0.385,0.624,,,,-0.2749,3.9663
232.000,-0.388,0.699,,,,-0.0785,3.6128
232.020,-0.388,0.768,,,,0.1309,3.2201
232.040,-0.383,0.829,,,,0.3403,2.7489
232.060,-0.374,0.880,,,,0.5367,2.2122
232.080,-0.361,0.917,,,,0.7199,1.6362
232.100,-0.346,0.946,,,,0.8901,1.0341
232.120,-0.325,0.960,,,,1.0603,0.4058
232.140,-0.303,0.961,,0.9804,0.9864,1.2174,-0.2356
232.160,-0.276,0.950,,,,1.3483,-0.8508
232.180,-0.248,0.927,,,,1.4530,-1.4661
232.200,-0.218,0.892,,,,1.5315,-2.0682
232.220,-0.187,0.844,,,,1.5970,-2.6180
232.240,-0.154,0.785,,,,1.6362,-3.1023
232.260,-0.121,0.719,,,,1.6362,-3.5212
232.280,-0.088,0.644,,,,1.6101,-3.8877
232.300,-0.057,0.562,,,,1.5839,-4.1888
232.320,-0.025,0.476,,,,1.5315,-4.4113
232.340,0.006,0.385,,,,1.4399,-4.5684
232.360,0.033,0.292,,,,1.3221,-4.6469
232.380,0.058,0.198,,,,1.1912,-4.6469
232.400,0.082,0.105,,,,1.0472,-4.5815
232.420,0.101,0.014,,,,0.8770,-4.4375
232.440,0.116,-0.074,,,,0.6938,-4.2412
232.460,0.129,-0.156,,,,0.4974,-3.9924
232.480,0.137,-0.234,,,,0.2880,-3.6914
232.500,0.140,-0.305,0.2621,,,0.0916,-3.3510
232.520,0.140,-0.368,,,,-0.0916,-2.9583
232.540,0.137,-0.424,,,,-0.2880,-2.5395
232.560,0.129,-0.470,,,,-0.4974,-2.0682
232.580,0.116,-0.507,,,,-0.6938,-1.5708
232.600,0.101,-0.533,,,,-0.8639,-1.0603
232.620,0.082,-0.550,,,,-1.0079,-0.5367
232.640,0.060,-0.554,,,,-1.1519,-0.0131
232.660,0.036,-0.550,,,,-1.2828,0.5236
232.680,0.008,-0.534,,,,-1.3875,1.0472
232.700,-0.020,-0.507,,,,-1.4661,1.5708
232.720,-0.050,-0.471,,,,-1.5315,2.0551
232.740,-0.082,-0.424,,,,-1.5839,2.5133
232.760,-0.115,-0.371,,,,-1.5970,2.9452
232.780,-0.146,-0.306,,,,-1.5839,3.3510
232.800,-0.178,-0.236,,,,-1.5577,3.7306
232.820,-0.209,-0.157,,,,-1.5184,4.0317
232.840,-0.239,-0.072,,,,-1.4530,4.2804
232.860,-0.267,0.014,,,,-1.3614,4.4637
232.880,-0.294,0.107,,,,-1.2435,4.5815
232.900,-0.317,0.199,,,,-1.0996,4.6339
232.920,-0.338,0.292,,,,-0.9425,4.5946
232.940,-0.355,0.385,,,,-0.7854,4.5160
232.960,-0.369,0.473,,,,-0.6152,4.3982
232.980,-0.380,0.561,,,,-0.4320,4.2019
233.000,-0.386,0.644,,,,-0.2356,3.9008
233.020,-0.390,0.718,,,,-0.0262,3.5212
233.040,-0.388,0.784,,,,0.1833,3.1023
233.060,-0.382,0.844,,,,0.3927,2.6311
233.080,-0.372,0.891,,,,0.5890,2.0813
233.100,-0.358,0.927,,,,0.7723,1.4792
233.120,-0.341,0.950,,,,0.9425,0.8639
233.140,-0.320,0.961,,1.0000,0.9842,1.0996,0.2356
233.160,-0.297,0.960,,,,1.2435,-0.3927
233.180,-0.270,0.946,,,,1.3614,-1.0210
233.200,-0.242,0.919,,,,1.4661,-1.6362
233.220,-0.212,0.880,,,,1.5577,-2.2122
233.240,-0.179,0.829,,,,1.6232,-2.7358
233.260,-0.146,0.770,,,,1.6493,-3.2070
233.280,-0.113,0.701,,,,1.6362,-3.6259
233.300,-0.080,0.624,,,,1.6101,-3.9663
233.320,-0.049,0.540,,,,1.5708,-4.2412
233.340,-0.017,0.454,,,,1.5053,-4.4506
233.360,0.013,0.361,,,,1.4137,-4.5946
233.380,0.039,0.269,,,,1.2959,-4.6600
233.400,0.064,0.174,,,,1.1650,-4.6339
233.420,0.086,0.082,,,,1.0079,-4.5422
233.440,0.105,-0.008,,,,0.8247,-4.3851
233.460,0.119,-0.094,,,,0.6414,-4.1757
233.480,0.130,-0.176,,,,0.4581,-3.9139
233.500,0.138,-0.251,,,,0.2618,-3.6128
233.520,0.141,-0.320,0.2590,,,0.0524,-3.2594
233.540,0.140,-0.383,,,,-0.1571,-2.8536
233.560,0.135,-0.435,,,,-0.3534,-2.4086
233.580,0.126,-0.479,,,,-0.5498,-1.9373
233.600,0.113,-0.514,,,,-0.7330,-1.4530
233.620,0.096,-0.537,,,,-0.8901,-0.9425
233.640,0.077,-0.551,,,,-1.0341,-0.4189
233.660,0.055,-0.554,,,,-1.1781,0.1047
233.680,0.030,-0.547,,,,-1.3221,0.6414
233.700,0.002,-0.529,,,,-1.4268,1.1650
233.720,-0.028,-0.500,,,,-1.4923,1.6624
233.740,-0.058,-0.462,,,,-1.5446,2.1337
233.760,-0.090,-0.415,,,,-1.5839,2.5918
233.780,-0.123,-0.358,,,,-1.5970,3.0238
233.800,-0.154,-0.292,,,,-1.5839,3.4165
233.820,-0.185,-0.221,,,,-1.5577,3.7699
233.840,-0.217,-0.141,,,,-1.5184,4.0710
233.860,-0.247,-0.057,,,,-1.4399,4.3066
233.880,-0.275,0.031,,,,-1.3352,4.4768
233.900,-0.300,0.123,,,,-1.2174,4.6077
233.920,-0.324,0.217,,,,-1.0734,4.6469
233.940,-0.344,0.311,,,,-0.9163,4.5946
233.960,-0.360,0.401,,,,-0.7461,4.4899
233.980,-0.374,0.490,,,,-0.5760,4.3459
234.000,-0.383,0.576,,,,-0.3927,4.1233
234.020,-0.390,0.657,,,,-0.1833,3.8092
234.040,-0.391,0.729,,,,0.0262,3.4427
234.060,-0.388,0.795,,,,0.2356,3.0238
234.080,-0.382,0.851,,,,0.4320,2.5395
234.100,-0.371,0.897,,,,0.6152,1.9766
234.120,-0.357,0.931,,,,0.7985,1.3744
234.140,-0.339,0.952,,,,0.9687,0.7723
234.160,-0.317,0.961,,0.9804,0.9846,1.1257,0.1702
234.180,-0.294,0.960,,,,1.2697,-0.4581
234.200,-0.267,0.944,,,,1.4006,-1.1126
234.220,-0.237,0.914,,,,1.5053,-1.7279
234.240,-0.206,0.873,,,,1.5708,-2.2777
234.260,-0.174,0.823,,,,1.6232,-2.7882
234.280,-0.141,0.762,,,,1.6624,-3.2594
234.300,-0.107,0.691,,,,1.6624,-3.6652
234.320,-0.074,0.614,,,,1.6232,-3.9924
234.340,-0.042,0.531,,,,1.5708,-4.2673
234.360,-0.011,0.443,,,,1.5053,-4.4768
234.380,0.019,0.350,,,,1.4006,-4.6077
234.400,0.046,0.258,,,,1.2697,-4.6600
234.420,0.069,0.163,,,,1.1388,-4.6339
234.440,0.091,0.071,,,,0.9948,-4.5422
234.460,0.110,-0.019,,,,0.8116,-4.3721
234.480,0.124,-0.105,,,,0.6152,-4.1495
234.500,0.134,-0.185,,,,0.4189,-3.8746
234.520,0.141,-0.261,,,,0.2225,-3.5605
234.540,0.143,-0.328,0.2614,,,0.0131,-3.2070
234.560,0.141,-0.390,,,,-0.1963,-2.8013
234.580,0.135,-0.441,,,,-0.3796,-2.3562
234.600,0.126,-0.484,,,,-0.5629,-1.8719
234.620,0.113,-0.517,,,,-0.7461,-1.3875
234.640,0.096,-0.539,,,,-0.9294,-0.8901
234.660,0.075,-0.553,,,,-1.0865,-0.3665
234.680,0.052,-0.554,,,,-1.2174,0.1833
234.700,0.027,-0.545,,,,-1.3221,0.7330
234.720,-0.002,-0.525,,,,-1.4137,1.2435
234.740,-0.030,-0.495,,,,-1.4923,1.7279
234.760,-0.061,-0.456,,,,-1.5577,2.2122
234.780,-0.093,-0.407,,,,-1.5970,2.6834
234.800,-0.126,-0.347,,,,-1.6101,3.1154
234.820,-0.157,-0.281,,,,-1.5970,3.4819
234.840,-0.190,-0.207,,,,-1.5577,3.8092
234.860,-0.220,-0.129,,,,-1.5053,4.1103
234.880,-0.250,-0.042,,,,-1.4268,4.3590
234.900,-0.278,0.047,,,,-1.3221,4.5291
234.920,-0.303,0.140,,,,-1.1912,4.6208
234.940,-0.325,0.232,,,,-1.0472,4.6469
234.960,-0.346,0.327,,,,-0.9032,4.5946
234.980,-0.361,0.418,,,,-0.7330,4.4768
235.000,-0.375,0.506,,,,-0.5498,4.3066
235.020,-0.383,0.591,,,,-0.3534,4.0841
235.040,-0.390,0.671,,,,-0.1571,3.7699
235.060,-0.390,0.743,,,,0.0393,3.3772
235.080,-0.388,0.806,,,,0.2487,2.9322
235.100,-0.380,0.861,,,,0.4581,2.4347
235.120,-0.369,0.905,,,,0.6545,1.8719
235.140,-0.353,0.936,,,,0.8247,1.2697
235.160,-0.336,0.955,,,,0.9948,0.6545
235.180,-0.314,0.963,,0.9804,0.9826,1.1519,0.0262
235.200,-0.289,0.957,,,,1.2959,-0.6152
235.220,-0.262,0.938,,,,1.4137,-1.2435
235.240,-0.232,0.906,,,,1.5184,-1.8457
235.260,-0.201,0.864,,,,1.5970,-2.4086
235.280,-0.168,0.809,,,,1.6362,-2.9191
235.300,-0.135,0.746,,,,1.6493,-3.3641
235.320,-0.102,0.674,,,,1.6362,-3.7306
235.340,-0.069,0.595,,,,1.6101,-4.0448
235.360,-0.038,0.512,,,,1.5577,-4.2935
235.380,-0.006,0.423,,,,1.4792,-4.4899
235.400,0.022,0.331,,,,1.3744,-4.6077
235.420,0.049,0.237,,,,1.2435,-4.6469
235.440,0.072,0.145,,,,1.0996,-4.6208
235.460,0.093,0.052,,,,0.9425,-4.5160
235.480,0.110,-0.038,,,,0.7723,-4.3459
235.500,0.124,-0.123,,,,0.5890,-4.1103
235.520,0.134,-0.203,,,,0.3927,-3.8223
235.540,0.140,-0.276,,,,0.1963,-3.4950
235.560,0.141,-0.342,0.2593,,,-0.0131,-3.1285
235.580,0.140,-0.402,,,,-0.2225,-2.7096
235.600,0.132,-0.452,,,,-0.4189,-2.2515
235.620,0.123,-0.492,,,,-0.6021,-1.7671
235.640,0.108,-0.523,,,,-0.7723,-1.2697
235.660,0.091,-0.543,,,,-0.9425,-0.7723
235.680,0.071,-0.553,,,,-1.0996,-0.2487
235.700,0.047,-0.554,,,,-1.2435,0.2880
235.720,0.020,-0.542,,,,-1.3614,0.8247
235.740,-0.008,-0.520,,,,-1.4399,1.3483
235.760,-0.038,-0.489,,,,-1.5053,1.8326
235.780,-0.068,-0.446,,,,-1.5577,2.3169
235.800,-0.101,-0.396,,,,-1.5970,2.7751
235.820,-0.132,-0.335,,,,-1.6101,3.1809
235.840,-0.165,-0.267,,,,-1.5839,3.5474
235.860,-0.196,-0.193,,,,-1.5446,3.8746
235.880,-0.226,-0.112,,,,-1.4792,4.1495
235.900,-0.256,-0.025,,,,-1.4006,4.3590
235.920,-0.283,0.063,,,,-1.2959,4.5160
235.940,-0.308,0.156,,,,-1.1650,4.6208
235.960,-0.330,0.250,,,,-1.0210,4.6469
235.980,-0.349,0.342,,,,-0.8639,4.5815
236.000,-0.364,0.434,,,,-0.6938,4.4637
236.020,-0.377,0.522,,,,-0.5105,4.2804
236.040,-0.385,0.606,,,,-0.3142,4.0186
236.060,-0.390,0.683,,,,-0.1178,3.6783
236.080,-0.390,0.754,,,,0.0785,3.2856
236.100,-0.386,0.815,,,,0.2880,2.8536
236.120,-0.379,0.869,,,,0.4974,2.3431
236.140,-0.366,0.911,,,,0.6938,1.7802
236.160,-0.350,0.939,,,,0.8639,1.1781
236.180,-0.331,0.958,,,,1.0210,0.5629
236.200,-0.309,0.963,,0.9804,0.9812,1.1781,-0.0654
236.220,-0.284,0.955,,,,1.3221,-0.7069
236.240,-0.256,0.935,,,,1.4399,-1.3352
236.260,-0.226,0.902,,,,1.5315,-1.9373
236.280,-0.195,0.856,,,,1.5970,-2.4871
236.300,-0.162,0.801,,,,1.6362,-2.9714
236.320,-0.129,0.737,,,,1.6493,-3.4034
236.340,-0.096,0.664,,,,1.6362,-3.7699
236.360,-0.063,0.584,,,,1.6101,-4.0710
236.380,-0.031,0.501,,,,1.5577,-4.3197
236.400,1.568E-15,0.412,,,,1.4792,-4.5030
236.420,0.028,0.319,,,,1.3614,-4.6077
236.440,0.055,0.226,,,,1.2174,-4.6339
236.460,0.077,0.134,,,,1.0734,-4.5946
236.480,0.097,0.041,,,,0.9163,-4.4899
236.500,0.115,-0.047,,,,0.7461,-4.3066
236.520,0.127,-0.132,,,,0.5498,-4.0710
236.540,0.137,-0.210,,,,0.3534,-3.7961
236.560,0.141,-0.284,,,,0.1571,-3.4558
236.580,0.143,-0.350,0.2609,,,-0.0524,-3.0761
236.600,0.140,-0.407,,,,-0.2618,-2.6573
236.620,0.132,-0.457,,,,-0.4581,-2.2122
236.640,0.121,-0.496,,,,-0.6283,-1.7279
236.660,0.107,-0.526,,,,-0.7985,-1.2043
236.680,0.090,-0.545,,,,-0.9687,-0.6938
236.700,0.068,-0.553,,,,-1.1257,-0.1833
236.720,0.044,-0.553,,,,-1.2566,0.3272
236.740,0.017,-0.540,,,,-1.3614,0.8639
236.760,-0.011,-0.518,,,,-1.4530,1.4006
236.780,-0.041,-0.484,,,,-1.5184,1.9111
236.800,-0.072,-0.441,,,,-1.5708,2.3693
236.820,-0.104,-0.388,,,,-1.5970,2.7882
236.840,-0.137,-0.330,,,,-1.5970,3.1940
236.860,-0.168,-0.261,,,,-1.5839,3.5736
236.880,-0.199,-0.185,,,,-1.5446,3.9270
236.900,-0.231,-0.104,,,,-1.4923,4.1888
236.920,-0.259,-0.016,,,,-1.4006,4.3982
236.940,-0.287,0.072,,,,-1.2828,4.5553
236.960,-0.311,0.167,,,,-1.1519,4.6339
236.980,-0.333,0.261,,,,-1.0079,4.6339
237.000,-0.352,0.352,,,,-0.8508,4.5553
237.020,-0.368,0.443,,,,-0.6676,4.4375
237.040,-0.379,0.531,,,,-0.4843,4.2412
237.060,-0.386,0.614,,,,-0.3011,3.9663
237.080,-0.391,0.690,,,,-0.1047,3.6390
237.100,-0.391,0.760,,,,0.1047,3.2594
237.120,-0.386,0.822,,,,0.3142,2.8143
237.140,-0.379,0.873,,,,0.5105,2.2777
237.160,-0.366,0.914,,,,0.7069,1.7017
237.180,-0.350,0.941,,,,0.8901,1.1126
237.200,-0.330,0.958,,,,1.0603,0.5105
237.220,-0.308,0.963,,0.9804,0.9798,1.2043,-0.1178
237.240,-0.281,0.953,,,,1.3352,-0.7592
237.260,-0.254,0.931,,,,1.4530,-1.3614
237.280,-0.223,0.898,,,,1.5446,-1.9373
237.300,-0.192,0.855,,,,1.6101,-2.4871
237.320,-0.159,0.798,,,,1.6362,-2.9845
237.340,-0.126,0.734,,,,1.6493,-3.4296
237.360,-0.093,0.661,,,,1.6362,-3.7961
237.380,-0.060,0.580,,,,1.6101,-4.0972
237.400,-0.028,0.496,,,,1.5577,-4.3328
237.420,0.003,0.407,,,,1.4661,-4.5030
237.440,0.031,0.314,,,,1.3483,-4.6077
237.460,0.057,0.221,,,,1.2174,-4.6208
237.480,0.080,0.129,,,,1.0734,-4.5684
237.500,0.101,0.038,,,,0.9163,-4.4637
237.520,0.116,-0.050,,,,0.7330,-4.2935
237.540,0.130,-0.135,,,,0.5367,-4.0579
237.560,0.138,-0.214,,,,0.3403,-3.7699
237.580,0.143,-0.286,,,,0.1440,-3.4296
237.600,0.145,-0.352,0.2628,,,-0.0524,-3.0500
237.620,0.141,-0.408,,,,-0.2618,-2.6311
237.640,0.134,-0.457,,,,-0.4581,-2.1860
237.660,0.123,-0.496,,,,-0.6414,-1.7148
237.680,0.108,-0.526,,,,-0.8247,-1.2174
237.700,0.090,-0.545,,,,-0.9948,-0.7069
237.720,0.068,-0.554,,,,-1.1388,-0.1833
237.740,0.044,-0.553,,,,-1.2566,0.3403
237.760,0.017,-0.540,,,,-1.3614,0.8639
237.780,-0.011,-0.518,,,,-1.4530,1.3744
237.800,-0.041,-0.485,,,,-1.5315,1.8719
237.820,-0.072,-0.443,,,,-1.5970,2.3431
237.840,-0.105,-0.391,,,,-1.6232,2.7751
237.860,-0.138,-0.331,,,,-1.6101,3.1678
237.880,-0.170,-0.264,,,,-1.5839,3.5343
237.900,-0.201,-0.190,,,,-1.5446,3.8746
237.920,-0.232,-0.108,,,,-1.4923,4.1495
237.940,-0.261,-0.022,,,,-1.4006,4.3459
237.960,-0.289,0.066,,,,-1.2828,4.4899
237.980,-0.313,0.157,,,,-1.1519,4.5946
238.000,-0.335,0.251,,,,-1.0079,4.6077
238.020,-0.353,0.344,,,,-0.8639,4.5291
238.040,-0.369,0.432,,,,-0.6938,4.3982
238.060,-0.382,0.520,,,,-0.5105,4.2412
238.080,-0.390,0.603,,,,-0.3142,4.0055
238.100,-0.394,0.682,,,,-0.1047,3.6783
238.120,-0.394,0.751,,,,0.1047,3.2987
238.140,-0.390,0.814,,,,0.3142,2.8667
238.160,-0.382,0.867,,,,0.5105,2.3562
238.180,-0.369,0.909,,,,0.6938,1.7802
238.200,-0.353,0.938,,,,0.8770,1.1912
238.220,-0.335,0.957,,,,1.0472,0.6021
238.240,-0.311,0.963,,0.9804,0.9776,1.2043,-0.0131
238.260,-0.286,0.957,,,,1.3352,-0.6545
238.280,-0.258,0.936,,,,1.4399,-1.2697
238.300,-0.228,0.905,,,,1.5315,-1.8457
238.320,-0.196,0.862,,,,1.6101,-2.3824
238.340,-0.163,0.809,,,,1.6624,-2.8798
238.360,-0.129,0.746,,,,1.6755,-3.3249
238.380,-0.096,0.675,,,,1.6624,-3.7045
238.400,-0.063,0.597,,,,1.6362,-4.0055
238.420,-0.030,0.514,,,,1.5839,-4.2542
238.440,0.002,0.427,,,,1.4923,-4.4506
238.460,0.030,0.335,,,,1.3744,-4.5684
238.480,0.057,0.242,,,,1.2435,-4.5946
238.500,0.080,0.151,,,,1.0996,-4.5422
238.520,0.101,0.060,,,,0.9425,-4.4506
238.540,0.118,-0.028,,,,0.7723,-4.3066
238.560,0.132,-0.113,,,,0.5890,-4.0972
238.580,0.141,-0.193,,,,0.3927,-3.8354
238.600,0.148,-0.267,,,,0.1833,-3.5081
238.620,0.149,-0.335,0.2687,,,-0.0262,-3.1416
238.640,0.146,-0.393,,,,-0.2356,-2.7489
238.660,0.140,-0.445,,,,-0.4320,-2.3169
238.680,0.129,-0.487,,,,-0.6152,-1.8457
238.700,0.115,-0.518,,,,-0.7854,-1.3352
