"Time (s) Run #10","Angle, Ch P1 (rad) Run #10","Angle, Ch P2 (rad) Run #10","AngleAmp (rad) Run #10","DrivingFrequency (Hz) Run #10","freq (Hz) Run #10","AngVel (rad/s) Run #10","DriverAngleVel (rad/s) Run #10"
4.700,-0.283,0.729,,,,-0.2749,4.2019
4.720,-0.286,0.809,,,,-0.0785,3.5605
4.740,-0.286,0.873,,,,0.1178,2.8013
4.760,-0.281,0.922,,,,0.3011,1.9504
4.780,-0.273,0.952,,,,0.4712,1.0472
4.800,-0.262,0.964,,1.1905,1.1931,0.6152,0.1047
4.820,-0.248,0.957,,,,0.7592,-0.8508
4.840,-0.232,0.930,,,,0.8901,-1.7802
4.860,-0.212,0.884,,,,1.0079,-2.6311
4.880,-0.192,0.823,,,,1.0996,-3.4034
4.900,-0.168,0.748,,,,1.1650,-4.0710
4.920,-0.145,0.658,,,,1.2043,-4.6339
4.940,-0.119,0.561,,,,1.2174,-5.0789
4.960,-0.096,0.454,,,,1.2043,-5.3931
4.980,-0.071,0.342,,,,1.1519,-5.5894
5.000,-0.049,0.229,,,,1.0734,-5.6549
5.020,-0.028,0.115,,,,0.9687,-5.6025
5.040,-0.009,0.003,,,,0.8508,-5.4062
5.060,0.006,-0.104,,,,0.7069,-5.0920
5.080,0.019,-0.201,,,,0.5367,-4.6731
5.100,0.028,-0.292,,,,0.3665,-4.1626
5.120,0.033,-0.369,,,,0.1963,-3.5867
5.140,0.036,-0.435,0.1557,,,0.0262,-2.9322
5.160,0.035,-0.489,,,,-0.1440,-2.2384
5.180,0.030,-0.525,,,,-0.3272,-1.4923
5.200,0.022,-0.548,,,,-0.4974,-0.7330
5.220,0.009,-0.554,,,,-0.6545,0.0393
5.240,-0.005,-0.547,,,,-0.7854,0.8378
5.260,-0.022,-0.522,,,,-0.8901,1.6232
5.280,-0.041,-0.481,,,,-0.9948,2.3693
5.300,-0.061,-0.426,,,,-1.0865,3.0369
5.320,-0.085,-0.358,,,,-1.1519,3.6652
5.340,-0.108,-0.280,,,,-1.1781,4.2412
5.360,-0.132,-0.187,,,,-1.1781,4.7386
5.380,-0.156,-0.088,,,,-1.1519,5.1313
5.400,-0.179,0.019,,,,-1.0996,5.4062
5.420,-0.199,0.130,,,,-1.0341,5.5894
5.440,-0.220,0.243,,,,-0.9556,5.6418
5.460,-0.239,0.358,,,,-0.8508,5.5502
5.480,-0.254,0.468,,,,-0.7069,5.3276
5.500,-0.267,0.572,,,,-0.5367,4.9873
5.520,-0.276,0.669,,,,-0.3665,4.5553
5.540,-0.281,0.756,,,,-0.1963,4.0055
5.560,-0.284,0.831,,,,-0.0262,3.3249
5.580,-0.283,0.891,,,,0.1571,2.5264
5.600,-0.278,0.933,,,,0.3403,1.6493
5.620,-0.269,0.957,,,,0.5105,0.7461
5.640,-0.258,0.963,,1.1905,1.1937,0.6676,-0.1702
5.660,-0.242,0.950,,,,0.8116,-1.0996
5.680,-0.225,0.919,,,,0.9425,-2.0159
5.700,-0.204,0.869,,,,1.0472,-2.8667
5.720,-0.182,0.803,,,,1.1257,-3.6259
5.740,-0.159,0.723,,,,1.1781,-4.2542
5.760,-0.135,0.630,,,,1.2043,-4.7648
5.780,-0.110,0.531,,,,1.2043,-5.1575
5.800,-0.086,0.423,,,,1.1781,-5.4323
5.820,-0.063,0.311,,,,1.1126,-5.5894
5.840,-0.041,0.198,,,,1.0341,-5.6156
5.860,-0.022,0.085,,,,0.9294,-5.5240
5.880,-0.003,-0.025,,,,0.8116,-5.3145
5.900,0.011,-0.129,,,,0.6676,-4.9873
5.920,0.024,-0.226,,,,0.4974,-4.5553
5.940,0.031,-0.313,,,,0.3272,-4.0317
5.960,0.036,-0.388,,,,0.1440,-3.4296
5.980,0.038,-0.451,0.1562,,,-0.0393,-2.7620
6.000,0.035,-0.500,,,,-0.2225,-2.0420
6.020,0.028,-0.533,,,,-0.3927,-1.2959
6.040,0.019,-0.551,,,,-0.5367,-0.5367
6.060,0.006,-0.554,,,,-0.6807,0.2356
6.080,-0.008,-0.542,,,,-0.8116,1.0210
6.100,-0.027,-0.514,,,,-0.9294,1.7933
6.120,-0.046,-0.470,,,,-1.0341,2.5133
6.140,-0.068,-0.412,,,,-1.1126,3.1809
6.160,-0.091,-0.342,,,,-1.1650,3.7830
6.180,-0.115,-0.259,,,,-1.1781,4.3328
6.200,-0.138,-0.168,,,,-1.1781,4.8040
6.220,-0.162,-0.066,,,,-1.1650,5.1836
6.240,-0.185,0.041,,,,-1.1126,5.4585
6.260,-0.207,0.154,,,,-1.0210,5.5894
6.280,-0.226,0.267,,,,-0.9163,5.5894
6.300,-0.243,0.379,,,,-0.8116,5.4716
6.320,-0.259,0.487,,,,-0.6807,5.2622
6.340,-0.272,0.591,,,,-0.5105,4.9349
6.360,-0.280,0.686,,,,-0.3272,4.4637
6.380,-0.284,0.771,,,,-0.1571,3.8615
6.400,-0.286,0.842,,,,0.0131,3.1547
6.420,-0.284,0.898,,,,0.1963,2.3562
6.440,-0.278,0.938,,,,0.3796,1.5053
6.460,-0.269,0.958,,,,0.5498,0.6283
6.480,-0.256,0.963,,1.1905,1.1940,0.6938,-0.2749
6.500,-0.240,0.949,,,,0.8378,-1.2043
6.520,-0.223,0.914,,,,0.9687,-2.1075
6.540,-0.201,0.862,,,,1.0734,-2.9322
6.560,-0.179,0.796,,,,1.1519,-3.6652
6.580,-0.156,0.715,,,,1.1912,-4.2935
6.600,-0.130,0.622,,,,1.2174,-4.8040
6.620,-0.107,0.522,,,,1.2174,-5.1836
6.640,-0.082,0.413,,,,1.1912,-5.4454
6.660,-0.058,0.302,,,,1.1257,-5.5763
6.680,-0.036,0.188,,,,1.0210,-5.5894
6.700,-0.017,0.077,,,,0.9032,-5.4847
6.720,7.633E-17,-0.033,,,,0.7854,-5.2622
6.740,0.014,-0.135,,,,0.6545,-4.9218
6.760,0.027,-0.231,,,,0.4974,-4.4768
6.780,0.035,-0.316,,,,0.3272,-3.9663
6.800,0.039,-0.390,,,,0.1440,-3.3772
6.820,0.041,-0.452,0.1602,,,-0.0393,-2.7227
6.840,0.038,-0.500,,,,-0.2225,-2.0159
6.860,0.031,-0.533,,,,-0.3927,-1.2828
6.880,0.022,-0.551,,,,-0.5498,-0.5367
6.900,0.009,-0.554,,,,-0.7069,0.2356
6.920,-0.006,-0.542,,,,-0.8508,1.0079
6.940,-0.025,-0.514,,,,-0.9687,1.7541
6.960,-0.046,-0.471,,,,-1.0603,2.4740
6.980,-0.068,-0.415,,,,-1.1257,3.1547
7.000,-0.091,-0.344,,,,-1.1650,3.7699
7.020,-0.115,-0.262,,,,-1.1912,4.3328
7.040,-0.138,-0.171,,,,-1.1912,4.8040
7.060,-0.163,-0.068,,,,-1.1650,5.1705
7.080,-0.185,0.038,,,,-1.1126,5.4454
7.100,-0.207,0.149,,,,-1.0341,5.6025
7.120,-0.228,0.265,,,,-0.9425,5.6418
7.140,-0.245,0.377,,,,-0.8247,5.5109
7.160,-0.261,0.487,,,,-0.6807,5.2622
7.180,-0.273,0.589,,,,-0.5236,4.9349
7.200,-0.281,0.685,,,,-0.3534,4.4768
7.220,-0.287,0.771,,,,-0.1833,3.9008
7.240,-0.289,0.842,,,,0.0000,3.1809
7.260,-0.287,0.900,,,,0.1963,2.3693
7.280,-0.281,0.938,,,,0.3796,1.5053
7.300,-0.272,0.960,,,,0.5498,0.5890
7.320,-0.259,0.963,,1.1905,1.1940,0.7069,-0.3403
7.340,-0.243,0.946,,,,0.8508,-1.2828
7.360,-0.225,0.911,,,,0.9687,-2.1860
7.380,-0.204,0.858,,,,1.0734,-3.0369
7.400,-0.182,0.789,,,,1.1519,-3.7830
7.420,-0.157,0.704,,,,1.2043,-4.3982
7.440,-0.134,0.611,,,,1.2174,-4.8957
7.460,-0.108,0.507,,,,1.2043,-5.2753
7.480,-0.085,0.397,,,,1.1781,-5.5371
7.500,-0.061,0.284,,,,1.1126,-5.6418
7.520,-0.039,0.170,,,,1.0210,-5.6287
7.540,-0.020,0.058,,,,0.9032,-5.4978
7.560,-0.003,-0.052,,,,0.7854,-5.2491
7.580,0.011,-0.154,,,,0.6545,-4.8826
7.600,0.024,-0.248,,,,0.4843,-4.4244
7.620,0.031,-0.331,,,,0.3011,-3.8877
7.640,0.035,-0.405,,,,0.1178,-3.2594
7.660,0.036,-0.463,0.1569,,,-0.0524,-2.5787
7.680,0.033,-0.507,,,,-0.2356,-1.8719
7.700,0.027,-0.539,,,,-0.4189,-1.1388
7.720,0.016,-0.554,,,,-0.5760,-0.3665
7.740,0.003,-0.553,,,,-0.7199,0.4320
7.760,-0.013,-0.537,,,,-0.8378,1.2043
7.780,-0.031,-0.504,,,,-0.9425,1.9373
7.800,-0.050,-0.459,,,,-1.0341,2.6442
7.820,-0.072,-0.399,,,,-1.1126,3.2987
7.840,-0.096,-0.325,,,,-1.1650,3.9139
7.860,-0.119,-0.242,,,,-1.1781,4.4506
7.880,-0.143,-0.146,,,,-1.1781,4.8957
7.900,-0.167,-0.044,,,,-1.1519,5.2491
7.920,-0.190,0.064,,,,-1.0865,5.4716
7.940,-0.210,0.178,,,,-0.9948,5.5894
7.960,-0.229,0.289,,,,-0.8901,5.5763
7.980,-0.247,0.402,,,,-0.7854,5.4323
8.000,-0.261,0.509,,,,-0.6545,5.1836
8.020,-0.273,0.609,,,,-0.4843,4.8171
8.040,-0.281,0.704,,,,-0.3011,4.3459
8.060,-0.284,0.785,,,,-0.1178,3.7437
8.080,-0.286,0.855,,,,0.0524,3.0107
8.100,-0.283,0.908,,,,0.2356,2.1991
8.120,-0.276,0.942,,,,0.4189,1.3352
8.140,-0.265,0.961,,1.2195,1.1939,0.5760,0.4451
8.160,-0.253,0.961,,,,0.7199,-0.4712
8.180,-0.237,0.942,,,,0.8639,-1.4006
8.200,-0.218,0.905,,,,0.9948,-2.2907
8.220,-0.196,0.850,,,,1.0865,-3.1023
8.240,-0.174,0.779,,,,1.1519,-3.8092
8.260,-0.151,0.696,,,,1.2043,-4.3982
8.280,-0.126,0.602,,,,1.2305,-4.8826
8.300,-0.101,0.500,,,,1.2174,-5.2491
8.320,-0.077,0.390,,,,1.1650,-5.4978
8.340,-0.053,0.278,,,,1.0996,-5.6156
8.360,-0.033,0.163,,,,1.0079,-5.5894
8.380,-0.013,0.052,,,,0.8901,-5.4454
8.400,0.003,-0.055,,,,0.7592,-5.1836
8.420,0.017,-0.157,,,,0.6152,-4.8302
8.440,0.028,-0.250,,,,0.4581,-4.3851
8.460,0.036,-0.333,,,,0.2749,-3.8485
8.480,0.039,-0.405,0.1624,,,0.0916,-3.2463
8.500,0.039,-0.463,,,,-0.0916,-2.5787
8.520,0.036,-0.509,,,,-0.2618,-1.8719
8.540,0.028,-0.539,,,,-0.4320,-1.1257
8.560,0.019,-0.554,,,,-0.5890,-0.3403
8.580,0.005,-0.553,,,,-0.7330,0.4451
8.600,-0.011,-0.536,,,,-0.8639,1.2043
8.620,-0.030,-0.504,,,,-0.9687,1.9373
8.640,-0.050,-0.459,,,,-1.0603,2.6442
8.660,-0.072,-0.397,,,,-1.1388,3.2987
8.680,-0.096,-0.325,,,,-1.1912,3.8877
8.700,-0.121,-0.242,,,,-1.2043,4.4113
8.720,-0.145,-0.148,,,,-1.1912,4.8826
8.740,-0.168,-0.046,,,,-1.1519,5.2622
8.760,-0.192,0.064,,,,-1.0996,5.5240
8.780,-0.212,0.178,,,,-1.0210,5.6418
8.800,-0.232,0.292,,,,-0.9163,5.6025
8.820,-0.250,0.404,,,,-0.7854,5.4585
8.840,-0.264,0.511,,,,-0.6283,5.2098
8.860,-0.275,0.614,,,,-0.4712,4.8433
8.880,-0.283,0.707,,,,-0.3142,4.3328
8.900,-0.287,0.789,,,,-0.1440,3.7045
8.920,-0.289,0.856,,,,0.0393,2.9976
8.940,-0.286,0.909,,,,0.2356,2.1860
8.960,-0.280,0.946,,,,0.4189,1.3090
8.980,-0.269,0.961,,1.1905,1.1936,0.5890,0.3796
9.000,-0.256,0.961,,,,0.7461,-0.5498
9.020,-0.239,0.939,,,,0.8770,-1.4661
9.040,-0.220,0.902,,,,0.9948,-2.3562
9.060,-0.199,0.845,,,,1.0865,-3.1678
9.080,-0.176,0.773,,,,1.1650,-3.8746
9.100,-0.152,0.688,,,,1.2043,-4.4506
9.120,-0.127,0.594,,,,1.2174,-4.9087
9.140,-0.104,0.490,,,,1.2043,-5.2622
9.160,-0.079,0.382,,,,1.1650,-5.4978
9.180,-0.057,0.269,,,,1.0996,-5.6025
9.200,-0.035,0.156,,,,1.0079,-5.5894
9.220,-0.016,0.044,,,,0.9032,-5.4454
9.240,0.002,-0.064,,,,0.7723,-5.1705
9.260,0.016,-0.165,,,,0.6152,-4.7909
9.280,0.027,-0.256,,,,0.4451,-4.3328
9.300,0.033,-0.339,,,,0.2749,-3.8092
9.320,0.038,-0.410,0.1584,,,0.0916,-3.1940
9.340,0.038,-0.468,,,,-0.0916,-2.5133
9.360,0.033,-0.511,,,,-0.2749,-1.8064
9.380,0.027,-0.540,,,,-0.4320,-1.0734
9.400,0.016,-0.554,,,,-0.5760,-0.3011
9.420,0.003,-0.553,,,,-0.7199,0.4974
9.440,-0.013,-0.534,,,,-0.8508,1.2828
9.460,-0.031,-0.501,,,,-0.9817,2.0289
9.480,-0.052,-0.452,,,,-1.0734,2.7358
9.500,-0.075,-0.391,,,,-1.1388,3.3903
9.520,-0.097,-0.316,,,,-1.1781,3.9794
9.540,-0.123,-0.231,,,,-1.1912,4.5030
9.560,-0.146,-0.135,,,,-1.1781,4.9349
9.580,-0.170,-0.031,,,,-1.1388,5.2753
9.600,-0.192,0.077,,,,-1.0865,5.5109
9.620,-0.214,0.190,,,,-1.0079,5.6287
9.640,-0.232,0.305,,,,-0.9032,5.6025
9.660,-0.250,0.416,,,,-0.7723,5.4323
9.680,-0.264,0.523,,,,-0.6152,5.1575
9.700,-0.275,0.624,,,,-0.4451,4.7909
9.720,-0.281,0.716,,,,-0.2749,4.2935
9.740,-0.286,0.798,,,,-0.1047,3.6521
9.760,-0.286,0.864,,,,0.0654,2.8929
9.780,-0.283,0.914,,,,0.2487,2.0551
9.800,-0.276,0.947,,,,0.4320,1.1912
9.820,-0.265,0.961,,1.1905,1.1932,0.6021,0.2880
9.840,-0.251,0.960,,,,0.7461,-0.6545
9.860,-0.236,0.936,,,,0.8770,-1.5970
9.880,-0.217,0.894,,,,1.0079,-2.4871
9.900,-0.195,0.836,,,,1.1126,-3.2725
9.920,-0.171,0.762,,,,1.1650,-3.9663
9.940,-0.148,0.675,,,,1.1912,-4.5422
9.960,-0.124,0.578,,,,1.2043,-5.0004
9.980,-0.099,0.474,,,,1.1912,-5.3407
10.000,-0.075,0.363,,,,1.1519,-5.5502
