"Time (s) Run #12","Angle, Ch P1 (rad) Run #12","Angle, Ch P2 (rad) Run #12","AngleAmp (rad) Run #12","DrivingFrequency (Hz) Run #12","freq (Hz) Run #12","AngVel (rad/s) Run #12","DriverAngleVel (rad/s) Run #12"
0.860,-0.075,0.275,,,,-1.1912,5.1051
0.880,-0.099,0.383,,,,-1.1912,5.4847
0.900,-0.123,0.496,,,,-1.1650,5.7596
0.920,-0.146,0.614,,,,-1.1257,5.9036
0.940,-0.168,0.735,,,,-1.0603,5.8905
0.960,-0.188,0.853,,,,-0.9556,5.7072
0.980,-0.207,0.964,,,,-0.8116,5.3931
1.000,-0.221,1.070,,,,-0.6545,4.9611
1.020,-0.232,1.166,,,,-0.4843,4.3851
1.040,-0.242,1.247,,,,-0.3142,3.6521
1.060,-0.245,1.313,,,,-0.1178,2.8143
1.080,-0.247,1.360,,,,0.0785,1.8980
1.100,-0.242,1.390,,,,0.2618,0.9294
1.120,-0.236,1.398,,,,0.4581,-0.0785
1.140,-0.225,1.387,,,,0.6414,-1.1126
1.160,-0.209,1.354,,,,0.7985,-2.1075
1.180,-0.192,1.301,,,,0.9163,-3.0107
1.200,-0.173,1.232,,,,1.0210,-3.7961
1.220,-0.151,1.148,,,,1.1257,-4.4768
1.240,-0.127,1.051,,,,1.2043,-5.0527
1.260,-0.102,0.944,,,,1.2305,-5.4847
1.280,-0.077,0.829,,,,1.2174,-5.7727
1.300,-0.053,0.712,,,,1.1781,-5.9036
1.320,-0.030,0.591,,,,1.1257,-5.8774
1.340,-0.008,0.474,,,,1.0472,-5.7203
1.360,0.013,0.361,,,,0.9425,-5.4323
1.380,0.030,0.254,,,,0.8116,-5.0135
1.400,0.046,0.159,,,,0.6545,-4.4637
1.420,0.057,0.075,,,,0.4712,-3.8354
1.440,0.064,0.005,,,,0.2749,-3.1547
1.460,0.068,-0.052,,,,0.0916,-2.4216
1.480,0.068,-0.093,,,,-0.0916,-1.6232
1.500,0.064,-0.118,,,,-0.2749,-0.7854
1.520,0.057,-0.124,,,,-0.4581,0.0654
1.540,0.046,-0.115,,,,-0.6283,0.9163
1.560,0.031,-0.088,,,,-0.7723,1.7541
1.580,0.014,-0.044,,,,-0.9032,2.5656
1.600,-0.005,0.016,,,,-1.0210,3.3118
1.620,-0.027,0.090,,,,-1.1126,3.9794
1.640,-0.050,0.176,,,,-1.1781,4.5815
1.660,-0.074,0.273,,,,-1.2043,5.0920
1.680,-0.099,0.382,,,,-1.2043,5.4847
1.700,-0.123,0.495,,,,-1.1781,5.7465
1.720,-0.146,0.613,,,,-1.1257,5.8905
1.740,-0.168,0.732,,,,-1.0472,5.8774
1.760,-0.188,0.851,,,,-0.9425,5.7072
1.780,-0.206,0.961,,,,-0.8116,5.3931
1.800,-0.221,1.068,,,,-0.6676,4.9480
1.820,-0.232,1.162,,,,-0.4974,4.3851
1.840,-0.242,1.244,,,,-0.3142,3.6783
1.860,-0.245,1.312,,,,-0.1309,2.8667
1.880,-0.247,1.360,,,,0.0654,1.9373
1.900,-0.243,1.390,,,,0.2618,0.9425
1.920,-0.236,1.398,,,,0.4581,-0.0654
1.940,-0.225,1.387,,,,0.6283,-1.0734
1.960,-0.210,1.356,,,,0.7854,-2.0551
1.980,-0.193,1.304,,,,0.9294,-2.9845
2.000,-0.173,1.235,,,,1.0472,-3.8092
2.020,-0.151,1.150,,,,1.1257,-4.5030
2.040,-0.127,1.052,,,,1.1781,-5.0527
2.060,-0.104,0.946,,,,1.2174,-5.4716
2.080,-0.079,0.833,,,,1.2305,-5.7596
2.100,-0.053,0.713,,,,1.2043,-5.9036
2.120,-0.030,0.594,,,,1.1388,-5.8774
2.140,-0.008,0.476,,,,1.0472,-5.7072
2.160,0.013,0.364,,,,0.9294,-5.4323
2.180,0.030,0.258,,,,0.7854,-5.0266
2.200,0.044,0.160,,,,0.6283,-4.5030
2.220,0.055,0.077,,,,0.4712,-3.8746
2.240,0.063,0.005,,,,0.3011,-3.1809
2.260,0.068,-0.052,0.1526,,,0.1178,-2.4216
2.280,0.068,-0.093,,,,-0.0785,-1.6101
2.300,0.064,-0.116,,,,-0.2749,-0.7854
2.320,0.057,-0.124,,,,-0.4581,0.0524
2.340,0.046,-0.115,,,,-0.6283,0.9032
2.360,0.031,-0.088,,,,-0.7723,1.7541
2.380,0.014,-0.044,,,,-0.9032,2.5656
2.400,-0.005,0.016,,,,-1.0210,3.3118
2.420,-0.027,0.090,,,,-1.1126,3.9794
2.440,-0.050,0.176,,,,-1.1650,4.5815
2.460,-0.074,0.273,,,,-1.1912,5.1051
2.480,-0.097,0.382,,,,-1.2043,5.5109
2.500,-0.123,0.496,,,,-1.1912,5.7727
2.520,-0.146,0.614,,,,-1.1388,5.8905
2.540,-0.168,0.734,,,,-1.0472,5.8774
2.560,-0.188,0.851,,,,-0.9294,5.7072
2.580,-0.206,0.964,,,,-0.7985,5.3931
2.600,-0.220,1.068,,,,-0.6545,4.9480
2.620,-0.232,1.164,,,,-0.4974,4.3851
2.640,-0.240,1.246,,,,-0.3142,3.6783
2.660,-0.245,1.313,,,,-0.1178,2.8405
2.680,-0.245,1.360,,,,0.0654,1.9111
2.700,-0.242,1.390,,,,0.2487,0.9294
2.720,-0.236,1.398,,1.2500,1.2522,0.4451,-0.0785
2.740,-0.225,1.387,,,,0.6414,-1.0996
2.760,-0.209,1.354,,,,0.7985,-2.0813
2.780,-0.192,1.302,,,,0.9163,-2.9976
2.800,-0.173,1.233,,,,1.0210,-3.8223
2.820,-0.151,1.148,,,,1.1257,-4.5291
2.840,-0.127,1.049,,,,1.2043,-5.1051
2.860,-0.102,0.942,,,,1.2305,-5.5240
2.880,-0.077,0.826,,,,1.2174,-5.7858
2.900,-0.053,0.708,,,,1.1781,-5.9036
2.920,-0.030,0.589,,,,1.1257,-5.8774
2.940,-0.008,0.471,,,,1.0472,-5.7203
2.960,0.013,0.358,,,,0.9294,-5.4193
2.980,0.030,0.253,,,,0.7854,-5.0004
3.000,0.044,0.157,,,,0.6283,-4.4637
3.020,0.055,0.072,,,,0.4581,-3.8354
3.040,0.063,0.003,,,,0.2749,-3.1416
3.060,0.066,-0.053,0.1507,,,0.0916,-2.3955
3.080,0.066,-0.094,,,,-0.0916,-1.5970
3.100,0.063,-0.118,,,,-0.2749,-0.7592
3.120,0.055,-0.124,,,,-0.4581,0.0916
3.140,0.044,-0.115,,,,-0.6283,0.9425
3.160,0.030,-0.086,,,,-0.7723,1.7933
3.180,0.013,-0.042,,,,-0.9032,2.6049
3.200,-0.006,0.019,,,,-1.0210,3.3379
3.220,-0.028,0.093,,,,-1.1126,4.0055
3.240,-0.052,0.179,,,,-1.1781,4.5815
3.260,-0.075,0.278,,,,-1.2043,5.0789
3.280,-0.101,0.383,,,,-1.2043,5.4847
3.300,-0.124,0.498,,,,-1.1781,5.7727
3.320,-0.148,0.617,,,,-1.1257,5.9167
3.340,-0.170,0.737,,,,-1.0472,5.8774
3.360,-0.190,0.855,,,,-0.9294,5.6811
3.380,-0.207,0.966,,,,-0.7985,5.3538
3.400,-0.221,1.070,,,,-0.6545,4.9087
3.420,-0.234,1.164,,,,-0.4843,4.3459
3.440,-0.242,1.246,,,,-0.3011,3.6521
3.460,-0.245,1.312,,,,-0.1047,2.8274
3.480,-0.247,1.360,,,,0.0785,1.9111
3.500,-0.242,1.389,,,,0.2618,0.9425
3.520,-0.236,1.398,,1.2500,1.2495,0.4581,-0.0524
3.540,-0.225,1.387,,,,0.6414,-1.0472
3.560,-0.209,1.356,,,,0.7985,-2.0289
3.580,-0.192,1.305,,,,0.9294,-2.9452
3.600,-0.173,1.236,,,,1.0472,-3.7568
3.620,-0.149,1.153,,,,1.1388,-4.4506
3.640,-0.126,1.057,,,,1.1912,-5.0266
3.660,-0.102,0.950,,,,1.2174,-5.4716
3.680,-0.077,0.836,,,,1.2305,-5.7465
3.700,-0.052,0.718,,,,1.2043,-5.8643
3.720,-0.028,0.600,,,,1.1388,-5.8512
3.740,-0.006,0.482,,,,1.0472,-5.7072
3.760,0.014,0.369,,,,0.9425,-5.4193
3.780,0.031,0.264,,,,0.8116,-5.0135
3.800,0.047,0.168,,,,0.6545,-4.5160
3.820,0.058,0.082,,,,0.4712,-3.9139
3.840,0.066,0.009,,,,0.2880,-3.2201
3.860,0.069,-0.047,,,,0.1047,-2.4609
3.880,0.071,-0.090,0.1520,,,-0.0785,-1.6755
3.900,0.066,-0.115,,,,-0.2618,-0.8639
3.920,0.060,-0.124,,,,-0.4451,-0.0262
3.940,0.049,-0.116,,,,-0.6152,0.8116
3.960,0.035,-0.091,,,,-0.7854,1.6493
3.980,0.017,-0.050,,,,-0.9163,2.4609
4.000,-0.003,0.008,,,,-1.0210,3.2201
4.020,-0.024,0.080,,,,-1.1126,3.9008
4.040,-0.047,0.165,,,,-1.1781,4.4899
4.060,-0.072,0.261,,,,-1.2174,5.0004
4.080,-0.096,0.366,,,,-1.2174,5.4062
4.100,-0.121,0.479,,,,-1.1912,5.7072
4.120,-0.145,0.595,,,,-1.1519,5.8643
4.140,-0.167,0.716,,,,-1.0734,5.8643
4.160,-0.188,0.833,,,,-0.9687,5.7203
4.180,-0.206,0.946,,,,-0.8378,5.4323
4.200,-0.221,1.052,,,,-0.6938,5.0266
4.220,-0.234,1.148,,,,-0.5367,4.4637
4.240,-0.243,1.233,,,,-0.3534,3.7699
4.260,-0.248,1.301,,,,-0.1571,2.9714
4.280,-0.250,1.352,,,,0.0393,2.0813
4.300,-0.247,1.385,,,,0.2356,1.1257
4.320,-0.240,1.398,,1.2500,1.2474,0.4320,0.1178
4.340,-0.229,1.390,,,,0.6152,-0.9032
4.360,-0.215,1.362,,,,0.7723,-1.8850
4.380,-0.198,1.313,,,,0.9032,-2.8013
4.400,-0.179,1.249,,,,1.0210,-3.6259
4.420,-0.157,1.167,,,,1.1257,-4.3328
4.440,-0.134,1.073,,,,1.2043,-4.9218
4.460,-0.108,0.969,,,,1.2305,-5.3800
4.480,-0.083,0.856,,,,1.2305,-5.7072
4.500,-0.060,0.738,,,,1.2043,-5.8774
4.520,-0.035,0.619,,,,1.1519,-5.8774
4.540,-0.013,0.501,,,,1.0734,-5.7465
4.560,0.008,0.388,,,,0.9687,-5.4847
4.580,0.027,0.280,,,,0.8508,-5.0920
4.600,0.042,0.182,,,,0.6938,-4.5815
4.620,0.055,0.096,,,,0.5105,-3.9794
4.640,0.063,0.022,,,,0.3272,-3.3249
4.660,0.068,-0.038,,,,0.1440,-2.6049
4.680,0.069,-0.083,0.1553,,,-0.0393,-1.8326
4.700,0.066,-0.112,,,,-0.2225,-1.0210
4.720,0.060,-0.124,,,,-0.4058,-0.1702
4.740,0.050,-0.119,,,,-0.5760,0.6807
4.760,0.036,-0.096,,,,-0.7461,1.5184
4.780,0.020,-0.058,,,,-0.8901,2.3300
4.800,8.674E-17,-0.003,,,,-0.9948,3.0761
4.820,-0.020,0.068,,,,-1.0865,3.7699
4.840,-0.042,0.148,,,,-1.1519,4.3982
4.860,-0.068,0.243,,,,-1.2043,4.9349
4.880,-0.091,0.349,,,,-1.2174,5.3669
4.900,-0.116,0.459,,,,-1.1912,5.6680
4.920,-0.140,0.576,,,,-1.1519,5.8512
4.940,-0.162,0.696,,,,-1.0865,5.8774
4.960,-0.184,0.814,,,,-0.9948,5.7465
4.980,-0.203,0.927,,,,-0.8639,5.4847
5.000,-0.218,1.035,,,,-0.7069,5.1051
5.020,-0.231,1.133,,,,-0.5498,4.5815
5.040,-0.240,1.221,,,,-0.3796,3.9139
5.060,-0.247,1.291,,,,-0.1833,3.1285
5.080,-0.248,1.346,,,,0.0262,2.2384
5.100,-0.245,1.382,,,,0.2225,1.2828
5.120,-0.239,1.398,,1.2500,1.2459,0.3927,0.2749
5.140,-0.229,1.393,,,,0.5629,-0.7461
5.160,-0.217,1.368,,,,0.7330,-1.7410
5.180,-0.199,1.323,,,,0.8901,-2.6834
5.200,-0.181,1.260,,,,1.0079,-3.5212
5.220,-0.159,1.180,,,,1.0996,-4.2412
5.240,-0.137,1.089,,,,1.1781,-4.8433
5.260,-0.112,0.985,,,,1.2174,-5.3276
5.280,-0.086,0.873,,,,1.2305,-5.6811
5.300,-0.063,0.756,,,,1.2043,-5.8774
5.320,-0.038,0.636,,,,1.1650,-5.9167
5.340,-0.016,0.517,,,,1.0996,-5.7989
5.360,0.006,0.402,,,,0.9948,-5.5371
5.380,0.025,0.294,,,,0.8639,-5.1575
5.400,0.041,0.195,,,,0.6938,-4.6731
5.420,0.053,0.105,,,,0.5236,-4.0841
5.440,0.061,0.030,,,,0.3534,-3.4165
5.460,0.068,-0.031,,,,0.1702,-2.6965
5.480,0.069,-0.079,0.1546,,,-0.0262,-1.9242
5.500,0.066,-0.110,,,,-0.2225,-1.1126
5.520,0.060,-0.123,,,,-0.3927,-0.2618
5.540,0.050,-0.121,,,,-0.5498,0.5890
5.560,0.038,-0.099,,,,-0.7069,1.4268
5.580,0.022,-0.063,,,,-0.8639,2.2384
5.600,0.003,-0.009,,,,-0.9948,2.9976
5.620,-0.019,0.058,,,,-1.0865,3.7045
5.640,-0.041,0.140,,,,-1.1519,4.3328
5.660,-0.064,0.232,,,,-1.1912,4.8826
5.680,-0.090,0.336,,,,-1.2043,5.3145
5.700,-0.113,0.448,,,,-1.1912,5.6287
5.720,-0.137,0.562,,,,-1.1519,5.8120
5.740,-0.160,0.682,,,,-1.0865,5.8643
5.760,-0.181,0.800,,,,-0.9948,5.7727
5.780,-0.199,0.914,,,,-0.8770,5.5371
5.800,-0.217,1.023,,,,-0.7330,5.1575
5.820,-0.229,1.123,,,,-0.5629,4.6469
5.840,-0.239,1.210,,,,-0.3927,3.9924
5.860,-0.245,1.285,,,,-0.2094,3.2070
5.880,-0.248,1.340,,,,-0.0131,2.3300
5.900,-0.245,1.378,,,,0.1833,1.3875
5.920,-0.240,1.396,,1.2500,1.2449,0.3665,0.4189
5.940,-0.231,1.395,,,,0.5498,-0.6021
5.960,-0.218,1.373,,,,0.7330,-1.6101
5.980,-0.201,1.329,,,,0.8770,-2.5656
6.000,-0.182,1.269,,,,0.9948,-3.4165
6.020,-0.162,1.191,,,,1.0865,-4.1495
6.040,-0.138,1.101,,,,1.1650,-4.7648
6.060,-0.115,0.999,,,,1.2174,-5.2622
6.080,-0.090,0.889,,,,1.2305,-5.6287
6.100,-0.064,0.771,,,,1.2174,-5.8381
6.120,-0.041,0.653,,,,1.1650,-5.9036
6.140,-0.017,0.534,,,,1.0996,-5.8120
6.160,0.003,0.418,,,,1.0079,-5.5894
6.180,0.024,0.309,,,,0.8770,-5.2229
6.200,0.039,0.207,,,,0.7199,-4.7517
6.220,0.052,0.118,,,,0.5498,-4.1888
6.240,0.061,0.039,,,,0.3796,-3.5212
6.260,0.068,-0.025,,,,0.1963,-2.7882
6.280,0.069,-0.072,0.1546,,,0.0131,-2.0159
6.300,0.068,-0.105,,,,-0.1702,-1.2305
6.320,0.063,-0.123,,,,-0.3534,-0.4058
6.340,0.053,-0.123,,,,-0.5367,0.4581
6.360,0.041,-0.104,,,,-0.7069,1.3090
6.380,0.025,-0.069,,,,-0.8508,2.1337
6.400,0.006,-0.019,,,,-0.9817,2.9060
6.420,-0.014,0.049,,,,-1.0865,3.6259
6.440,-0.038,0.127,,,,-1.1519,4.2673
6.460,-0.061,0.220,,,,-1.1912,4.8171
6.480,-0.085,0.322,,,,-1.2043,5.2753
6.500,-0.110,0.432,,,,-1.2043,5.6025
6.520,-0.134,0.548,,,,-1.1781,5.7989
6.540,-0.157,0.666,,,,-1.1126,5.8643
6.560,-0.179,0.784,,,,-1.0079,5.7858
6.580,-0.198,0.900,,,,-0.8770,5.5763
6.600,-0.214,1.008,,,,-0.7461,5.2229
6.620,-0.228,1.111,,,,-0.6021,4.7255
6.640,-0.239,1.200,,,,-0.4320,4.0841
6.660,-0.245,1.275,,,,-0.2356,3.3118
6.680,-0.248,1.334,,,,-0.0393,2.4478
6.700,-0.247,1.374,,,,0.1571,1.5184
6.720,-0.242,1.395,,,,0.3534,0.5367
6.740,-0.232,1.396,,1.2195,1.2441,0.5367,-0.4712
6.760,-0.220,1.376,,,,0.7069,-1.4661
6.780,-0.204,1.337,,,,0.8508,-2.4216
6.800,-0.185,1.279,,,,0.9687,-3.2987
6.820,-0.165,1.203,,,,1.0734,-4.0710
6.840,-0.143,1.114,,,,1.1650,-4.7124
6.860,-0.118,1.013,,,,1.2174,-5.2229
6.880,-0.093,0.903,,,,1.2305,-5.6025
6.900,-0.069,0.787,,,,1.2174,-5.8250
6.920,-0.044,0.668,,,,1.1781,-5.8905
6.940,-0.020,0.550,,,,1.1126,-5.8120
6.960,9.714E-17,0.434,,,,1.0079,-5.6025
6.980,0.020,0.324,,,,0.8901,-5.2753
7.000,0.036,0.221,,,,0.7461,-4.8171
7.020,0.050,0.129,,,,0.5760,-4.2542
7.040,0.060,0.050,,,,0.4058,-3.6128
7.060,0.066,-0.016,,,,0.2225,-2.9060
7.080,0.069,-0.068,0.1546,,,0.0393,-2.1468
7.100,0.068,-0.102,,,,-0.1571,-1.3483
7.120,0.063,-0.121,,,,-0.3403,-0.5105
7.140,0.053,-0.124,,,,-0.5105,0.3403
7.160,0.042,-0.107,,,,-0.6807,1.1912
7.180,0.027,-0.075,,,,-0.8378,2.0028
7.200,0.008,-0.027,,,,-0.9687,2.7751
7.220,-0.013,0.036,,,,-1.0603,3.5081
7.240,-0.035,0.115,,,,-1.1257,4.1757
7.260,-0.058,0.204,,,,-1.1781,4.7386
7.280,-0.082,0.306,,,,-1.2043,5.1836
7.300,-0.107,0.413,,,,-1.2043,5.5371
7.320,-0.130,0.528,,,,-1.1781,5.7858
7.340,-0.154,0.647,,,,-1.1126,5.9036
7.360,-0.176,0.767,,,,-1.0210,5.8381
7.380,-0.195,0.883,,,,-0.9032,5.6287
7.400,-0.212,0.993,,,,-0.7723,5.2884
7.420,-0.226,1.096,,,,-0.6283,4.8040
7.440,-0.237,1.188,,,,-0.4581,4.1888
7.460,-0.245,1.264,,,,-0.2618,3.4427
7.480,-0.248,1.327,,,,-0.0524,2.6049
7.500,-0.247,1.370,,,,0.1440,1.6755
7.520,-0.242,1.395,,,,0.3142,0.6807
7.540,-0.234,1.398,,1.2500,1.2435,0.4843,-0.3403
7.560,-0.223,1.381,,,,0.6676,-1.3483
7.580,-0.207,1.343,,,,0.8378,-2.3038
7.600,-0.188,1.288,,,,0.9687,-3.1940
7.620,-0.168,1.214,,,,1.0734,-3.9794
7.640,-0.146,1.126,,,,1.1519,-4.6469
7.660,-0.121,1.027,,,,1.2043,-5.1705
7.680,-0.097,0.917,,,,1.2305,-5.5632
7.700,-0.072,0.803,,,,1.2305,-5.7989
7.720,-0.047,0.683,,,,1.1912,-5.8774
7.740,-0.024,0.565,,,,1.1126,-5.8250
7.760,-0.003,0.449,,,,1.0210,-5.6418
7.780,0.017,0.338,,,,0.9163,-5.3276
7.800,0.035,0.234,,,,0.7723,-4.8826
7.820,0.049,0.141,,,,0.6021,-4.3328
7.840,0.058,0.060,,,,0.4320,-3.7045
7.860,0.066,-0.008,,,,0.2487,-3.0107
7.880,0.069,-0.061,0.1548,,,0.0524,-2.2515
7.900,0.068,-0.099,,,,-0.1440,-1.4530
7.920,0.063,-0.119,,,,-0.3142,-0.6283
7.940,0.055,-0.124,,,,-0.4843,0.2094
7.960,0.044,-0.112,,,,-0.6545,1.0603
7.980,0.028,-0.082,,,,-0.8116,1.8980
8.000,0.011,-0.035,,,,-0.9425,2.6834
8.020,-0.009,0.027,,,,-1.0472,3.3903
8.040,-0.031,0.102,,,,-1.1257,4.0317
8.060,-0.055,0.188,,,,-1.1781,4.6208
8.080,-0.079,0.287,,,,-1.2043,5.1313
8.100,-0.104,0.396,,,,-1.2043,5.5240
8.120,-0.127,0.511,,,,-1.1781,5.7727
8.140,-0.151,0.628,,,,-1.1257,5.8774
8.160,-0.173,0.748,,,,-1.0472,5.8381
8.180,-0.193,0.864,,,,-0.9294,5.6549
8.200,-0.210,0.975,,,,-0.7985,5.3276
8.220,-0.225,1.079,,,,-0.6545,4.8826
8.240,-0.237,1.172,,,,-0.4843,4.2935
8.260,-0.245,1.253,,,,-0.2880,3.5736
8.280,-0.248,1.316,,,,-0.0916,2.7358
8.300,-0.248,1.363,,,,0.0916,1.8195
8.320,-0.245,1.390,,,,0.2880,0.8639
8.340,-0.237,1.398,,1.2500,1.2430,0.4843,-0.1440
8.360,-0.225,1.385,,,,0.6545,-1.1519
8.380,-0.210,1.351,,,,0.7985,-2.1206
8.400,-0.193,1.299,,,,0.9425,-3.0107
8.420,-0.173,1.230,,,,1.0734,-3.8223
8.440,-0.149,1.145,,,,1.1650,-4.5291
8.460,-0.126,1.046,,,,1.2174,-5.0920
8.480,-0.101,0.939,,,,1.2305,-5.4978
8.500,-0.075,0.825,,,,1.2174,-5.7596
8.520,-0.052,0.707,,,,1.1781,-5.8774
8.540,-0.028,0.587,,,,1.1257,-5.8381
8.560,-0.006,0.471,,,,1.0472,-5.6680
8.580,0.014,0.360,,,,0.9425,-5.3800
8.600,0.031,0.254,,,,0.8116,-4.9742
8.620,0.047,0.159,,,,0.6545,-4.4506
8.640,0.058,0.075,,,,0.4712,-3.8354
8.660,0.066,0.005,,,,0.2749,-3.1547
8.680,0.069,-0.052,0.1553,,,0.0916,-2.4086
8.700,0.069,-0.093,,,,-0.0916,-1.6101
8.720,0.066,-0.116,,,,-0.2749,-0.7854
8.740,0.058,-0.124,,,,-0.4581,0.0393
8.760,0.047,-0.115,,,,-0.6283,0.8770
8.780,0.033,-0.090,,,,-0.7854,1.7148
8.800,0.016,-0.046,,,,-0.9163,2.5133
8.820,-0.005,0.013,,,,-1.0210,3.2594
8.840,-0.025,0.085,,,,-1.1126,3.9270
8.860,-0.049,0.171,,,,-1.1781,4.5291
8.880,-0.074,0.267,,,,-1.2174,5.0396
8.900,-0.097,0.374,,,,-1.2174,5.4323
8.920,-0.123,0.487,,,,-1.1912,5.7072
8.940,-0.146,0.603,,,,-1.1388,5.8512
8.960,-0.168,0.723,,,,-1.0603,5.8512
8.980,-0.188,0.840,,,,-0.9687,5.6941
9.000,-0.207,0.952,,,,-0.8378,5.4062
9.020,-0.223,1.057,,,,-0.6807,5.0004
9.040,-0.234,1.155,,,,-0.5105,4.4506
9.060,-0.243,1.238,,,,-0.3272,3.7437
9.080,-0.248,1.305,,,,-0.1309,2.9191
9.100,-0.248,1.356,,,,0.0654,2.0159
9.120,-0.245,1.387,,,,0.2487,1.0603
9.140,-0.239,1.398,,1.2500,1.2426,0.4320,0.0654
9.160,-0.228,1.390,,,,0.6152,-0.9425
9.180,-0.214,1.360,,,,0.7723,-1.9242
9.200,-0.196,1.312,,,,0.9032,-2.8274
9.220,-0.178,1.246,,,,1.0210,-3.6259
9.240,-0.156,1.166,,,,1.1257,-4.3328
9.260,-0.132,1.071,,,,1.2043,-4.9349
9.280,-0.107,0.966,,,,1.2435,-5.3931
9.300,-0.082,0.853,,,,1.2435,-5.6941
9.320,-0.057,0.737,,,,1.2043,-5.8512
9.340,-0.033,0.617,,,,1.1519,-5.8643
9.360,-0.011,0.500,,,,1.0734,-5.7334
9.380,0.011,0.386,,,,0.9687,-5.4585
9.400,0.028,0.280,,,,0.8378,-5.0658
9.420,0.044,0.182,,,,0.6807,-4.5684
9.440,0.057,0.096,,,,0.5105,-3.9924
9.460,0.064,0.022,,,,0.3272,-3.3379
9.480,0.069,-0.039,,,,0.1440,-2.6049
9.500,0.071,-0.083,0.1529,,,-0.0393,-1.8195
9.520,0.068,-0.112,,,,-0.2356,-1.0079
9.540,0.061,-0.124,,,,-0.4189,-0.1702
9.560,0.050,-0.119,,,,-0.5890,0.6807
9.580,0.038,-0.096,,,,-0.7461,1.5053
9.600,0.020,-0.058,,,,-0.8901,2.2907
9.620,0.002,-0.005,,,,-1.0079,3.0369
9.640,-0.020,0.064,,,,-1.0996,3.7437
9.660,-0.042,0.146,,,,-1.1650,4.3590
9.680,-0.068,0.240,,,,-1.2043,4.8826
9.700,-0.091,0.342,,,,-1.2174,5.3145
9.720,-0.116,0.454,,,,-1.2043,5.6287
9.740,-0.140,0.570,,,,-1.1650,5.8250
9.760,-0.163,0.688,,,,-1.0865,5.8774
9.780,-0.184,0.807,,,,-0.9948,5.7596
9.800,-0.203,0.922,,,,-0.8770,5.4978
9.820,-0.220,1.027,,,,-0.7330,5.1051
9.840,-0.232,1.128,,,,-0.5629,4.5946
9.860,-0.242,1.214,,,,-0.3796,3.9401
9.880,-0.248,1.286,,,,-0.1963,3.1547
9.900,-0.250,1.341,,,,0.0000,2.2907
9.920,-0.248,1.379,,,,0.1963,1.3614
9.940,-0.242,1.396,,1.2500,1.2421,0.3796,0.3796
9.960,-0.232,1.395,,,,0.5629,-0.6414
9.980,-0.220,1.371,,,,0.7330,-1.6362
10.000,-0.203,1.327,,,,0.8901,-2.5787
10.020,-0.184,1.268,,,,1.0210,-3.4165
10.040,-0.162,1.189,,,,1.1126,-4.1495
10.060,-0.138,1.100,,,,1.1781,-4.7648
10.080,-0.115,0.997,,,,1.2174,-5.2491
10.100,-0.090,0.888,,,,1.2305,-5.6156
10.120,-0.064,0.771,,,,1.2174,-5.8250
