"Time (s) Run #12","Angle, Ch P1 (rad) Run #12","Angle, Ch P2 (rad) Run #12","AngleAmp (rad) Run #12","DrivingFrequency (Hz) Run #12","freq (Hz) Run #12","AngVel (rad/s) Run #12","DriverAngleVel (rad/s) Run #12"
179.780,-0.080,0.212,,,,-1.7148,4.0055
179.800,-0.115,0.297,,,,-1.7017,4.3328
179.820,-0.148,0.388,,,,-1.6755,4.5815
179.840,-0.182,0.481,,,,-1.6232,4.7517
179.860,-0.214,0.578,,,,-1.5315,4.8695
179.880,-0.243,0.677,,,,-1.4137,4.9087
179.900,-0.270,0.776,,,,-1.2828,4.8302
179.920,-0.295,0.872,,,,-1.1257,4.6862
179.940,-0.316,0.963,,,,-0.9425,4.4768
179.960,-0.333,1.052,,,,-0.7330,4.2019
179.980,-0.346,1.133,,,,-0.5236,3.8223
180.000,-0.353,1.206,,,,-0.3142,3.3641
180.020,-0.358,1.268,,,,-0.0916,2.8405
180.040,-0.358,1.321,,,,0.1440,2.2515
180.060,-0.352,1.359,,,,0.3796,1.6101
180.080,-0.342,1.385,,,,0.5890,0.9294
180.100,-0.328,1.396,,1.0417,1.0372,0.7854,0.2487
180.120,-0.311,1.395,,,,0.9817,-0.4581
180.140,-0.289,1.379,,,,1.1650,-1.1519
180.160,-0.264,1.348,,,,1.3352,-1.8326
180.180,-0.236,1.305,,,,1.4792,-2.4609
180.200,-0.204,1.249,,,,1.5970,-3.0369
180.220,-0.171,1.183,,,,1.6755,-3.5474
180.240,-0.137,1.106,,,,1.7148,-3.9663
180.260,-0.102,1.023,,,,1.7410,-4.3066
180.280,-0.068,0.933,,,,1.7410,-4.5815
180.300,-0.031,0.839,,,,1.7148,-4.7909
180.320,0.002,0.740,,,,1.6493,-4.8957
180.340,0.035,0.641,,,,1.5446,-4.8957
180.360,0.064,0.543,,,,1.4268,-4.8171
180.380,0.091,0.448,,,,1.2828,-4.6862
180.400,0.116,0.355,,,,1.1257,-4.4768
180.420,0.137,0.267,,,,0.9425,-4.1888
180.440,0.154,0.187,,,,0.7461,-3.8485
180.460,0.167,0.113,,,,0.5367,-3.4558
180.480,0.176,0.047,,,,0.3142,-3.0107
180.500,0.179,-0.008,0.2640,,,0.0916,-2.5133
180.520,0.179,-0.053,,,,-0.1309,-1.9897
180.540,0.174,-0.088,,,,-0.3534,-1.4399
180.560,0.165,-0.112,,,,-0.5760,-0.8639
180.580,0.151,-0.123,,,,-0.7723,-0.2749
180.600,0.134,-0.123,,,,-0.9556,0.3142
180.620,0.113,-0.110,,,,-1.1257,0.8901
180.640,0.088,-0.086,,,,-1.2828,1.4661
180.660,0.061,-0.052,,,,-1.4137,2.0289
180.680,0.031,-0.005,,,,-1.5315,2.5656
180.700,6.592E-16,0.052,,,,-1.6232,3.0500
180.720,-0.035,0.118,,,,-1.6755,3.4819
180.740,-0.068,0.192,,,,-1.7017,3.8877
180.760,-0.102,0.273,,,,-1.7017,4.2412
180.780,-0.137,0.363,,,,-1.6886,4.5160
180.800,-0.170,0.456,,,,-1.6362,4.7255
180.820,-0.203,0.551,,,,-1.5577,4.8564
180.840,-0.232,0.652,,,,-1.4530,4.9087
180.860,-0.261,0.749,,,,-1.3221,4.8564
180.880,-0.286,0.847,,,,-1.1650,4.7255
180.900,-0.308,0.939,,,,-0.9948,4.5422
180.920,-0.325,1.029,,,,-0.8116,4.2804
180.940,-0.341,1.112,,,,-0.6021,3.9401
180.960,-0.350,1.188,,,,-0.3796,3.5081
180.980,-0.355,1.253,,,,-0.1440,2.9845
181.000,-0.357,1.308,,,,0.0785,2.4086
181.020,-0.352,1.349,,,,0.3011,1.7802
181.040,-0.344,1.381,,,,0.5236,1.1257
181.060,-0.331,1.395,,,,0.7330,0.4451
181.080,-0.314,1.398,,1.0204,1.0353,0.9294,-0.2749
181.100,-0.294,1.385,,,,1.1126,-0.9817
181.120,-0.270,1.357,,,,1.2828,-1.6624
181.140,-0.242,1.318,,,,1.4268,-2.2907
181.160,-0.212,1.266,,,,1.5446,-2.8798
181.180,-0.181,1.202,,,,1.6362,-3.4165
181.200,-0.146,1.128,,,,1.7017,-3.8615
181.220,-0.112,1.046,,,,1.7410,-4.2281
181.240,-0.077,0.958,,,,1.7410,-4.5160
181.260,-0.041,0.864,,,,1.7148,-4.7255
181.280,-0.008,0.768,,,,1.6624,-4.8564
181.300,0.025,0.669,,,,1.5839,-4.8957
181.320,0.057,0.570,,,,1.4792,-4.8564
181.340,0.085,0.474,,,,1.3352,-4.7255
181.360,0.110,0.380,,,,1.1650,-4.5291
181.380,0.132,0.292,,,,0.9817,-4.2673
181.400,0.149,0.209,,,,0.7854,-3.9401
181.420,0.163,0.134,,,,0.5890,-3.5736
181.440,0.173,0.066,,,,0.3796,-3.1416
181.460,0.179,0.006,0.2628,,,0.1571,-2.6704
181.480,0.179,-0.041,,,,-0.0785,-2.1468
181.500,0.176,-0.080,,,,-0.3142,-1.5970
181.520,0.167,-0.105,,,,-0.5236,-1.0341
181.540,0.154,-0.121,,,,-0.7199,-0.4451
181.560,0.138,-0.124,,,,-0.9032,0.1440
181.580,0.118,-0.115,,,,-1.0865,0.7330
181.600,0.094,-0.094,,,,-1.2435,1.3090
181.620,0.068,-0.063,,,,-1.3744,1.8719
181.640,0.039,-0.019,,,,-1.4923,2.4086
181.660,0.008,0.035,,,,-1.5970,2.9060
181.680,-0.025,0.097,,,,-1.6755,3.3641
181.700,-0.060,0.170,,,,-1.7148,3.7830
181.720,-0.094,0.250,,,,-1.7148,4.1364
181.740,-0.129,0.336,,,,-1.6886,4.4244
181.760,-0.162,0.427,,,,-1.6362,4.6600
181.780,-0.195,0.523,,,,-1.5708,4.8302
181.800,-0.225,0.622,,,,-1.4792,4.8957
181.820,-0.254,0.721,,,,-1.3614,4.8564
181.840,-0.280,0.817,,,,-1.2174,4.7517
181.860,-0.303,0.911,,,,-1.0472,4.5946
181.880,-0.322,1.002,,,,-0.8639,4.3590
181.900,-0.338,1.087,,,,-0.6545,4.0317
181.920,-0.349,1.164,,,,-0.4320,3.6259
181.940,-0.355,1.233,,,,-0.2094,3.1547
181.960,-0.357,1.291,,,,0.0131,2.6180
181.980,-0.355,1.338,,,,0.2356,2.0028
182.000,-0.347,1.373,,,,0.4581,1.3352
182.020,-0.336,1.392,,,,0.6807,0.6414
182.040,-0.320,1.398,,1.0417,1.0351,0.8770,-0.0524
182.060,-0.300,1.390,,,,1.0603,-0.7461
182.080,-0.278,1.368,,,,1.2305,-1.4399
182.100,-0.251,1.332,,,,1.3875,-2.0944
182.120,-0.221,1.283,,,,1.5315,-2.6965
182.140,-0.190,1.224,,,,1.6362,-3.2332
182.160,-0.156,1.153,,,,1.7017,-3.7045
182.180,-0.121,1.074,,,,1.7279,-4.0972
182.200,-0.086,0.988,,,,1.7279,-4.4244
182.220,-0.052,0.897,,,,1.7148,-4.6731
182.240,-0.017,0.800,,,,1.6886,-4.8302
182.260,0.016,0.702,,,,1.6232,-4.8957
182.280,0.049,0.603,,,,1.5184,-4.8695
182.300,0.077,0.506,,,,1.3744,-4.7778
182.320,0.104,0.412,,,,1.2174,-4.6077
182.340,0.126,0.320,,,,1.0472,-4.3721
182.360,0.146,0.236,,,,0.8639,-4.0710
182.380,0.160,0.157,,,,0.6676,-3.7045
182.400,0.173,0.086,,,,0.4451,-3.2856
182.420,0.179,0.025,,,,0.2225,-2.8143
182.440,0.181,-0.027,0.2596,,,-0.0131,-2.3169
182.460,0.179,-0.068,,,,-0.2356,-1.7802
182.480,0.171,-0.099,,,,-0.4581,-1.2174
182.500,0.160,-0.116,,,,-0.6676,-0.6414
182.520,0.145,-0.124,,,,-0.8508,-0.0654
182.540,0.126,-0.119,,,,-1.0341,0.5105
182.560,0.104,-0.104,,,,-1.2043,1.1126
182.580,0.077,-0.075,,,,-1.3483,1.6886
182.600,0.049,-0.035,,,,-1.4661,2.2253
182.620,0.019,0.014,,,,-1.5577,2.7227
182.640,-0.014,0.074,,,,-1.6362,3.1940
182.660,-0.047,0.143,,,,-1.6886,3.6390
182.680,-0.082,0.220,,,,-1.7148,4.0186
182.700,-0.116,0.305,,,,-1.7148,4.3328
182.720,-0.151,0.394,,,,-1.6755,4.5684
182.740,-0.184,0.489,,,,-1.6101,4.7517
182.760,-0.215,0.584,,,,-1.5184,4.8826
182.780,-0.245,0.685,,,,-1.4137,4.9087
182.800,-0.272,0.784,,,,-1.2828,4.8302
182.820,-0.297,0.878,,,,-1.1126,4.6731
182.840,-0.317,0.971,,,,-0.9163,4.4637
182.860,-0.333,1.059,,,,-0.7199,4.1757
182.880,-0.346,1.139,,,,-0.5236,3.7830
182.900,-0.355,1.211,,,,-0.3142,3.3118
182.920,-0.358,1.272,,,,-0.0785,2.7882
182.940,-0.358,1.323,,,,0.1571,2.1991
182.960,-0.352,1.362,,,,0.3796,1.5708
182.980,-0.342,1.385,,,,0.6021,0.9032
183.000,-0.328,1.398,,1.0417,1.0336,0.8116,0.2094
183.020,-0.309,1.395,,,,1.0079,-0.4974
183.040,-0.287,1.378,,,,1.1912,-1.2043
183.060,-0.262,1.346,,,,1.3483,-1.8719
183.080,-0.232,1.302,,,,1.4792,-2.4871
183.100,-0.203,1.246,,,,1.5839,-3.0369
183.120,-0.170,1.180,,,,1.6624,-3.5212
183.140,-0.135,1.104,,,,1.7279,-3.9401
183.160,-0.101,1.021,,,,1.7541,-4.3066
183.180,-0.064,0.931,,,,1.7541,-4.5946
183.200,-0.030,0.836,,,,1.7148,-4.7909
183.220,0.005,0.738,,,,1.6362,-4.8826
183.240,0.036,0.639,,,,1.5446,-4.8957
183.260,0.066,0.542,,,,1.4399,-4.8302
183.280,0.094,0.445,,,,1.3090,-4.6862
183.300,0.119,0.353,,,,1.1388,-4.4637
183.320,0.140,0.265,,,,0.9425,-4.1757
183.340,0.157,0.185,,,,0.7330,-3.8354
183.360,0.170,0.112,,,,0.5105,-3.4296
183.380,0.178,0.047,,,,0.2880,-2.9845
183.400,0.181,-0.008,0.2654,,,0.0785,-2.5002
183.420,0.181,-0.053,,,,-0.1309,-1.9766
183.440,0.176,-0.088,,,,-0.3534,-1.4268
183.460,0.167,-0.110,,,,-0.5760,-0.8639
183.480,0.152,-0.123,,,,-0.7854,-0.3011
183.500,0.135,-0.123,,,,-0.9817,0.2749
183.520,0.113,-0.112,,,,-1.1519,0.8770
183.540,0.088,-0.088,,,,-1.2959,1.4530
183.560,0.061,-0.052,,,,-1.4137,2.0028
183.580,0.031,-0.008,,,,-1.5315,2.5133
183.600,6.592E-16,0.049,,,,-1.6362,2.9976
183.620,-0.035,0.113,,,,-1.7017,3.4558
183.640,-0.069,0.187,,,,-1.7279,3.8615
183.660,-0.104,0.269,,,,-1.7148,4.2019
183.680,-0.138,0.357,,,,-1.6886,4.4637
183.700,-0.171,0.448,,,,-1.6362,4.6862
183.720,-0.204,0.543,,,,-1.5577,4.8433
183.740,-0.234,0.644,,,,-1.4530,4.9087
183.760,-0.262,0.741,,,,-1.3221,4.8564
183.780,-0.287,0.839,,,,-1.1781,4.7386
183.800,-0.309,0.931,,,,-1.0079,4.5684
183.820,-0.328,1.023,,,,-0.8247,4.3066
183.840,-0.342,1.106,,,,-0.6152,3.9532
183.860,-0.353,1.181,,,,-0.3927,3.5212
183.880,-0.358,1.247,,,,-0.1702,3.0369
183.900,-0.360,1.304,,,,0.0524,2.4740
183.920,-0.357,1.348,,,,0.2880,1.8457
183.940,-0.349,1.378,,,,0.5236,1.1781
183.960,-0.335,1.395,,,,0.7330,0.4974
183.980,-0.319,1.398,,1.0204,1.0335,0.9294,-0.2094
184.000,-0.298,1.387,,,,1.1126,-0.9163
184.020,-0.273,1.360,,,,1.2959,-1.5970
184.040,-0.247,1.323,,,,1.4399,-2.2253
184.060,-0.215,1.271,,,,1.5577,-2.8013
184.080,-0.184,1.210,,,,1.6493,-3.3249
184.100,-0.149,1.137,,,,1.7017,-3.7830
184.120,-0.115,1.057,,,,1.7410,-4.1757
184.140,-0.080,0.969,,,,1.7541,-4.4768
184.160,-0.044,0.877,,,,1.7410,-4.6993
184.180,-0.009,0.781,,,,1.6886,-4.8302
184.200,0.024,0.682,,,,1.5970,-4.8826
184.220,0.055,0.584,,,,1.4923,-4.8564
184.240,0.083,0.487,,,,1.3614,-4.7517
184.260,0.110,0.393,,,,1.2043,-4.5684
184.280,0.132,0.303,,,,1.0210,-4.3066
184.300,0.151,0.220,,,,0.8247,-3.9924
184.320,0.165,0.143,,,,0.6152,-3.6128
184.340,0.176,0.074,,,,0.3927,-3.1809
184.360,0.181,0.016,,,,0.1702,-2.7096
184.380,0.182,-0.035,0.2619,,,-0.0524,-2.2122
184.400,0.179,-0.074,,,,-0.2618,-1.6755
184.420,0.171,-0.102,,,,-0.4843,-1.1126
184.440,0.160,-0.118,,,,-0.6938,-0.5498
184.460,0.143,-0.124,,,,-0.8901,0.0262
184.480,0.124,-0.118,,,,-1.0734,0.6152
184.500,0.101,-0.099,,,,-1.2305,1.2043
184.520,0.074,-0.069,,,,-1.3744,1.7541
184.540,0.046,-0.028,,,,-1.4923,2.2907
184.560,0.014,0.022,,,,-1.5970,2.7882
184.580,-0.019,0.085,,,,-1.6755,3.2594
184.600,-0.053,0.152,,,,-1.7148,3.6783
184.620,-0.088,0.232,,,,-1.7279,4.0448
184.640,-0.123,0.316,,,,-1.7148,4.3459
184.660,-0.157,0.407,,,,-1.6755,4.5684
184.680,-0.190,0.500,,,,-1.5970,4.7386
184.700,-0.221,0.597,,,,-1.4923,4.8433
184.720,-0.250,0.694,,,,-1.3875,4.8826
184.740,-0.276,0.793,,,,-1.2566,4.8040
184.760,-0.302,0.889,,,,-1.0996,4.6469
184.780,-0.320,0.979,,,,-0.9163,4.4113
184.800,-0.338,1.067,,,,-0.7069,4.1103
184.820,-0.350,1.145,,,,-0.4843,3.7176
184.840,-0.357,1.216,,,,-0.2618,3.2463
184.860,-0.360,1.275,,,,-0.0524,2.7358
184.880,-0.360,1.326,,,,0.1702,2.1598
184.900,-0.353,1.363,,,,0.4058,1.5184
184.920,-0.342,1.387,,,,0.6283,0.8508
184.940,-0.328,1.396,,1.0417,1.0308,0.8378,0.1702
184.960,-0.309,1.395,,,,1.0341,-0.5236
184.980,-0.286,1.376,,,,1.2174,-1.2174
185.000,-0.261,1.345,,,,1.3744,-1.8850
185.020,-0.231,1.301,,,,1.5053,-2.5002
185.040,-0.199,1.244,,,,1.6101,-3.0631
185.060,-0.167,1.177,,,,1.6886,-3.5474
185.080,-0.132,1.101,,,,1.7410,-3.9532
185.100,-0.096,1.018,,,,1.7671,-4.2935
185.120,-0.061,0.928,,,,1.7541,-4.5684
185.140,-0.025,0.834,,,,1.7148,-4.7517
185.160,0.008,0.737,,,,1.6493,-4.8433
185.180,0.041,0.639,,,,1.5577,-4.8564
185.200,0.071,0.542,,,,1.4399,-4.8040
185.220,0.099,0.446,,,,1.2828,-4.6731
185.240,0.123,0.353,,,,1.1126,-4.4506
185.260,0.143,0.267,,,,0.9294,-4.1626
185.280,0.160,0.187,,,,0.7330,-3.8223
185.300,0.173,0.113,,,,0.5236,-3.4296
185.320,0.181,0.049,,,,0.3011,-2.9845
185.340,0.185,-0.006,0.2706,,,0.0785,-2.5002
185.360,0.184,-0.052,,,,-0.1440,-1.9897
185.380,0.179,-0.086,,,,-0.3665,-1.4530
185.400,0.170,-0.110,,,,-0.5890,-0.8901
185.420,0.156,-0.123,,,,-0.7985,-0.3142
185.440,0.137,-0.123,,,,-0.9817,0.2749
185.460,0.116,-0.112,,,,-1.1519,0.8508
185.480,0.091,-0.088,,,,-1.3090,1.4137
185.500,0.063,-0.055,,,,-1.4530,1.9635
185.520,0.033,-0.009,,,,-1.5577,2.4871
185.540,6.661E-16,0.046,,,,-1.6362,2.9845
185.560,-0.033,0.110,,,,-1.6886,3.4165
185.580,-0.068,0.184,,,,-1.7279,3.8092
185.600,-0.102,0.262,,,,-1.7410,4.1495
185.620,-0.138,0.350,,,,-1.7148,4.4375
185.640,-0.171,0.441,,,,-1.6624,4.6600
185.660,-0.204,0.537,,,,-1.5839,4.7909
185.680,-0.236,0.635,,,,-1.4792,4.8564
185.700,-0.264,0.732,,,,-1.3483,4.8302
185.720,-0.289,0.829,,,,-1.2043,4.7255
185.740,-0.313,0.922,,,,-1.0341,4.5553
185.760,-0.331,1.012,,,,-0.8378,4.3066
185.780,-0.346,1.096,,,,-0.6283,3.9794
185.800,-0.357,1.172,,,,-0.4189,3.5736
185.820,-0.363,1.239,,,,-0.1963,3.0892
185.840,-0.364,1.297,,,,0.0524,2.5395
185.860,-0.361,1.341,,,,0.2880,1.9242
185.880,-0.352,1.374,,,,0.5105,1.2697
185.900,-0.341,1.393,,,,0.7199,0.6021
185.920,-0.324,1.398,,1.0204,1.0308,0.9163,-0.0916
185.940,-0.303,1.390,,,,1.1126,-0.7985
185.960,-0.280,1.367,,,,1.2828,-1.4923
185.980,-0.251,1.329,,,,1.4399,-2.1337
186.000,-0.221,1.280,,,,1.5577,-2.7096
186.020,-0.188,1.221,,,,1.6493,-3.2463
186.040,-0.156,1.150,,,,1.7148,-3.7176
186.060,-0.119,1.070,,,,1.7541,-4.1103
186.080,-0.085,0.985,,,,1.7671,-4.4113
186.100,-0.049,0.892,,,,1.7541,-4.6339
186.120,-0.014,0.798,,,,1.7148,-4.7909
186.140,0.020,0.701,,,,1.6362,-4.8564
186.160,0.052,0.602,,,,1.5315,-4.8433
186.180,0.082,0.506,,,,1.4006,-4.7517
186.200,0.108,0.412,,,,1.2435,-4.5815
186.220,0.132,0.320,,,,1.0603,-4.3459
186.240,0.151,0.237,,,,0.8639,-4.0448
186.260,0.167,0.159,,,,0.6545,-3.6914
186.280,0.178,0.088,,,,0.4451,-3.2856
186.300,0.184,0.027,,,,0.2225,-2.8143
186.320,0.187,-0.025,0.2679,,,0.0000,-2.3169
186.340,0.184,-0.066,,,,-0.2356,-1.7933
186.360,0.178,-0.097,,,,-0.4581,-1.2435
186.380,0.165,-0.116,,,,-0.6676,-0.6807
186.400,0.151,-0.124,,,,-0.8639,-0.0916
186.420,0.130,-0.121,,,,-1.0472,0.4974
186.440,0.108,-0.104,,,,-1.2174,1.0734
186.460,0.082,-0.077,,,,-1.3614,1.6232
186.480,0.053,-0.039,,,,-1.4923,2.1468
186.500,0.022,0.009,,,,-1.5839,2.6573
186.520,-0.011,0.068,,,,-1.6624,3.1285
186.540,-0.044,0.135,,,,-1.7148,3.5605
186.560,-0.080,0.210,,,,-1.7410,3.9401
186.580,-0.115,0.294,,,,-1.7279,4.2542
186.600,-0.149,0.382,,,,-1.6886,4.4899
186.620,-0.182,0.474,,,,-1.6362,4.6731
186.640,-0.215,0.569,,,,-1.5577,4.8040
186.660,-0.245,0.668,,,,-1.4530,4.8564
186.680,-0.273,0.765,,,,-1.3090,4.8171
186.700,-0.298,0.861,,,,-1.1388,4.6731
186.720,-0.319,0.953,,,,-0.9556,4.4637
186.740,-0.336,1.040,,,,-0.7723,4.1757
186.760,-0.350,1.122,,,,-0.5629,3.8354
186.780,-0.360,1.194,,,,-0.3403,3.4165
186.800,-0.363,1.260,,,,-0.1047,2.9191
186.820,-0.364,1.312,,,,0.1309,2.3431
186.840,-0.358,1.354,,,,0.3534,1.7148
186.860,-0.349,1.381,,,,0.5760,1.0603
186.880,-0.336,1.396,,1.0417,1.0304,0.7854,0.3796
186.900,-0.317,1.396,,,,0.9948,-0.3142
186.920,-0.295,1.384,,,,1.1781,-1.0210
186.940,-0.270,1.356,,,,1.3221,-1.6886
186.960,-0.242,1.315,,,,1.4530,-2.3038
186.980,-0.212,1.263,,,,1.5708,-2.8667
187.000,-0.179,1.200,,,,1.6755,-3.3772
187.020,-0.145,1.126,,,,1.7541,-3.8223
187.040,-0.108,1.046,,,,1.7802,-4.2019
187.060,-0.072,0.958,,,,1.7671,-4.5030
187.080,-0.038,0.864,,,,1.7410,-4.7255
187.100,-0.003,0.768,,,,1.6886,-4.8433
187.120,0.031,0.669,,,,1.6101,-4.8695
187.140,0.061,0.572,,,,1.4923,-4.8171
187.160,0.091,0.476,,,,1.3483,-4.6862
187.180,0.116,0.383,,,,1.1912,-4.5030
187.200,0.138,0.295,,,,1.0079,-4.2542
187.220,0.157,0.212,,,,0.8116,-3.9401
187.240,0.171,0.137,,,,0.5890,-3.5605
187.260,0.181,0.069,,,,0.3665,-3.1285
187.280,0.185,0.011,,,,0.1571,-2.6704
187.300,0.187,-0.038,0.2679,,,-0.0654,-2.1729
187.320,0.184,-0.077,,,,-0.3011,-1.6362
187.340,0.174,-0.104,,,,-0.5236,-1.0734
187.360,0.162,-0.119,,,,-0.7199,-0.4974
187.380,0.146,-0.124,,,,-0.9163,0.0785
187.400,0.126,-0.116,,,,-1.1126,0.6545
187.420,0.101,-0.097,,,,-1.2828,1.2305
187.440,0.074,-0.068,,,,-1.4137,1.7802
187.460,0.044,-0.025,,,,-1.5184,2.3169
187.480,0.013,0.025,,,,-1.6101,2.8274
187.500,-0.020,0.088,,,,-1.6755,3.2987
187.520,-0.055,0.159,,,,-1.7148,3.7045
187.540,-0.090,0.237,,,,-1.7279,4.0579
187.560,-0.124,0.320,,,,-1.7279,4.3721
187.580,-0.159,0.413,,,,-1.7017,4.6077
187.600,-0.193,0.507,,,,-1.6362,4.7778
187.620,-0.225,0.603,,,,-1.5315,4.8564
187.640,-0.254,0.704,,,,-1.4006,4.8564
187.660,-0.281,0.800,,,,-1.2566,4.7778
187.680,-0.305,0.894,,,,-1.0865,4.6208
187.700,-0.325,0.986,,,,-0.8901,4.3982
187.720,-0.341,1.071,,,,-0.6807,4.0841
187.740,-0.352,1.150,,,,-0.4712,3.6914
187.760,-0.360,1.221,,,,-0.2618,3.2463
187.780,-0.363,1.280,,,,-0.0393,2.7096
187.800,-0.361,1.330,,,,0.1963,2.1075
187.820,-0.355,1.365,,,,0.4189,1.4661
187.840,-0.344,1.389,,,,0.6283,0.7985
187.860,-0.330,1.398,,1.0204,1.0289,0.8378,0.1178
187.880,-0.311,1.393,,,,1.0472,-0.5890
187.900,-0.287,1.374,,,,1.2305,-1.2828
187.920,-0.261,1.341,,,,1.3875,-1.9504
187.940,-0.232,1.296,,,,1.5184,-2.5656
187.960,-0.199,1.238,,,,1.6232,-3.1154
187.980,-0.167,1.170,,,,1.7017,-3.5867
188.000,-0.132,1.093,,,,1.7410,-3.9924
188.020,-0.096,1.010,,,,1.7671,-4.3459
188.040,-0.061,0.919,,,,1.7541,-4.6208
188.060,-0.025,0.823,,,,1.7148,-4.7909
188.080,0.008,0.726,,,,1.6493,-4.8695
188.100,0.041,0.628,,,,1.5577,-4.8695
188.120,0.071,0.529,,,,1.4399,-4.7909
188.140,0.099,0.435,,,,1.2828,-4.6339
188.160,0.123,0.344,,,,1.1126,-4.4113
188.180,0.143,0.258,,,,0.9294,-4.1233
188.200,0.160,0.178,,,,0.7330,-3.7699
188.220,0.173,0.107,,,,0.5105,-3.3772
188.240,0.181,0.042,,,,0.2749,-2.9452
188.260,0.184,-0.013,0.2699,,,0.0524,-2.4609
188.280,0.182,-0.057,,,,-0.1702,-1.9242
188.300,0.178,-0.090,,,,-0.3927,-1.3744
188.320,0.167,-0.112,,,,-0.6021,-0.8247
188.340,0.152,-0.123,,,,-0.7985,-0.2618
188.360,0.135,-0.123,,,,-0.9817,0.3142
188.380,0.113,-0.110,,,,-1.1650,0.9032
188.400,0.088,-0.086,,,,-1.3221,1.4792
188.420,0.060,-0.050,,,,-1.4399,2.0420
188.440,0.030,-0.005,,,,-1.5446,2.5656
188.460,-0.002,0.053,,,,-1.6362,3.0238
188.480,-0.036,0.118,,,,-1.7017,3.4427
188.500,-0.071,0.190,,,,-1.7279,3.8354
188.520,-0.105,0.272,,,,-1.7279,4.1888
188.540,-0.140,0.360,,,,-1.7017,4.4768
188.560,-0.174,0.451,,,,-1.6493,4.6731
188.580,-0.206,0.548,,,,-1.5708,4.8040
188.600,-0.237,0.644,,,,-1.4661,4.8695
188.620,-0.265,0.743,,,,-1.3352,4.8302
188.640,-0.291,0.840,,,,-1.1781,4.7124
188.660,-0.313,0.931,,,,-1.0079,4.5160
188.680,-0.331,1.021,,,,-0.8116,4.2673
188.700,-0.346,1.104,,,,-0.6021,3.9401
188.720,-0.355,1.180,,,,-0.3796,3.5212
188.740,-0.361,1.246,,,,-0.1571,3.0369
188.760,-0.361,1.302,,,,0.0654,2.4740
188.780,-0.358,1.346,,,,0.2880,1.8457
188.800,-0.350,1.376,,,,0.5105,1.1912
188.820,-0.338,1.393,,,,0.7330,0.5236
188.840,-0.320,1.398,,1.0204,1.0289,0.9425,-0.1571
188.860,-0.300,1.387,,,,1.1257,-0.8508
188.880,-0.275,1.363,,,,1.2959,-1.5315
188.900,-0.248,1.326,,,,1.4399,-2.1729
188.920,-0.217,1.275,,,,1.5577,-2.7751
188.940,-0.185,1.214,,,,1.6493,-3.2987
188.960,-0.151,1.142,,,,1.7148,-3.7437
188.980,-0.116,1.063,,,,1.7671,-4.1233
189.000,-0.080,0.977,,,,1.7802,-4.4375
189.020,-0.044,0.884,,,,1.7541,-4.6731
189.040,-0.009,0.789,,,,1.6886,-4.8171
189.060,0.024,0.691,,,,1.6101,-4.8826
189.080,0.055,0.592,,,,1.5053,-4.8695
189.100,0.085,0.495,,,,1.3744,-4.7648
189.120,0.110,0.401,,,,1.2174,-4.5684
189.140,0.134,0.311,,,,1.0341,-4.3197
189.160,0.152,0.228,,,,0.8378,-4.0055
189.180,0.167,0.149,,,,0.6283,-3.6390
189.200,0.178,0.082,,,,0.4189,-3.2201
189.220,0.184,0.020,,,,0.1963,-2.7489
189.240,0.185,-0.030,0.2659,,,-0.0262,-2.2515
189.260,0.182,-0.069,,,,-0.2487,-1.7279
189.280,0.176,-0.099,,,,-0.4712,-1.1912
189.300,0.163,-0.118,,,,-0.6938,-0.6283
189.320,0.148,-0.124,,,,-0.8901,-0.0393
189.340,0.127,-0.119,,,,-1.0603,0.5498
189.360,0.105,-0.102,,,,-1.2174,1.1257
189.380,0.079,-0.074,,,,-1.3614,1.6886
189.400,0.050,-0.035,,,,-1.4923,2.2253
189.420,0.019,0.016,,,,-1.5970,2.7358
189.440,-0.014,0.075,,,,-1.6755,3.2070
189.460,-0.049,0.145,,,,-1.7279,3.6390
189.480,-0.083,0.221,,,,-1.7541,4.0186
189.500,-0.119,0.306,,,,-1.7410,4.3328
189.520,-0.154,0.396,,,,-1.6886,4.5684
189.540,-0.187,0.490,,,,-1.6101,4.7386
189.560,-0.218,0.586,,,,-1.5315,4.8433
189.580,-0.248,0.685,,,,-1.4268,4.8564
189.600,-0.276,0.782,,,,-1.2828,4.7778
189.620,-0.300,0.877,,,,-1.1126,4.6339
189.640,-0.320,0.968,,,,-0.9294,4.4375
189.660,-0.338,1.056,,,,-0.7330,4.1626
189.680,-0.350,1.136,,,,-0.5236,3.7830
189.700,-0.358,1.208,,,,-0.3011,3.3249
189.720,-0.363,1.269,,,,-0.0785,2.8013
189.740,-0.361,1.321,,,,0.1571,2.2122
189.760,-0.357,1.359,,,,0.3927,1.5839
189.780,-0.346,1.384,,,,0.6021,0.9294
189.800,-0.331,1.396,,1.0417,1.0276,0.8116,0.2618
189.820,-0.314,1.395,,,,1.0079,-0.4320
189.840,-0.291,1.379,,,,1.1912,-1.1257
189.860,-0.265,1.349,,,,1.3483,-1.7933
189.880,-0.237,1.307,,,,1.4792,-2.4216
189.900,-0.206,1.252,,,,1.5970,-2.9845
189.920,-0.173,1.186,,,,1.6886,-3.4819
189.940,-0.138,1.112,,,,1.7541,-3.9139
189.960,-0.102,1.029,,,,1.7802,-4.2673
189.980,-0.066,0.939,,,,1.7671,-4.5422
190.000,-0.031,0.847,,,,1.7279,-4.7255
